School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Standard Score
Newman International At Cedar Hill,https://www.schooldigger.com/go/TX/schools/0142113295/school.aspx,Newman International Academy Of Arlington,https://www.schooldigger.com/go/TX/district/01421/search.aspx,1114 W Fm 1382,Cedar Hill,https://www.schooldigger.com/go/TX/city/Cedar+Hill/search.aspx,75104,Dallas County,(682) 207-5061,Yes,Yes,No,(n/a),1005,90.6,11,45.1,39.5,0.1,3,42.9,0.2,3.4,10.9,44.2
Krueger Middle,https://www.schooldigger.com/go/TX/schools/3294003643/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,438 Lanark Dr,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78218,Bexar County,(210) 356-4700,Yes,No,Yes,(n/a),963,70.3,13.6,80.1,8.7,0.1,2.2,70.9,0.2,5,12.9,44.2
Perry Middle,https://www.schooldigger.com/go/TX/schools/1305000804/school.aspx,Carrollton-Farmers Branch Independent School District,https://www.schooldigger.com/go/TX/district/13050/search.aspx,1709 E Belt Line Rd,Carrollton,https://www.schooldigger.com/go/TX/city/Carrollton/search.aspx,75006,Dallas County,(972) 968-4400,Yes,No,No,(n/a),937,65.3,14.3,78.3,3.2,0.2,9.7,80,0,0.7,6.1,44.2
Harmony Science Academy - Odessa,https://www.schooldigger.com/go/TX/schools/0027212534/school.aspx,Harmony Science Academy (El Paso),https://www.schooldigger.com/go/TX/district/00272/search.aspx,2755 N Grandview Ave,Odessa,https://www.schooldigger.com/go/TX/city/Odessa/search.aspx,79762,Ector County,(432) 363-6000,Yes,Yes,No,(n/a),504,30.2,16.6,68.5,8.9,0,2,70,0,1.2,17.9,44.2
Piner Middle,https://www.schooldigger.com/go/TX/schools/4008004549/school.aspx,Sherman Independent School District,https://www.schooldigger.com/go/TX/district/40080/search.aspx,402 W Pecan,Sherman,https://www.schooldigger.com/go/TX/city/Sherman/search.aspx,75090,Grayson County,(903) 891-6470,Yes,No,No,(n/a),1145,77.4,14.7,72.7,12.8,1.2,3,43.4,0.1,6.9,32.6,44.2
Central Middle,https://www.schooldigger.com/go/TX/schools/4496001568/school.aspx,Weslaco Independent School District,https://www.schooldigger.com/go/TX/district/44960/search.aspx,506 E 6th St,Weslaco,https://www.schooldigger.com/go/TX/city/Weslaco/search.aspx,78596,Hidalgo County,(956) 969-6710,Yes,No,No,(n/a),933,59.4,15.6,79.5,0.1,0.3,0.2,96.8,0,0,2.6,44.2
Kopperl School,https://www.schooldigger.com/go/TX/schools/2589002917/school.aspx,Kopperl Independent School District,https://www.schooldigger.com/go/TX/district/25890/search.aspx,175 Cr 1240,Kopperl,https://www.schooldigger.com/go/TX/city/Kopperl/search.aspx,76652,Bosque County,(254) 889-3502,Yes,No,No,(n/a),184,18.5,9.9,76.1,1.1,0,0,8.7,0,1.1,89.1,44.1
Advanced Learning Academy,https://www.schooldigger.com/go/TX/schools/3873013447/school.aspx,San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/38730/search.aspx,621 W Euclid,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78212,Bexar County,(210) 738-9763,Yes,Yes,No,(n/a),964,56.8,16.9,48.8,3.1,0,0.4,79.3,0.1,1.5,15.7,44.1
Farley Middle,https://www.schooldigger.com/go/TX/schools/2410012021/school.aspx,Hutto Independent School District,https://www.schooldigger.com/go/TX/district/24100/search.aspx,303 Cr 137,Hutto,https://www.schooldigger.com/go/TX/city/Hutto/search.aspx,78634,Williamson County,(512) 759-2050,Yes,No,No,(n/a),990,65.2,15.1,42.9,13,0,1.3,47.2,0.2,6.6,31.7,44.1
Dean Middle,https://www.schooldigger.com/go/TX/schools/1611001184/school.aspx,Cypress-Fairbanks Independent School District,https://www.schooldigger.com/go/TX/district/16110/search.aspx,14104 Reo St,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77040,Harris County,(713) 460-6153,Yes,No,No,(n/a),1354,102.1,13.2,84,15.5,0.8,6.4,71.6,0,0.7,4.9,44.1
Hamshire-Fannett Middle,https://www.schooldigger.com/go/TX/schools/2232002240/school.aspx,Hamshire-Fannett Independent School District,https://www.schooldigger.com/go/TX/district/22320/search.aspx,11375 Dugat Rd,Beaumont,https://www.schooldigger.com/go/TX/city/Beaumont/search.aspx,77705,Jefferson County,(409) 794-2361,No,No,No,(n/a),464,33,14,38.6,10.8,0.2,1.5,20,0,2.4,65.1,44.1
School Of Science And Technology Corpus Christi,https://www.schooldigger.com/go/TX/schools/0140012144/school.aspx,School Of Science And Technology Discovery,https://www.schooldigger.com/go/TX/district/01400/search.aspx,6633 Evans Rd,Corpus Christi,https://www.schooldigger.com/go/TX/city/Corpus+Christi/search.aspx,78413,Nueces County,(361) 851-2450,Yes,Yes,No,(n/a),1770,113.6,15.5,62.7,4.6,0.1,1.5,78,0,2,13.8,44
Baylor College Of Medicine Biotech Academy At Rusk,https://www.schooldigger.com/go/TX/schools/2364002574/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,2805 Garrow St,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77003,Harris County,(713) 226-4543,Yes,No,Yes,(n/a),428,29,14.7,77.8,22.2,0.2,0.7,74.5,0,0,2.3,44
Itasca Middle,https://www.schooldigger.com/go/TX/schools/2448021363/school.aspx,Itasca Independent School District,https://www.schooldigger.com/go/TX/district/24480/search.aspx,208 N Files,Itasca,https://www.schooldigger.com/go/TX/city/Itasca/search.aspx,76055,Hill County,(254) 687-2922,Yes,No,No,(n/a),152,11.9,12.7,76.3,7.9,0,0.7,46.1,0,3.3,42.1,44
Roscoe Collegiate High School,https://www.schooldigger.com/go/TX/schools/3786004238/school.aspx,Roscoe Collegiate Independent School District,https://www.schooldigger.com/go/TX/district/37860/search.aspx,700 Elm,Roscoe,https://www.schooldigger.com/go/TX/city/Roscoe/search.aspx,79545,Nolan County,(325) 766-3327,No,Yes,No,(n/a),322,27.8,11.5,41.9,1.2,0,0,51.6,0,2.2,45,44
Jacksonville Middle,https://www.schooldigger.com/go/TX/schools/2459002752/school.aspx,Jacksonville Independent School District,https://www.schooldigger.com/go/TX/district/24590/search.aspx,1541 E Pine,Jacksonville,https://www.schooldigger.com/go/TX/city/Jacksonville/search.aspx,75766,Cherokee County,(903) 586-3686,Yes,No,No,(n/a),742,54.2,13.6,78.3,16.6,0.3,0.7,55.1,0,3,24.4,44
Harmony School Of Science-Houston,https://www.schooldigger.com/go/TX/schools/0021012560/school.aspx,Harmony Science Academy,https://www.schooldigger.com/go/TX/district/00210/search.aspx,5435 S Braeswood Blvd,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77096,Harris County,(713) 729-4400,Yes,Yes,No,(n/a),346,26.8,12.8,87.6,44.2,0.3,3.8,45.7,0.3,0.9,4.9,43.9
Alex Sanger Preparatory School,https://www.schooldigger.com/go/TX/schools/1623001350/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,8410 San Leandro Dr,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75218,Dallas County,(972) 749-7600,Yes,No,No,(n/a),729,50.1,14.5,75.4,11,0.3,0.4,69.1,0,2.3,16.9,43.8
Kennard Independent School District,https://www.schooldigger.com/go/TX/schools/2547002836/school.aspx,Kennard Independent School District,https://www.schooldigger.com/go/TX/district/25470/search.aspx,304 Hwy Seven E,Kennard,https://www.schooldigger.com/go/TX/city/Kennard/search.aspx,75847,Houston County,(936) 655-2121,Yes,No,No,(n/a),223,22.6,9.8,65.5,12.1,0.4,0,6.3,0.4,4.5,76.2,43.7
Fannin Middle,https://www.schooldigger.com/go/TX/schools/0813000155/school.aspx,Amarillo Independent School District,https://www.schooldigger.com/go/TX/district/08130/search.aspx,4627 S Rusk,Amarillo,https://www.schooldigger.com/go/TX/city/Amarillo/search.aspx,79110,Randall County,(806) 326-3500,Yes,No,No,(n/a),736,43.4,16.9,72.6,12,0.4,2.3,45.1,0,4.1,36.1,43.6
Pleasanton J H,https://www.schooldigger.com/go/TX/schools/3519003985/school.aspx,Pleasanton Independent School District,https://www.schooldigger.com/go/TX/district/35190/search.aspx,1170 Jolly St,Pleasanton,https://www.schooldigger.com/go/TX/city/Pleasanton/search.aspx,78064,Atascosa County,(830) 569-1280,Yes,No,No,(n/a),826,54.3,15.2,61.4,0.4,0.5,0.5,71.7,0.1,0.8,26,43.6
Fairfield J H,https://www.schooldigger.com/go/TX/schools/1894001772/school.aspx,Fairfield Independent School District,https://www.schooldigger.com/go/TX/district/18940/search.aspx,701 Post Oak Rd,Fairfield,https://www.schooldigger.com/go/TX/city/Fairfield/search.aspx,75840,Freestone County,(903) 389-4210,Yes,No,No,(n/a),431,31.4,13.7,59.4,13.5,0.5,1.4,26.5,0.2,2.8,55.2,43.6
J L Long Middle,https://www.schooldigger.com/go/TX/schools/1623001307/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,6116 Reiger Ave,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75214,Dallas County,(972) 502-4700,Yes,No,No,(n/a),1309,88.2,14.8,58.8,8.9,0.2,1.1,61.1,0,1.2,27.5,43.6
G W Harby J H,https://www.schooldigger.com/go/TX/schools/0809005386/school.aspx,Alvin Independent School District,https://www.schooldigger.com/go/TX/district/08090/search.aspx,1500 Hts Rd,Alvin,https://www.schooldigger.com/go/TX/city/Alvin/search.aspx,77511,Brazoria County,(281) 585-6626,Yes,No,No,(n/a),818,53.1,15.3,74.8,2.3,0.2,0.9,66.7,0,1.6,28.2,43.5
Idea Kyle College Preparatory,https://www.schooldigger.com/go/TX/schools/0021113815/school.aspx,Idea Public Schools,https://www.schooldigger.com/go/TX/district/00211/search.aspx,640 Philomena Dr,Kyle,https://www.schooldigger.com/go/TX/city/Kyle/search.aspx,78640,Hays County,(512) 822-4300,Yes,Yes,No,(n/a),382,17.3,21.9,66,6.5,0,0.8,69.6,0.3,1.8,20.9,43.5
Shackelford J H,https://www.schooldigger.com/go/TX/schools/0870000261/school.aspx,Arlington Independent School District,https://www.schooldigger.com/go/TX/district/08700/search.aspx,2000 N Fielder Rd,Arlington,https://www.schooldigger.com/go/TX/city/Arlington/search.aspx,76012,Tarrant County,(682) 867-3600,Yes,No,No,(n/a),738,53.4,13.8,71.5,19.1,0.7,1.9,52.6,0.3,2.8,22.6,43.5
Nimitz Middle,https://www.schooldigger.com/go/TX/schools/1800001586/school.aspx,Ector County Independent School District,https://www.schooldigger.com/go/TX/district/18000/search.aspx,4900 Maple Ave,Odessa,https://www.schooldigger.com/go/TX/city/Odessa/search.aspx,79762,Ector County,(432) 456-0469,No,No,No,(n/a),1399,79.4,17.6,35.5,6.1,0.6,1.7,64.6,0.2,2.9,23.9,43.5
Chico Middle,https://www.schooldigger.com/go/TX/schools/1380005971/school.aspx,Chico Independent School District,https://www.schooldigger.com/go/TX/district/13800/search.aspx,1205 W Sherman St,Chico,https://www.schooldigger.com/go/TX/city/Chico/search.aspx,76431,Wise County,(940) 644-5550,No,No,No,(n/a),120,12.3,9.7,67.5,0,0.8,0,34.2,0,2.5,62.5,43.5
Roy J Smith Middle,https://www.schooldigger.com/go/TX/schools/2566013236/school.aspx,Killeen Independent School District,https://www.schooldigger.com/go/TX/district/25660/search.aspx,6000 Brushy Creek Dr,Killeen,https://www.schooldigger.com/go/TX/city/Killeen/search.aspx,76549,Bell County,(254) 336-1050,No,No,No,(n/a),1404,74.3,18.8,48.6,37.7,0.8,2.1,34,2.6,8.5,14.2,43.4
Livingston J H,https://www.schooldigger.com/go/TX/schools/2778003119/school.aspx,Livingston Independent School District,https://www.schooldigger.com/go/TX/district/27780/search.aspx,1801 Us 59 Loop N,Livingston,https://www.schooldigger.com/go/TX/city/Livingston/search.aspx,77351,Polk County,(936) 328-6000,No,No,No,(n/a),895,64.5,13.8,58.2,9.9,0.1,0.7,24.6,0,3.1,61.6,43.3
Roosevelt J H,https://www.schooldigger.com/go/TX/schools/3780007388/school.aspx,Roosevelt Independent School District,https://www.schooldigger.com/go/TX/district/37800/search.aspx,1406 County Rd 3300,Lubbock,https://www.schooldigger.com/go/TX/city/Lubbock/search.aspx,79403,Lubbock County,(806) 842-3218,Yes,No,No,(n/a),258,20.8,12.3,77.1,2.7,0.4,0,63.6,0.4,1.6,31.4,43.2
Idea Rio Vista College Preparatory,https://www.schooldigger.com/go/TX/schools/0021113847/school.aspx,Idea Public Schools,https://www.schooldigger.com/go/TX/district/00211/search.aspx,210 N Rio Vista Rd,Socorro,https://www.schooldigger.com/go/TX/city/Socorro/search.aspx,79927,El Paso County,(915) 444-0188,Yes,Yes,No,(n/a),288,16,18,87.2,0.7,0,0.7,92,0,0,6.6,43.1
Crane Middle,https://www.schooldigger.com/go/TX/schools/1554001127/school.aspx,Crane Independent School District,https://www.schooldigger.com/go/TX/district/15540/search.aspx,302 W 10th St,Crane,https://www.schooldigger.com/go/TX/city/Crane/search.aspx,79731,Crane County,(432) 558-1040,Yes,No,No,(n/a),244,21.2,11.4,53.7,1.6,0,0.4,77.9,0,0,20.1,43.1
Sunray Middle,https://www.schooldigger.com/go/TX/schools/4191008885/school.aspx,Sunray Independent School District,https://www.schooldigger.com/go/TX/district/41910/search.aspx,504 E 7th St,Sunray,https://www.schooldigger.com/go/TX/city/Sunray/search.aspx,79086,Moore County,(806) 948-4444,Yes,No,No,(n/a),149,13.7,10.8,39.6,0.7,0.7,0,54.4,0,0.7,43.6,43.1
Wilson J H,https://www.schooldigger.com/go/TX/schools/1641001403/school.aspx,Dayton Independent School District,https://www.schooldigger.com/go/TX/district/16410/search.aspx,309 S Hwy 146,Dayton,https://www.schooldigger.com/go/TX/city/Dayton/search.aspx,77535,Liberty County,(936) 258-2309,Yes,No,No,(n/a),1338,74.9,17.8,71.2,6.5,1.5,0.4,43.7,0.1,1.2,46.5,43.1
Haltom Middle,https://www.schooldigger.com/go/TX/schools/1023000490/school.aspx,Birdville Independent School District,https://www.schooldigger.com/go/TX/district/10230/search.aspx,5000 Hires Ln,Haltom City,https://www.schooldigger.com/go/TX/city/Haltom+City/search.aspx,76117,Tarrant County,(817) 547-4000,Yes,No,No,(n/a),968,63.9,15.1,82,3.3,0.2,4.6,77.2,0.3,1.1,13.2,43
Idea Brackenridge College Preparatory,https://www.schooldigger.com/go/TX/schools/0021113630/school.aspx,Idea Public Schools,https://www.schooldigger.com/go/TX/district/00211/search.aspx,5555 Old Pearsall Rd,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78242,Bexar County,(210) 639-3068,Yes,Yes,No,(n/a),455,17.8,25.4,90.3,3.5,0,0,86.6,0,0.7,9.2,43
Lively Middle,https://www.schooldigger.com/go/TX/schools/0894000315/school.aspx,Austin Independent School District,https://www.schooldigger.com/go/TX/district/08940/search.aspx,201 E Mary St,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78704,Travis County,(512) 414-3207,Yes,No,No,(n/a),1175,74.1,15.8,61.1,4.9,0,3.1,66,0,3.3,22.6,43
Hereford J H,https://www.schooldigger.com/go/TX/schools/2301002336/school.aspx,Hereford Independent School District,https://www.schooldigger.com/go/TX/district/23010/search.aspx,704 La Plata Dr,Hereford,https://www.schooldigger.com/go/TX/city/Hereford/search.aspx,79045,Deaf Smith County,(806) 363-7630,Yes,No,No,(n/a),619,51.3,12,76.9,0.5,0,0.2,90.1,0.2,0.2,8.9,42.9
Hobby Middle,https://www.schooldigger.com/go/TX/schools/3312003726/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,11843 Vance Jackson Rd,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78230,Bexar County,(210) 397-6300,Yes,No,No,(n/a),905,61.8,14.6,67.1,8.4,0.1,5.3,65.7,0.1,3.5,16.8,42.8
Miller Middle,https://www.schooldigger.com/go/TX/schools/3897017035/school.aspx,San Marcos Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/38970/search.aspx,301 Foxtail Run,San Marcos,https://www.schooldigger.com/go/TX/city/San+Marcos/search.aspx,78666,Hays County,(512) 393-6660,Yes,No,No,(n/a),869,57.5,15,68.1,5.5,0.1,1.4,61.3,0,2,29.7,42.8
White Oak Middle,https://www.schooldigger.com/go/TX/schools/3240003597/school.aspx,New Caney Independent School District,https://www.schooldigger.com/go/TX/district/32400/search.aspx,24161 Briar Berry Ln,Porter,https://www.schooldigger.com/go/TX/city/Porter/search.aspx,77365,Montgomery County,(281) 577-8800,No,No,No,(n/a),871,62.5,13.9,64.1,2.5,0.2,1,68.2,0.1,1.6,26.3,42.8
Anson Middle,https://www.schooldigger.com/go/TX/schools/0840000209/school.aspx,Anson Independent School District,https://www.schooldigger.com/go/TX/district/08400/search.aspx,1120 Ave M,Anson,https://www.schooldigger.com/go/TX/city/Anson/search.aspx,79501,Jones County,(325) 823-2771,Yes,No,No,(n/a),149,17.5,8.5,63.1,2,0,0.7,47,0.7,2,47.7,42.7
Keefer Crossing Middle,https://www.schooldigger.com/go/TX/schools/3240008997/school.aspx,New Caney Independent School District,https://www.schooldigger.com/go/TX/district/32400/search.aspx,20350 Fm 1485,New Caney,https://www.schooldigger.com/go/TX/city/New+Caney/search.aspx,77357,Montgomery County,(281) 577-8840,No,No,No,(n/a),966,61.4,15.7,77.8,2.4,0.2,0.4,71,0.2,0.8,24.9,42.7
O H Herman Middle,https://www.schooldigger.com/go/TX/schools/4395004989/school.aspx,Van Vleck Independent School District,https://www.schooldigger.com/go/TX/district/43950/search.aspx,719 1st St,Van Vleck,https://www.schooldigger.com/go/TX/city/Van+Vleck/search.aspx,77482,Matagorda County,(979) 245-6401,No,No,No,(n/a),251,18.2,13.7,51.8,9.6,0.4,0.4,33.1,0,4.4,52.2,42.7
Howell Middle,https://www.schooldigger.com/go/TX/schools/4415005007/school.aspx,Victoria Independent School District,https://www.schooldigger.com/go/TX/district/44150/search.aspx,2502 Fannin Dr,Victoria,https://www.schooldigger.com/go/TX/city/Victoria/search.aspx,77901,Victoria County,(361) 578-1561,No,No,No,(n/a),832,57.2,14.5,59.3,8.4,0,1.7,62.9,0,1.7,25.4,42.7
Bettye Myers Middle,https://www.schooldigger.com/go/TX/schools/1674012894/school.aspx,Denton Independent School District,https://www.schooldigger.com/go/TX/district/16740/search.aspx,131 Garza Rd,Lake Dallas,https://www.schooldigger.com/go/TX/city/Lake+Dallas/search.aspx,76208,Denton County,(940) 369-1500,No,No,No,(n/a),880,69.7,12.6,63.5,22.8,0.6,3.8,39.8,0.3,2.2,30.6,42.6
Teague J H,https://www.schooldigger.com/go/TX/schools/4230004046/school.aspx,Teague Independent School District,https://www.schooldigger.com/go/TX/district/42300/search.aspx,420 Loop 255,Teague,https://www.schooldigger.com/go/TX/city/Teague/search.aspx,75860,Freestone County,(254) 739-1450,Yes,No,No,(n/a),359,26.2,13.6,60.4,11.1,0,0.3,30.9,0,3.3,54.3,42.6
Iredell School,https://www.schooldigger.com/go/TX/schools/2436002714/school.aspx,Iredell Independent School District,https://www.schooldigger.com/go/TX/district/24360/search.aspx,501 McLain St,Iredell,https://www.schooldigger.com/go/TX/city/Iredell/search.aspx,76649,Bosque County,(254) 364-2411,Yes,No,No,(n/a),145,17.5,8.2,69.7,0,0,0,29,0,0.7,70.3,42.6
Abell J H,https://www.schooldigger.com/go/TX/schools/3057005118/school.aspx,Midland Independent School District,https://www.schooldigger.com/go/TX/district/30570/search.aspx,3201 Heritage Blvd,Midland,https://www.schooldigger.com/go/TX/city/Midland/search.aspx,79707,Midland County,(432) 689-6204,Yes,No,No,(n/a),1111,67,16.5,42.1,8,0.1,2.5,59.3,0,2,28.1,42.6
Cranfills Gap School,https://www.schooldigger.com/go/TX/schools/1557001129/school.aspx,Cranfills Gap Independent School District,https://www.schooldigger.com/go/TX/district/15570/search.aspx,505 S 2nd St,Cranfills Gap,https://www.schooldigger.com/go/TX/city/Cranfills+Gap/search.aspx,76637,Bosque County,(254) 597-2505,Yes,No,No,(n/a),129,15.4,8.3,70.5,2.3,0,0.8,27.1,0,3.1,66.7,42.6
San Isidro Elementary,https://www.schooldigger.com/go/TX/schools/3891008022/school.aspx,San Isidro Independent School District,https://www.schooldigger.com/go/TX/district/38910/search.aspx,5175 Fm 1017,San Isidro,https://www.schooldigger.com/go/TX/city/San+Isidro/search.aspx,78588,Starr County,(956) 481-3107,Yes,No,No,(n/a),127,12.9,9.8,97.6,0,0,0,100,0,0,0,42.6
