School,School URL,District,District URL,City,CityURL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Fulltime Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent Homes Rented,Percent parents with less than High School education,Percent Parents with Masters and above education,Percent Home Incomes less than Median income,Percent using Food stamps,Percent of Crimes,Standard Score
Cranfills Gap School,https://www.schooldigger.com/go/TX/schools/1557001129/school.aspx,Cranfills Gap Independent School District,https://www.schooldigger.com/go/TX/district/15570/search.aspx,Cranfills Gap,https://www.schooldigger.com/go/TX/city/Cranfills+Gap/search.aspx,76637,Bosque,(254) 597-2505,Yes,No,No,No,125,13,9.6,0.66,0.01,0,0,0.29,0,0.02,45.1
Cumby High School,https://www.schooldigger.com/go/TX/schools/1602001174/school.aspx,Cumby Independent School District,https://www.schooldigger.com/go/TX/district/16020/search.aspx,Cumby,https://www.schooldigger.com/go/TX/city/Cumby/search.aspx,75433,Hopkins,(903) 994-2260,Yes,No,No,Yes,182,23,7.9,0.45,0.02,0.02,0.01,0.09,0,0,45
Morton Ranch J H,https://www.schooldigger.com/go/TX/schools/2517009613/school.aspx,Katy Independent School District,https://www.schooldigger.com/go/TX/district/25170/search.aspx,Katy,https://www.schooldigger.com/go/TX/city/Katy/search.aspx,77449,Harris,(281) 237-7400,Yes,No,No,Yes,1190,82,14.5,0.63,0.17,0,0.05,0.54,0,0.03,45
Roscoe Collegiate High School,https://www.schooldigger.com/go/TX/schools/3786004238/school.aspx,Roscoe Collegiate Independent School District,https://www.schooldigger.com/go/TX/district/37860/search.aspx,Roscoe,https://www.schooldigger.com/go/TX/city/Roscoe/search.aspx,79545,Nolan,(325) 766-3327,Yes,No,No,No,208,19,10.9,0.47,0.01,0,0.01,0.61,0,0.01,45
New Diana Middle,https://www.schooldigger.com/go/TX/schools/3246006021/school.aspx,New Diana Independent School District,https://www.schooldigger.com/go/TX/district/32460/search.aspx,Diana,https://www.schooldigger.com/go/TX/city/Diana/search.aspx,75640,Upshur,(903) 663-8002,Yes,No,No,No,232,18,12.8,0.45,0.1,0,0,0.13,0,0.02,44.9
Liberty Middle,https://www.schooldigger.com/go/TX/schools/2745003088/school.aspx,Liberty Independent School District,https://www.schooldigger.com/go/TX/district/27450/search.aspx,Liberty,https://www.schooldigger.com/go/TX/city/Liberty/search.aspx,77575,Liberty,(936) 336-3582,Yes,No,No,No,446,31,14.3,0.56,0.18,0,0,0.34,0,0.02,44.9
Covington Middle School,https://www.schooldigger.com/go/TX/schools/0894006208/school.aspx,Austin Independent School District,https://www.schooldigger.com/go/TX/district/08940/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78749,Travis,(512) 414-3276,Yes,No,No,Yes,634,52,12.1,0.65,0.06,0,0.02,0.61,0,0.03,44.9
Burton High School,https://www.schooldigger.com/go/TX/schools/1224000726/school.aspx,Burton Independent School District,https://www.schooldigger.com/go/TX/district/12240/search.aspx,Burton,https://www.schooldigger.com/go/TX/city/Burton/search.aspx,77835,Washington,(979) 289-3830,Yes,No,No,No,177,19,9.3,0.51,0.16,0,0,0.19,0,0.01,44.9
Ector High School,https://www.schooldigger.com/go/TX/schools/1803001599/school.aspx,Ector Independent School District,https://www.schooldigger.com/go/TX/district/18030/search.aspx,Ector,https://www.schooldigger.com/go/TX/city/Ector/search.aspx,75439,Fannin,(903) 961-2076,Yes,No,No,Yes,124,16,7.7,0.36,0.02,0,0.03,0.13,0,0,44.9
Grantham Academy,https://www.schooldigger.com/go/TX/schools/0771005942/school.aspx,Aldine Independent School District,https://www.schooldigger.com/go/TX/district/07710/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77039,Harris,(281) 985-6590,Yes,No,Yes,No,1049,65,16.1,0.84,0.07,0,0,0.9,0,0,44.9
West Rusk Middle,https://www.schooldigger.com/go/TX/schools/4515005152/school.aspx,West Rusk County Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/45150/search.aspx,New London,https://www.schooldigger.com/go/TX/city/New+London/search.aspx,75682,Rusk,(903) 895-4613,Yes,No,No,No,252,18,14,0.71,0.13,0.02,0,0.21,0,0.01,44.8
Woodson School,https://www.schooldigger.com/go/TX/schools/4641005285/school.aspx,Woodson Independent School District,https://www.schooldigger.com/go/TX/district/46410/search.aspx,Woodson,https://www.schooldigger.com/go/TX/city/Woodson/search.aspx,76491,Throckmorton,(940) 345-6521,Yes,No,No,Yes,147,16,9.1,0.58,0.01,0,0,0.21,0,0.01,44.8
Nick Kerr Middle,https://www.schooldigger.com/go/TX/schools/1218008855/school.aspx,Burleson Independent School District,https://www.schooldigger.com/go/TX/district/12180/search.aspx,Burleson,https://www.schooldigger.com/go/TX/city/Burleson/search.aspx,76028,Johnson,(817) 245-0750,No,No,No,No,1258,73,17.2,0.34,0.05,0.01,0.01,0.19,0,0.03,44.8
Raul Yzaguirre School For Success,https://www.schooldigger.com/go/TX/schools/0002209256/school.aspx,Raul Yzaguirre School For Success,https://www.schooldigger.com/go/TX/district/00022/search.aspx,Brownsville,https://www.schooldigger.com/go/TX/city/Brownsville/search.aspx,78520,Cameron,(956) 542-2404,Yes,Yes,No,Yes,364,23,15.8,0.98,0,0.01,0,0.98,0,0,44.8
Huffman Middle,https://www.schooldigger.com/go/TX/schools/2382002635/school.aspx,Huffman Independent School District,https://www.schooldigger.com/go/TX/district/23820/search.aspx,Huffman,https://www.schooldigger.com/go/TX/city/Huffman/search.aspx,77336,Harris,(281) 324-2598,No,No,No,No,809,46,17.5,0.31,0.03,0,0.01,0.19,0,0.01,44.8
Yes Prep - 5th Ward,https://www.schooldigger.com/go/TX/schools/0020912693/school.aspx,Yes Prep Public Schools Inc,https://www.schooldigger.com/go/TX/district/00209/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77020,Harris,(713) 924-0602,Yes,Yes,No,Yes,558,36,15.5,0.85,0.07,0,0,0.93,0,0,44.7
Columbus J H,https://www.schooldigger.com/go/TX/schools/1470000964/school.aspx,Columbus Independent School District,https://www.schooldigger.com/go/TX/district/14700/search.aspx,Columbus,https://www.schooldigger.com/go/TX/city/Columbus/search.aspx,78934,Colorado,(979) 732-2891,Yes,No,No,Yes,332,28,11.8,0.58,0.14,0,0.01,0.38,0,0.01,44.7
South Belton Middle,https://www.schooldigger.com/go/TX/schools/0986012476/school.aspx,Belton Independent School District,https://www.schooldigger.com/go/TX/district/09860/search.aspx,Belton,https://www.schooldigger.com/go/TX/city/Belton/search.aspx,76513,Bell,(254) 215-3000,Yes,No,No,No,792,59,13.4,0.62,0.06,0.01,0.01,0.44,0,0.02,44.6
Granger School,https://www.schooldigger.com/go/TX/schools/2159002173/school.aspx,Granger Independent School District,https://www.schooldigger.com/go/TX/district/21590/search.aspx,Granger,https://www.schooldigger.com/go/TX/city/Granger/search.aspx,76530,Williamson,(512) 859-2173,Yes,No,No,Yes,426,,11.5,0.59,0.02,0,0,0.44,0,0.02,44.5
Vernon Middle,https://www.schooldigger.com/go/TX/schools/2253002290/school.aspx,Harlingen Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/22530/search.aspx,Harlingen,https://www.schooldigger.com/go/TX/city/Harlingen/search.aspx,78550,Cameron,(956) 427-3040,Yes,No,No,Yes,738,57,12.9,0.73,0.01,0,0,0.96,0,0,44.5
Oliveira Middle,https://www.schooldigger.com/go/TX/schools/1168005415/school.aspx,Brownsville Independent School District,https://www.schooldigger.com/go/TX/district/11680/search.aspx,Brownsville,https://www.schooldigger.com/go/TX/city/Brownsville/search.aspx,78521,Cameron,(956) 548-8530,Yes,No,No,No,1231,79,15.5,0.92,0,0,0,0.99,0,0,44.5
Sivells Bend Elementary,https://www.schooldigger.com/go/TX/schools/4038004574/school.aspx,Sivells Bend Independent School District,https://www.schooldigger.com/go/TX/district/40380/search.aspx,Gainesville,https://www.schooldigger.com/go/TX/city/Gainesville/search.aspx,76240,Cooke,(940) 665-6411,Yes,No,No,No,,7,8.8,0.65,0,0.03,0,0.08,0,0,44.4
Channing School,https://www.schooldigger.com/go/TX/schools/1362000857/school.aspx,Channing Independent School District,https://www.schooldigger.com/go/TX/district/13620/search.aspx,Channing,https://www.schooldigger.com/go/TX/city/Channing/search.aspx,79018,Hartley,(806) 235-3432,Yes,No,No,No,152,20,7.6,0.52,0,0,0,0.16,0,0.01,44.4
Beatriz G Garza Middle,https://www.schooldigger.com/go/TX/schools/4496009307/school.aspx,Weslaco Independent School District,https://www.schooldigger.com/go/TX/district/44960/search.aspx,Weslaco,https://www.schooldigger.com/go/TX/city/Weslaco/search.aspx,78596,Hidalgo,(956) 969-6774,Yes,No,No,No,1067,60,17.7,0.57,0,0,0,0.99,0,0,44.4
Waller J H,https://www.schooldigger.com/go/TX/schools/4443005074/school.aspx,Waller Independent School District,https://www.schooldigger.com/go/TX/district/44430/search.aspx,Waller,https://www.schooldigger.com/go/TX/city/Waller/search.aspx,77484,Waller,(936) 931-1353,Yes,No,No,No,697,39,17.8,0.66,0.14,0,0,0.57,0,0.03,44.4
Woodville Middle,https://www.schooldigger.com/go/TX/schools/4644005287/school.aspx,Woodville Independent School District,https://www.schooldigger.com/go/TX/district/46440/search.aspx,Woodville,https://www.schooldigger.com/go/TX/city/Woodville/search.aspx,75979,Tyler,(409) 283-7109,Yes,No,No,Yes,299,25,11.9,0.64,0.24,0.03,0.01,0.06,0,0.04,44.4
Springlake-Earth Elementary/Middle School,https://www.schooldigger.com/go/TX/schools/4125004723/school.aspx,Springlake-Earth Independent School District,https://www.schooldigger.com/go/TX/district/41250/search.aspx,Earth,https://www.schooldigger.com/go/TX/city/Earth/search.aspx,79031,Lamb,(806) 257-3863,Yes,No,No,No,267,19,14,0.67,0.02,0,0,0.65,0,0,44.4
Woodridge Forest Middle,https://www.schooldigger.com/go/TX/schools/3240012876/school.aspx,New Caney Independent School District,https://www.schooldigger.com/go/TX/district/32400/search.aspx,Porter,https://www.schooldigger.com/go/TX/city/Porter/search.aspx,77365,Montgomery,(281) 577-8600,Yes,No,No,Yes,671,46,14.5,0.58,0.06,0,0.03,0.54,0,0.01,44.3
Copperas Cove J H,https://www.schooldigger.com/go/TX/schools/1524001033/school.aspx,Copperas Cove Independent School District,https://www.schooldigger.com/go/TX/district/15240/search.aspx,Copperas Cove,https://www.schooldigger.com/go/TX/city/Copperas+Cove/search.aspx,76522,Coryell,(254) 547-6959,Yes,No,No,Yes,824,60,13.7,0.54,0.19,0.01,0.02,0.21,0.02,0.08,44.3
Campbell Middle,https://www.schooldigger.com/go/TX/schools/1611001181/school.aspx,Cypress-Fairbanks Independent School District,https://www.schooldigger.com/go/TX/district/16110/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77064,Harris,(281) 897-4300,Yes,No,No,Yes,1341,85,15.7,0.7,0.3,0.01,0.1,0.46,0,0.02,44.3
Wolfe City Middle,https://www.schooldigger.com/go/TX/schools/4635005622/school.aspx,Wolfe City Independent School District,https://www.schooldigger.com/go/TX/district/46350/search.aspx,Wolfe City,https://www.schooldigger.com/go/TX/city/Wolfe+City/search.aspx,75496,Hunt,(903) 496-7333,Yes,No,No,No,155,12,12.9,0.54,0.05,0.03,0,0.19,0,0,44.2
Itasca Middle,https://www.schooldigger.com/go/TX/schools/2448021363/school.aspx,Itasca Independent School District,https://www.schooldigger.com/go/TX/district/24480/search.aspx,Itasca,https://www.schooldigger.com/go/TX/city/Itasca/search.aspx,76055,Hill,(254) 687-2922,Yes,No,No,Yes,145,12,12,0.63,0.06,0.01,0.01,0.33,0,0.05,44.1
Commerce Middle,https://www.schooldigger.com/go/TX/schools/1482000982/school.aspx,Commerce Independent School District,https://www.schooldigger.com/go/TX/district/14820/search.aspx,Commerce,https://www.schooldigger.com/go/TX/city/Commerce/search.aspx,75428,Hunt,(903) 886-3795,Yes,No,No,Yes,333,26,12.8,0.67,0.17,0.01,0.02,0.23,0.01,0.04,44.1
Burkburnett Middle,https://www.schooldigger.com/go/TX/schools/1212000708/school.aspx,Burkburnett Independent School District,https://www.schooldigger.com/go/TX/district/12120/search.aspx,Burkburnett,https://www.schooldigger.com/go/TX/city/Burkburnett/search.aspx,76354,Wichita,(940) 569-3381,Yes,No,No,No,749,62,12,0.49,0.06,0,0.01,0.14,0.01,0.05,44.1
White Deer High School,https://www.schooldigger.com/go/TX/schools/4545005171/school.aspx,White Deer Independent School District,https://www.schooldigger.com/go/TX/district/45450/search.aspx,White Deer,https://www.schooldigger.com/go/TX/city/White+Deer/search.aspx,79097,Carson,(806) 883-2311,Yes,No,No,Yes,142,17,8.3,0.42,0,0.01,0,0.13,0,0.01,44.1
Motley County School,https://www.schooldigger.com/go/TX/schools/3150003526/school.aspx,Motley County Independent School District,https://www.schooldigger.com/go/TX/district/31500/search.aspx,Matador,https://www.schooldigger.com/go/TX/city/Matador/search.aspx,79244,Motley,(806) 347-2676,Yes,No,No,Yes,167,18,9.2,0.76,0.01,0,0,0.3,0,0.01,44.1
Angleton Junior High School,https://www.schooldigger.com/go/TX/schools/0831009139/school.aspx,Angleton Independent School District,https://www.schooldigger.com/go/TX/district/08310/search.aspx,Angleton,https://www.schooldigger.com/go/TX/city/Angleton/search.aspx,77515,Brazoria,(979) 849-8206,Yes,No,No,No,1461,86,16.9,0.62,0.12,0,0,0.49,0,0.02,44
Frost High School,https://www.schooldigger.com/go/TX/schools/2004001959/school.aspx,Frost Independent School District,https://www.schooldigger.com/go/TX/district/20040/search.aspx,Frost,https://www.schooldigger.com/go/TX/city/Frost/search.aspx,76641,Navarro,(903) 682-2541,Yes,No,No,No,196,18,10.8,0.53,0.02,0.01,0,0.34,0,0.04,44
Newcastle School,https://www.schooldigger.com/go/TX/schools/3270011372/school.aspx,Newcastle Independent School District,https://www.schooldigger.com/go/TX/district/32700/search.aspx,Newcastle,https://www.schooldigger.com/go/TX/city/Newcastle/search.aspx,76372,Young,(940) 846-3531,Yes,No,No,Yes,210,20,10.5,0.54,0,0,0,0.1,0.01,0.01,44
Kipp Austin College Prep,https://www.schooldigger.com/go/TX/schools/0026411055/school.aspx,Kipp Austin Public Schools Inc,https://www.schooldigger.com/go/TX/district/00264/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78724,Travis,(512) 637-6870,Yes,Yes,No,No,415,24,17.2,0.93,0.04,0,0,0.95,0,0,44
New Deal Middle,https://www.schooldigger.com/go/TX/schools/3243006458/school.aspx,New Deal Independent School District,https://www.schooldigger.com/go/TX/district/32430/search.aspx,New Deal,https://www.schooldigger.com/go/TX/city/New+Deal/search.aspx,79350,Lubbock,(806) 746-6633,Yes,No,No,No,213,17,12.5,0.57,0.01,0.01,0,0.44,0,0.02,44
Leonard J H,https://www.schooldigger.com/go/TX/schools/2721006290/school.aspx,Leonard Independent School District,https://www.schooldigger.com/go/TX/district/27210/search.aspx,Leonard,https://www.schooldigger.com/go/TX/city/Leonard/search.aspx,75452,Fannin,(903) 587-2315,Yes,No,No,No,195,15,13,0.53,0.03,0.02,0,0.15,0,0.03,44
Leakey School,https://www.schooldigger.com/go/TX/schools/2700003040/school.aspx,Leakey Independent School District,https://www.schooldigger.com/go/TX/district/27000/search.aspx,Leakey,https://www.schooldigger.com/go/TX/city/Leakey/search.aspx,78873,Real,(830) 232-5595,Yes,No,No,No,237,22,10.7,0.64,0,0,0,0.38,0,0.02,43.8
Woodland Acres Middle,https://www.schooldigger.com/go/TX/schools/2025001993/school.aspx,Galena Park Independent School District,https://www.schooldigger.com/go/TX/district/20250/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77015,Harris,(832) 386-4700,Yes,No,No,Yes,463,35,13.2,0.84,0.02,0.01,0,0.94,0,0.01,43.8
Caldwell Middle,https://www.schooldigger.com/go/TX/schools/1246000740/school.aspx,Caldwell Independent School District,https://www.schooldigger.com/go/TX/district/12460/search.aspx,Caldwell,https://www.schooldigger.com/go/TX/city/Caldwell/search.aspx,77836,Burleson,(979) 567-2402,Yes,No,No,Yes,369,34,10.8,0.56,0.07,0,0.01,0.37,0,0.02,43.8
Ganado Jh,https://www.schooldigger.com/go/TX/schools/2031012317/school.aspx,Ganado Independent School District,https://www.schooldigger.com/go/TX/district/20310/search.aspx,Ganado,https://www.schooldigger.com/go/TX/city/Ganado/search.aspx,77962,Jackson,(361) 771-4300,Yes,No,No,Yes,181,12,15,0.48,0.01,0,0,0.55,0,0.01,43.8
Hambrick Middle,https://www.schooldigger.com/go/TX/schools/0771000070/school.aspx,Aldine Independent School District,https://www.schooldigger.com/go/TX/district/07710/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77039,Harris,(281) 985-6570,Yes,No,No,Yes,1065,71,15,0.91,0.1,0,0,0.89,0,0.01,43.8
Texas Middle,https://www.schooldigger.com/go/TX/schools/4248004852/school.aspx,Texarkana Independent School District,https://www.schooldigger.com/go/TX/district/42480/search.aspx,Texarkana,https://www.schooldigger.com/go/TX/city/Texarkana/search.aspx,75503,Bowie,(903) 793-5631,Yes,No,No,Yes,1482,,14.1,0.66,0.46,0,0.02,0.13,0,0.05,43.8
Twin Creeks Middle,https://www.schooldigger.com/go/TX/schools/4122006044/school.aspx,Spring Independent School District,https://www.schooldigger.com/go/TX/district/41220/search.aspx,Spring,https://www.schooldigger.com/go/TX/city/Spring/search.aspx,77373,Harris,(281) 891-7850,Yes,No,No,Yes,1000,63,15.8,0.55,0.34,0.01,0.04,0.37,0,0.02,43.8
Lorenzo De Zavala Middle,https://www.schooldigger.com/go/TX/schools/2613002938/school.aspx,La Joya Independent School District,https://www.schooldigger.com/go/TX/district/26130/search.aspx,La Joya,https://www.schooldigger.com/go/TX/city/La+Joya/search.aspx,78560,Hidalgo,(956) 580-5472,Yes,No,No,No,700,53,13.2,0.95,0,0,0,0.99,0,0,43.7
Buffalo J H,https://www.schooldigger.com/go/TX/schools/1199004922/school.aspx,Buffalo Independent School District,https://www.schooldigger.com/go/TX/district/11990/search.aspx,Buffalo,https://www.schooldigger.com/go/TX/city/Buffalo/search.aspx,75831,Leon,(903) 322-4340,Yes,No,No,Yes,,29,11.6,0.64,0.04,0,0.02,0.41,0,0.04,43.7
Bowie Middle,https://www.schooldigger.com/go/TX/schools/0813000148/school.aspx,Amarillo Independent School District,https://www.schooldigger.com/go/TX/district/08130/search.aspx,Amarillo,https://www.schooldigger.com/go/TX/city/Amarillo/search.aspx,79104,Potter,(806) 326-3200,Yes,No,No,Yes,1096,71,15.4,0.85,0.02,0.01,0.01,0.82,0,0.01,43.6
Goliad Middle,https://www.schooldigger.com/go/TX/schools/2103002097/school.aspx,Goliad Independent School District,https://www.schooldigger.com/go/TX/district/21030/search.aspx,Goliad,https://www.schooldigger.com/go/TX/city/Goliad/search.aspx,77963,Goliad,(361) 645-3146,Yes,No,No,Yes,225,17,13.2,0.43,0.03,0,0,0.47,0,0.01,43.6
Santo Forte J H,https://www.schooldigger.com/go/TX/schools/0920008374/school.aspx,Azle Independent School District,https://www.schooldigger.com/go/TX/district/09200/search.aspx,Azle,https://www.schooldigger.com/go/TX/city/Azle/search.aspx,76020,Tarrant,(817) 270-1133,Yes,No,No,Yes,448,29,15.4,0.49,0.01,0,0.01,0.19,0,0.03,43.6
Watkins Middle School,https://www.schooldigger.com/go/TX/schools/1611005687/school.aspx,Cypress-Fairbanks Independent School District,https://www.schooldigger.com/go/TX/district/16110/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77084,Harris,(281) 463-5850,Yes,No,No,Yes,1305,79,16.5,0.68,0.14,0.01,0.09,0.63,0,0.03,43.5
