rank,name,founded,Address,city,state,zip,revenue,Growth,Headcount,Industry,Raw_revenue
2342,Matt Curtis Real Estate,1/1/2009,8097 Madison Blvd Suite 103,Madison,AL,35758,2.4 million,154,25,Real Estate,2370474
2343,Simeio Solutions,1/1/2007,55 Ivan Allen Jr Blvd NW #350,Atlanta,GA,30308,34.1 million,154,401,Security,34136326
2344,Expo Logic,1/1/1980,553 Foundry Road ,East Norriton,PA,19403,7.5 million,154,47,Business Products & Services,7474543
2345,IdeaLaunch.com,1/1/2010,205 Portland Street Suite 500,Boston,MA,2114,7.3 million,154,19,Software,7311783
2346,Silverline CRM,1/1/2009,860 Broadway Fifth Floor,New York City,NY,10003,27 million,154,159,IT Services,26960686
2347,Clubessential,1/1/2002,4600 McAuley Place Suite 350 ,Cincinnati,OH,45242,17.9 million,154,133,IT Services,17945372
2348,APG Exhibits,1/1/1975,916 Shooting Star Rd. ,Grayslake,IL,60030,3.2 million,154,9,Advertising & Marketing,3247026
2349,Conscientia,1/1/2006,1490 S. Price Road Suite 118,Chandler,AZ,85286,2.4 million,154,25,IT Services,2360742
2350,CompuMatrice,1/1/2011,1409 CLAIRE LN ,Allen,TX,75013,2.9 million,154,90,Software,2876077
2351,Repeated Signal Solutions,1/1/2006,"5383 Hollister Ave, Suite 150 ",santa Barbara,CA,93111,15.6 million,154,20,Telecommunications,15582958
2352,Coranet,1/1/2004,2 Washington Street Suite 701,New York City,NY,10004,69.9 million,154,70,IT Services,69929549
2353,Certent,1/1/2002,4683 Chabot Dr. ,Pleasanton,CA,94588,29.3 million,154,195,Financial Services,29326203
2354,Indusa Technical,1/1/1989,1 TransAm Plaza Drive Suite 350,Oakbrook Terrace,IL,60181,7.9 million,154,300,IT Services,7931659
2355,Punchkick Interactive,1/1/2006,150 North Michigan Avenue Floor 39,Chicago,IL,60601,7.1 million,154,53,Advertising & Marketing,7148045
2356,EXIT Strategy Realty,1/1/2009,2235 W North Ave ,Chicago,IL,60647,5.4 million,154,136,Real Estate,5399535
2357,Peloton Group,1/1/2009,One Post Office Square 5th Floor,Boston,MA,2109,31 million,154,140,IT Services,30956993
2358,Liquidus Marketing,1/1/2001,372 W. Ontario St. Suite 400,Chicago,IL,60654,14 million,153,141,Advertising & Marketing,13950266
2359,3S BUSINESS,1/1/2010,"11271 Richmond Avenue Suite # H 107 , H108 ",Houston,TX,77082,17.1 million,153,90,IT Services,17059994
2360,OnSight,1/1/1991,900 Central Park Dr. ,Sanford,FL,32771,15 million,153,96,Advertising & Marketing,14966686
2361,Carson Group,1/1/1983,13321 California St. Suite 100,Omaha,NE,68154,57.5 million,153,104,Financial Services,57460495
2362,Cascades Technologies,1/1/1998,"2121 Cooperative Way, Suite 200 ",Herndon,VA,20171,17.7 million,153,73,Government Services,17688072
2363,Ampirical Solutions,1/1/2006,4 Sanctuary Blvd. Suite 100,Mandeville,LA,70471,47.6 million,153,137,Engineering,47619549
2364,Abenity,1/1/2006,725 Cool Springs Blvd. Ste 600,Franklin,TN,37067,3.5 million,153,22,Business Products & Services,3453608
2365,RIGHT AT SCHOOL,1/1/2010,990 grove st unit 500,Evanston,IL,60201,9.5 million,153,478,Education,9482992
2366,AIT Bioscience,1/1/2009,7840 Innovation Boulevard ,Indianapolis,IN,46278,8.2 million,153,49,Health,8208142
2367,Nifty Marketing,1/1/2009,1340 Overland Avenue ,Burley,ID,83318,3.3 million,153,24,Advertising & Marketing,3283000
2368,Meridith Baer Home,1/1/1998,4100 Ardmore Ave. ,South Gate,CA,90280,33.2 million,153,181,Real Estate,33159094
2369,eSolutions,1/1/1999,8215 W 108th Terrace ,Overland Park,KS,66210,42.4 million,153,199,IT Services,42419082
2370,SecuriGence,1/1/2010,50 Catoctin Circle NE Suite 300,Leesburg,VA,20176,4.1 million,153,20,IT Services,4112482
2371,Costner Law Office,1/1/2010,10125 Berkeley Place Dr. ,Charlotte,NC,28262,8.2 million,153,52,Business Products & Services,8234980
2372,Fieldtrip,1/1/2006,642 S. 4th St. #400,Louisville,KY,40202,4.7 million,153,24,Advertising & Marketing,4700844
2373,Dynamics Resources,1/1/2009,935 Lakeview Pkwy Suite 105,Vernon Hills,IL,60061,4.5 million,153,28,IT Services,4466934
2374,iunlimited investigative services,1/1/2004,7801 Folsom Blvd. Suite 107,Sacramento,CA,95826,12 million,152,181,Security,12041204
2375,Energy 1,1/1/2009,2042 Stadium Drive Suite 2,Bozeman,MT,59715,6.8 million,152,33,Energy,6840152
2376,Orange Aluminum,1/1/2007,23982 CORMORANT LANE ,Laguna Niguel,CA,92677,2.5 million,152,7,Construction,2450722
2377,iTEDIUM,1/1/2001,PO Box 39 Box 39,Mission,KS,66201,6.9 million,152,50,Business Products & Services,6926000
2378,Macro Solutions,1/1/2000,"800 Maryland Avenue, NE ",Washington,DC,20002,36.2 million,152,160,Government Services,36163036
2379,Sensis,1/1/1998,818 S. Broadway Street Suite11000,Los Angeles,CA,90014,27.9 million,152,80,Advertising & Marketing,27936754
2380,GreenBox,1/1/2010,2430 Palumbo Dr Suite 140,Lexington,KY,40509,6.7 million,152,53,Construction,6686030
2381,Clarisoft Technologies,1/1/2004,640 Kreag Road Suite 301,Pittsford,NY,14534,2.5 million,152,75,Software,2457507
2382,Showroom Logic,1/1/2009,13155 SW 134th Street STE 220,Miami,FL,33186,33.9 million,152,87,Advertising & Marketing,33879642
2383,RAR Hospitality,1/1/1990,10840 Thornmint Road #110 ,San Diego,CA,92127,66.7 million,152,800,Travel & Hospitality,66740869
2384,Alpha Paving Industries,1/1/2012,P.O. Box 6565 ,Round Rock,TX,78683,15.1 million,152,43,Construction,15089231
2385,TargetCW,1/1/2010,9475 Chesapeake Drive ,San Diego,CA,92123,211.2 million,152,84,Human Resources,211206143
2386,First Financial of Baton Rouge,1/1/2006,5422 Galeria Drive ,Baton Rouge,LA,70816,2.4 million,152,12,Business Products & Services,2413343
2387,Shipping-and-Handling.com,1/1/2010,4344 Phillips Highway ,Jacksonville,FL,32207,2.7 million,152,32,Logistics & Transportation,2650982
2388,Verasolve,1/1/2002,9916 Logan Dr ,Potomac,MD,20854,2.5 million,152,20,Advertising & Marketing,2500496
2389,PinPoint Collateral,1/1/2012,61 E. Colorado Blvd ,Pasadena,CA,91105,1.9 million,152,6,Financial Services,1920000
2390,Adler Windows,1/1/1986,350 7th Avenue 1103,Manhattan,NY,10001,18.4 million,152,94,Construction,18404018
2391,Janus International Group,1/1/2002,135 Janus International Blvd. ,Temple,GA,30179,293.9 million,152,739,Manufacturing,293917653
2392,Rincon Consultants,1/1/1994,180 North Ashwood Ave ,Ventura,CA,93003,29.5 million,151,196,Environmental Services,29502327
2393,Ruby Receptionists,1/1/2003,805 SW Broadway #900,Portland,OR,97205,28.3 million,151,370,Telecommunications,28339334
2394,Rise Interactive,1/1/2004,1 South Wacker Drive Suite 300,Chicago,IL,60606,78.9 million,151,219,Advertising & Marketing,78883839
2395,CPP Associates,1/1/2010,"295 US Highway 22 , Stt 101 ",Whitehouse Station,NJ,8889,14.3 million,151,21,Business Products & Services,14303620
2396,Denken Solutions,1/1/2010,"220 TECHNOLOGY DRIVE, 220 ",Irvine,CA,92618,10 million,151,110,IT Services,10045338
2397,Greenway Insurance & Risk Management Agency,1/1/2007,11757 Katy Freewat Ste 230 11757 Katy Freeway Ste 230,Houston,TX,77079,3.1 million,151,22,Insurance,3122126
2398,SS Industries,1/1/1998,105 GP Clement Dr ,Collegeville,PA,19426,12.7 million,151,101,Manufacturing,12687048
2399,Conservice,1/1/2000,99 E 700 S ,Logan,UT,84321,136.8 million,151,1338,Real Estate,136824134
2400,The Duncan Duo & Associates,1/1/2011,6320 S Dale Mabry Hwy ,Tampa,FL,33611,7 million,151,52,Real Estate,7021161
2401,Maven Recruiting Group,1/1/2010,110 Sutter Street Suite 502 ,San Francisco,CA,94104,5.5 million,151,70,Human Resources,5495570
2402,Vetsource,1/1/2007,17014 NE Sandy Blvd ,Portland,OR,97230,83 million,150,130,Health,83015341
2403,Siteline Interior Carpentry,1/1/2003,14559 Waverly Ave ,Midlothian,IL,60445,37.3 million,150,200,Construction,37314497
2404,Nexgrill Industries,1/1/1993,14050 Laurelwood Pl. ,Chino,CA,91710,184.4 million,150,62,Consumer Products & Services,184393125
2405,CollabraLink Technologies,1/1/2003,8405 Greensboro Dr Ste 1020 ,McLean,VA,22102,27.1 million,150,158,IT Services,27056089
2406,OnceLogix,1/1/2010,111 N. Chestnut St. Suite 302 ,Winston-Salem,NC,27101,3.6 million,150,20,Software,3562570
2407,Horsetail Technologies,1/1/2011,1300 Thames Street Suite G20,Baltimore,MD,21231,4.6 million,150,30,IT Services,4566879
2408,ECR | Equitable Commercial Realty,1/1/2010,812 San Antonio Street Suite 105,Austin,TX,78701,3.9 million,150,20,Real Estate,3859427
2409,WillowTree,1/1/2007,"107 5th Street, SE ",Charlottesville,VA,22902,20.6 million,150,167,Software,20600000
2410,RNB Construction,1/1/2010,8190 Barker Cypress Ste 1900 #212 ,Cypress,TX,77433,3.1 million,150,16,Construction,3078526
2411,Grasp Technologies,1/1/1996,404 Camino Del Rio South Ste. 210,San Diego,CA,92108,4.1 million,150,39,Software,4063967
2412,Clearent,1/1/2005,"222 South Central, Suite 700 ",Clayton,MO,63105,202.2 million,150,209,Financial Services,202171000
2413,Curriculum Associates,1/1/1969,153 Rangeway Road ,North Billerica,MA,1862,153.8 million,150,657,Education,153829548
2414,B2Gnow,1/1/1999,3225 North Central Avenue #120 ,Phoenix,AZ,85012,8.2 million,150,50,Software,8209631
2415,TRIUNE INFOMATICS,1/1/2005,39111 Paseo Padre Pkwy # 320 ,Fremont,CA,94538,8.6 million,150,30,IT Services,8610846
2416,Muscle Up Marketing,1/1/2011,11675 Rainwater Dr Ste 675,Alpharetta,GA,30009,7.6 million,149,11,Advertising & Marketing,7578292
2417,Industrial Lighting Products,1/1/2002,519 Codisco Way ,Sanford,FL,32771,56.6 million,149,250,Manufacturing,56575877
2418,Tevora,1/1/2003,One Spectrum Pointe Dr. Suite 200,Lake Forest,CA,92630,24.5 million,149,47,Security,24497122
2419,Early Upgrade,1/1/2009,11250 Old St Augustine Rd Suite 15248,Jacksonville,FL,32257,45.4 million,149,45,Consumer Products & Services,45396527
2420,Broadleaf Commerce,1/1/2011,5550 Granite Parkway #155,Plano,TX,75024,4.9 million,149,31,Software,4924336
2421,3 Blind Mice Window Coverings,1/1/2004,6150 Lusk Blvd Ste B103 ,San Diego,CA,92121,6.1 million,149,33,Business Products & Services,6128927
2422,AArete,1/1/2008,200 E Randolph Street Suite 3010,Chicago,IL,60603,31.7 million,149,155,Business Products & Services,31723300
2423,Strand Tennis,1/1/2009,40 Watchung Ave ,Chatham,NJ,7928,2.2 million,149,15,Health,2205010
2424,LIBERTY Dental Plan,1/1/2001,340 Commerce Suite 100,Irvine,CA,92602,270.7 million,148,435,Insurance,270723000
2425,Go Fish Digital,1/1/2005,2221 S Clark St ,Arlington,VA,22202,2.4 million,148,17,Advertising & Marketing,2417779
2426,Fusion Optix,1/1/2003,19 Wheeling Avenue ,Woburn,MA,1801,5.5 million,148,35,Manufacturing,5457000
2427,Adept Marketing,1/1/2008,855 Grandview Ave #140 ,Columbus,OH,43215,4.2 million,148,39,Advertising & Marketing,4177400
2428,Novasyte,1/1/2008,3207 Grey Hawk Court Suite 100 ,Carlsbad,CA,92010,15.5 million,148,36,Health,15517000
2429,The Vertex Companies,1/1/1993,398 Libbey Parkway ,Weymouth,MA,2189,108.5 million,148,440,Construction,108503332
2430,Sterling Computers,1/1/1996,600 Stevens Port Drive Suite 200,Dakota Dunes,SD,57049,395 million,148,150,Government Services,395035210
2431,Revere Capital,1/1/2011,2000 McKinney Avenue Suite 2125,Dallas,TX,75201,27.6 million,148,18,Financial Services,27550488
2432,E2 Consulting Engineers,1/1/1988,1900 Powell St Ste 250 ,Emeryville,CA,94608,86.9 million,148,402,Energy,86906070
2433,PinnacleART,1/1/2006,One Pinnacle Way ,Pasadena,TX,77504,85.5 million,147,644,Engineering,85547254
2434,Town Square Mortgage,1/1/2009,17300 Dallas Parkway Suite 1030,Dallas,TX,75248,16.5 million,147,129,Financial Services,16505448
2435,Tane Digital Video,1/1/2002,256 West 36th Street 6th Floor,New York City,NY,10018,2.1 million,147,10,Advertising & Marketing,2131512
2436,Benchmark Realty,1/1/2006,318 Seaboard Ln STE 115 ,Franklin,TN,37067,53.7 million,147,807,Real Estate,53703274
2437,Pivot International,1/1/1972,10932 strang line road ,Lenexa,KS,66215,29.1 million,147,187,Engineering,29107615
2438,Telarus,1/1/2002,45 W Sego Lilly Suite 220,Sandy,UT,84070,49.1 million,147,82,Telecommunications,49138321
2439,Russell Cellular,1/1/1993,5624 S State Hwy FF ,Battlefield,MO,65619,259.2 million,147,1200,Retail,259229324
2440,Palmetto,1/1/2009,701 East Bay ,Charleston,SC,29401,8.2 million,147,90,Energy,8177976
2441,Alert Logic,1/1/2002,1776 Yorktown Street ,Houston,TX,77056,101.5 million,147,696,Security,101454132
2442,Treeium,1/1/1991,5352 Laurel Canyon Blvd. #200 ,Valley Village,CA,91607,36.9 million,147,185,Construction,36940293
2443,Archer,1/1/2001,801 Cassatt Rd Suite 212,Berwyn,PA,19312,11.1 million,147,73,Financial Services,11059019
2444,AdaptiBar,1/1/2003,33 N Dearborn St Ste 1415 ,Chicago,IL,60602,2.7 million,146,6,Education,2660498
2445,Mass Markets,1/1/2013,2937 Sierra Ct. SW ,Iowa City,IA,52240,15.8 million,146,542,Business Products & Services,15764998
2446,Mosquito Squad,1/1/2005,2924 Emerywood Parkway ,Richmond,VA,23294,42.3 million,146,44,Consumer Products & Services,42294323
2447,NewSouth Window Solutions,1/1/2010,4901 Oak Fair Blvd. 4901 Oak Fair Blvd.,Tampa,FL,33610,41.6 million,146,155,Consumer Products & Services,41555812
2448,DXagency,1/1/2004,75 Gorge Road ,Edgewater,NJ,7020,12.7 million,146,50,Advertising & Marketing,12668844
2449,Sandlapper Capital Investments,1/1/2011,"800 E. North St., 2nd Floor 800 E. North St., 2nd Floor",Greenville,SC,29601,4.1 million,146,11,Financial Services,4144241
2450,Aeroflow Healthcare,1/1/2001,3165 Sweeten Creek Rd ,Asheville,NC,28803,73.6 million,146,300,Health,73586756
2451,Kuykendall Solar,1/1/2009,28420 Yosemite Springs Parkway Suite E,Coarsegold,CA,93614,10.3 million,146,52,Energy,10303058
2452,Softpath System,1/1/1999,3985 Steve Reynolds Blvd Bldg C,Norcross,GA,30093,37.4 million,146,900,IT Services,37376501
2453,Boa Logistics,1/1/2011,10885 Washington Blvd ,Culver,CA,90232,13 million,146,20,Logistics & Transportation,12998111
2454,Apex Energy Group,1/1/1998,11644 N Michigan Road ,Zionsville,IN,46077,3.1 million,146,11,Construction,3057109
2455,Zoom Technical Services,1/1/2004,300 Trade Center Suite 2600,Woburn,MA,1801,7 million,145,16,Business Products & Services,6954872
2456,DLA+ Architecture & Interior Design,1/1/2008,"750 Holiday Drive Foster Plaza 9, Suite 200",Pittsburgh,PA,15220,9 million,145,33,Engineering,8990487
2457,PEAK Elevator,1/1/1980,5405 W 56th Ave. Suite E,Arvada,CO,80002,8.2 million,145,44,Construction,8154662
2458,Starfire Direct,1/1/2007,42168 Remington Ave ,Temecula,CA,92590,6.3 million,145,19,Retail,6296847
2459,Phaidon International,1/1/2004,622 3rd Avenue 6th Floor,New York City,NY,10017,70 million,145,369,Human Resources,70027797
2460,Co-construct,1/1/2005,"1807 Seminole Trail, Suite 200 ",Charlottesville,VA,22901,5.1 million,145,50,Software,5139900
2461,DataArt,1/1/1997,475 Park Ave South Fl. 15,New York City,NY,10016,96.8 million,145,2000,Software,96773736
2462,SADA Systems,1/1/2000,5250 Lankershim Blvd Suite 620 ,North Hollywood,CA,91601,69.4 million,144,161,IT Services,69449773
2463,Schaefer Enterprises,1/1/1999,77 Chambers Street 3rd Floor,New York City,NY,10007,16.1 million,144,13,Insurance,16149218
2464,NEI General Contracting,1/1/1998,27 Pacella Park Drive ,Randolph,MA,2368,163.6 million,144,147,Construction,163641371
2465,FactorTrust,1/1/2006,695 Mansell Road ,Roswell,GA,30076,21.6 million,144,57,Financial Services,21641933
2466,iTexico,1/1/2011,4807 Spicewood Springs Rd. Suite 220 Building 2,Austin,TX,78759,5.2 million,144,140,IT Services,5234094
2467,South Florida Tissue Paper,1/1/1997,5590NW 163st ,Miami Gardens,FL,33014,12.7 million,144,50,Manufacturing,12721179
2468,Nix Companies,1/1/2002,129 West Fletchall ,Poseyville,IN,47633,5 million,144,32,Manufacturing,5000026
2469,PROJECTXYZ,1/1/2005,1500 Perimeter Parkway Suite 426,Huntsville,AL,35806,15 million,144,85,Government Services,15036883
2470,OH Partners,1/1/2008,3550 N. Central Avenue Floor 19,Phoenix,AZ,85012,15 million,144,49,Advertising & Marketing,14986203
2471,OOLY,1/1/2005,3923 Oceanic Drive Ste 100,Oceanside,CA,92056,13.2 million,144,37,Consumer Products & Services,13152607
2472,Supply Solutions,1/1/2006,17625 Fabrica Way ,Cerritos,CA,90703,9.4 million,144,25,Business Products & Services,9376366
2473,Interwest Communications,1/1/1987,229 S. Wenatchee Ave. ,Wenatchee,WA,98801,2.4 million,144,13,Telecommunications,2401743
2474,Ceterus,1/1/2008,"804 Meeting Street, Suite 101 ",Charleston,SC,29403,2.9 million,144,52,Software,2913318
2475,StaffRehab,1/1/2009,"5000 Birch Street, West Tower, Suite 3000 ",Newport Beach,CA,92660,5.8 million,144,10,Health,5811757
2476,Group Benefit Services,1/1/1992,1736 E Sunshine #200 ,Springfield,MO,65804,2.5 million,144,25,Insurance,2461751
2477,Ben Kinney Real Estate Team,1/1/2008,2211 Rimland Dr Suite 124 ,Bellingham,WA,98226,7.3 million,143,53,Real Estate,7303885
2478,TeamLogic IT,1/1/2005,26722 Plaza 26722 Plaza,Mission Viejo,CA,92691,4.4 million,143,360,IT Services,4441000
2479,Curant Health,1/1/2000,"200 Technology Court SE, Suite B ",Smyrna,GA,30082,230.4 million,143,147,Health,230390771
2480,Total Care Connections,1/1/2009,17 W Wetmore Road STE 100,Tucson,AZ,85705,2.7 million,143,140,Health,2725442
2481,Chantel Ray Real Estate,1/1/2011,5308 Indian River Road ,Virginia Beach,VA,23464,8.4 million,143,28,Real Estate,8438854
2482,IT Asset Management Group,1/1/1999,110 Bi County Blvd Suite 106,Farmingdale,NY,11735,6.7 million,143,36,Environmental Services,6718426
2483,Wet Brush,1/1/1977,5 Adams Ave ,Hauppauge,NY,11788,40.6 million,143,75,Consumer Products & Services,40576000
2484,Complete Recovery,1/1/2003,5184 W Wiley Post Way ,Salt Lake City,UT,84116,4.6 million,143,112,Financial Services,4588359
2485,Comprehensive Energy Services,1/1/1992,777 Bennett Drive ,Longwood,FL,32750,48 million,143,282,Construction,48013352
2486,New York Dynamic Neuromuscular Rehabilitation and Physical Therapy,1/1/2010,130 west 42 str suit 1055 ,New York City,NY,10036,2 million,143,11,Health,2006686
2487,Mail Shark,1/1/2008,4125 New Holland Rd ,Mohnton,PA,19540,19.1 million,143,55,Advertising & Marketing,19125652
2488,Imacuclean,1/1/1949,213 West 40th Street Sixth Floor ,New York City,NY,10018,9.7 million,143,400,Business Products & Services,9725727
2489,On The Map Marketing,1/1/2009,"200 SE 1st, Ste 502 ",Miami,FL,33131,2.6 million,143,72,Advertising & Marketing,2550630
2490,Evo Exhibits,1/1/2009,399 Wegner ,West Chicago,IL,60185,13.1 million,142,54,Advertising & Marketing,13104162
2491,WomenCertified,1/1/2009,3440 Hollywood Blvd Ste 100 ,Hollywood,FL,33021,3.2 million,142,24,Advertising & Marketing,3165428
2492,Kalisher,1/1/2004,406 East Main Street ,Carrboro,NC,27510,14.9 million,142,97,Media,14930321
2493,Shoemagoo,1/1/2013,"406 9th Avenue, Suite 301 ",San Diego,CA,92101,7.8 million,142,5,Retail,7841507
2494,Toilettree Products,1/1/2009,41 Orchard Street ,Ramsey,NJ,7446,8.1 million,142,5,Consumer Products & Services,8119540
2495,KeyMedia Solutions,1/1/2011,4304 S Arway Dr ,Sioux Falls,SD,57106,2.6 million,142,12,Advertising & Marketing,2551484
2496,OMG,1/1/2005,12 W 23rd St 3rd Floor Online Marketing Group,New York City,NY,10010,16.1 million,142,20,Advertising & Marketing,16126760
2497,Professional Home Buyers,1/1/2001,1634 E Central Ave ,Wichita,KS,67214,9.6 million,142,15,Real Estate,9644787
