School,School_URL,District,District_URL,Address,City,City_URL,Zip,County,Phone,Is_Title_I,Is_Charter,Is_Magnet,Is_Virtual,Number_Students,Number_Full-time_Teachers,Student/Teacher_Ratio,Percent_Free/Disc_Lunch,Percent_African_American,Percent_American_Indian,Percent_Asian,Percent_Hispanic,Percent_Pacific_Islander,Percent_Two_or_More_Races,Percent_White,Standard_Score
North Mason Homelink Program,https://www.schooldigger.com/go/WA/schools/0579002847/school.aspx,North Mason School District,https://www.schooldigger.com/go/WA/district/05790/search.aspx,90 E North Mason School Road,Belfair,https://www.schooldigger.com/go/WA/city/Belfair/search.aspx,98528,Mason County,(360) 277-2329,No,No,No,No,67,0.2,231,17.9,0,1.5,0,7.5,0,4.5,86.6,9.1
White Swan High School,https://www.schooldigger.com/go/WA/schools/0528000798/school.aspx,Mount Adams School District,https://www.schooldigger.com/go/WA/district/05280/search.aspx,551 Signal Peak Road,White Swan,https://www.schooldigger.com/go/WA/city/White+Swan/search.aspx,98952,Yakima County,(509) 874-2324,Yes,No,No,No,239,22.1,10.8,99.2,0,59.4,0,31.8,0,5,3.8,8.9
New Horizons High School,https://www.schooldigger.com/go/WA/schools/0657000968/school.aspx,Pasco School District,https://www.schooldigger.com/go/WA/district/06570/search.aspx,2020 W Argent Rd,Pasco,https://www.schooldigger.com/go/WA/city/Pasco/search.aspx,99301,Franklin County,(509) 543-6796,Yes,No,No,No,195,14.5,13.4,76.4,1.5,0,0,79,0,3.1,16.4,8.8
Stanton Academy,https://www.schooldigger.com/go/WA/schools/1011001713/school.aspx,Yakima School District,https://www.schooldigger.com/go/WA/district/10110/search.aspx,802 River Rd,Yakima,https://www.schooldigger.com/go/WA/city/Yakima/search.aspx,98902,Yakima County,(509) 573-1200,Yes,No,No,No,289,21,13.7,91.3,2.1,3.1,0,74.4,0,4.5,15.9,8.7
Aspire Academy,https://www.schooldigger.com/go/WA/schools/0540003763/school.aspx,Mount Vernon School District,https://www.schooldigger.com/go/WA/district/05400/search.aspx,3302 Cedardale Rd #B300,Mount Vernon,https://www.schooldigger.com/go/WA/city/Mount+Vernon/search.aspx,98274,Skagit County,(360) 428-6110,No,No,No,Yes,36,2,18,63.9,0,0,0,66.7,0,2.8,30.6,8.7
Heritage School,https://www.schooldigger.com/go/WA/schools/0486002476/school.aspx,Marysville School District,https://www.schooldigger.com/go/WA/district/04860/search.aspx,7204 27th Ave NE,Marysville,https://www.schooldigger.com/go/WA/city/Marysville/search.aspx,98271,Snohomish County,(360) 965-2800,Yes,No,No,No,93,6.9,13.4,62.4,0,54.8,0,21.5,1.1,17.2,5.4,8.5
Educational Opportunity Center,https://www.schooldigger.com/go/WA/schools/0132000990/school.aspx,Clarkston School District,https://www.schooldigger.com/go/WA/district/01320/search.aspx,1284 Chestnut St,Clarkston,https://www.schooldigger.com/go/WA/city/Clarkston/search.aspx,99403,Asotin County,(509) 758-4508,No,No,No,No,61,3.8,16,70.5,1.6,1.6,0,4.9,0,0,91.8,8.4
Internet Academy,https://www.schooldigger.com/go/WA/schools/0282002638/school.aspx,Federal Way School District,https://www.schooldigger.com/go/WA/district/02820/search.aspx,31455 28th Ave S,Federal Way,https://www.schooldigger.com/go/WA/city/Federal+Way/search.aspx,98003,King County,(253) 945-2230,No,No,No,Yes,545,21.2,25.6,30.1,7.3,1.5,7.5,14.1,0.9,18,50.3,8.4
Lincoln,https://www.schooldigger.com/go/WA/schools/0870001476/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,701 S 37th St,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98418,Pierce County,(253) 571-6700,Yes,No,No,No,1686,84.1,20,76.7,21.4,1.6,12.8,31.3,5.5,10.3,17,7.8
Oasis K-12,https://www.schooldigger.com/go/WA/schools/0630002869/school.aspx,Orcas Island School District,https://www.schooldigger.com/go/WA/district/06300/search.aspx,557 School Rd,Eastsound,https://www.schooldigger.com/go/WA/city/Eastsound/search.aspx,98245,San Juan County,(360) 376-2287,No,No,No,No,374,12.3,30.1,15.2,0.5,0.8,1.9,6.1,0,9.4,80.5,7.7
Echo Glen School,https://www.schooldigger.com/go/WA/schools/0375001773/school.aspx,Issaquah School District,https://www.schooldigger.com/go/WA/district/03750/search.aspx,33010 SE 99th St,Snoqualmie,https://www.schooldigger.com/go/WA/city/Snoqualmie/search.aspx,98065,King County,(425) 831-2520,No,No,No,No,90,6.5,13.8,98.9,17.8,4.4,4.4,28.9,2.2,1.1,41.1,7.7
Ocean Beach Options Academy,https://www.schooldigger.com/go/WA/schools/0606003756/school.aspx,Ocean Beach School District,https://www.schooldigger.com/go/WA/district/06060/search.aspx,500 Washington Ave S,Long Beach,https://www.schooldigger.com/go/WA/city/Long+Beach/search.aspx,98631,Pacific County,(360) 642-1100,No,No,No,Yes,163,4,40.7,70.6,0,0.6,0,13.5,0,3.7,82.2,7.3
Hoquiam Homelink School,https://www.schooldigger.com/go/WA/schools/0366003290/school.aspx,Hoquiam School District,https://www.schooldigger.com/go/WA/district/03660/search.aspx,2500 Simpson Ave,Hoquiam,https://www.schooldigger.com/go/WA/city/Hoquiam/search.aspx,98550,Grays Harbor County,(360) 538-8200,No,No,No,No,145,3.9,36.8,56.6,4.8,4.8,0.7,15.2,0,3.4,71,7.3
ACES High School,https://www.schooldigger.com/go/WA/schools/0543002063/school.aspx,Mukilteo School District,https://www.schooldigger.com/go/WA/district/05430/search.aspx,9700 Holly Drive,Everett,https://www.schooldigger.com/go/WA/city/Everett/search.aspx,98204,Snohomish County,(425) 366-3900,No,No,No,No,141,13.5,10.4,70.2,8.5,2.8,2.1,47.5,2.8,6.4,29.8,7.1
Choice Middle and High School,https://www.schooldigger.com/go/WA/schools/0790002151/school.aspx,Shelton School District,https://www.schooldigger.com/go/WA/district/07900/search.aspx,807 W. Pine St.,Shelton,https://www.schooldigger.com/go/WA/city/Shelton/search.aspx,98584,Mason County,(360) 426-7664,No,No,No,No,135,15.9,8.4,68.1,0,5.2,0,13.3,0,9.6,70.4,6.5
Futurus High School,https://www.schooldigger.com/go/WA/schools/0114003492/school.aspx,Centralia School District,https://www.schooldigger.com/go/WA/district/01140/search.aspx,906 Johnson Road,Centralia,https://www.schooldigger.com/go/WA/city/Centralia/search.aspx,98531,Lewis County,(360) 827-6430,No,No,No,No,46,2.3,19.2,80.4,2.2,2.2,0,43.5,0,6.5,45.7,6.5
Everett Reengagement Academy,https://www.schooldigger.com/go/WA/schools/0267003452/school.aspx,Everett School District,https://www.schooldigger.com/go/WA/district/02670/search.aspx,3900 Broadway,Everett,https://www.schooldigger.com/go/WA/city/Everett/search.aspx,98201,Snohomish County,(425) 385-4078,No,No,Yes,Yes,127,,,63.8,9.4,1.6,3.1,18.1,5.5,7.9,54.3,6
Mt Tahoma,https://www.schooldigger.com/go/WA/schools/0870001488/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,4634 S 74th Street,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98409,Pierce County,(253) 571-3800,No,No,No,No,1353,64.9,20.8,70,15.3,0.8,16.5,27.8,6.8,11.9,20.9,5.9
Yakima Online,https://www.schooldigger.com/go/WA/schools/1011003263/school.aspx,Yakima School District,https://www.schooldigger.com/go/WA/district/10110/search.aspx,1120 S 18th St.,Yakima,https://www.schooldigger.com/go/WA/city/Yakima/search.aspx,98901,Yakima County,(509) 573-5580,Yes,No,Yes,Yes,162,2,78.6,65.4,0,1.9,0,62.3,0,7.4,28.4,5.1
Sky Valley Education Center,https://www.schooldigger.com/go/WA/schools/0513002675/school.aspx,Monroe School District,https://www.schooldigger.com/go/WA/district/05130/search.aspx,351 Short Columbia St.,Monroe,https://www.schooldigger.com/go/WA/city/Monroe/search.aspx,98272,Snohomish County,(360) 804-2700,No,No,No,No,833,27.5,30.2,10,1.1,0.2,0.8,9.6,0.1,6.5,81.6,4.9
Vancouver Virtual Learning Academy,https://www.schooldigger.com/go/WA/schools/0927003246/school.aspx,Vancouver School District,https://www.schooldigger.com/go/WA/district/09270/search.aspx,301 S Lieser Rd,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98664,Clark County,(360) 313-4990,No,No,No,Yes,304,13.8,22,55.6,4.3,1,1.6,24,3,11.8,54.3,4.3
Legacy High School,https://www.schooldigger.com/go/WA/schools/0393003258/school.aspx,Kennewick School District,https://www.schooldigger.com/go/WA/district/03930/search.aspx,4624 W 10th Ave,Kennewick,https://www.schooldigger.com/go/WA/city/Kennewick/search.aspx,99338,Benton County,(509) 222-6552,No,No,No,No,168,10,16.8,68.5,1.8,0.6,0,45.8,0.6,3.6,47.6,3.6
State Street High School,https://www.schooldigger.com/go/WA/schools/0774002148/school.aspx,Sedro-Woolley School District,https://www.schooldigger.com/go/WA/district/07740/search.aspx,800 State Street,Sedro Woolley,https://www.schooldigger.com/go/WA/city/Sedro+Woolley/search.aspx,98284,Skagit County,(360) 855-3550,Yes,No,No,No,164,8.9,18.4,59.1,4.9,3,0,18.3,0.6,6.1,66.5,3.5
Individualized Graduation & Degree Program,https://www.schooldigger.com/go/WA/schools/0396003382/school.aspx,Kent School District,https://www.schooldigger.com/go/WA/district/03960/search.aspx,25668 104th Ave SE,Kent,https://www.schooldigger.com/go/WA/city/Kent/search.aspx,98030,King County,(253) 373-4723,No,No,No,Yes,271,6.9,38.8,57.9,16.2,0,4.8,35.8,2.6,9.6,31,3.4
Legacy High School,https://www.schooldigger.com/go/WA/schools/0270000412/school.aspx,Evergreen School District (Clark),https://www.schooldigger.com/go/WA/district/02700/search.aspx,2205 E 138th Avenue,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98684,Clark County,(360) 604-3900,No,No,No,No,183,15.3,11.9,57.4,2.2,0,1.6,20.8,1.1,6.6,67.2,3.4
Tacoma Open Doors,https://www.schooldigger.com/go/WA/schools/0870003444/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,601 S 8th Street,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98405,Pierce County,(253) 571-3273,No,No,No,No,324,5.2,62.3,51.2,19.8,0.6,7.1,16,3.4,12,41,2.8
Rivers Edge High School,https://www.schooldigger.com/go/WA/schools/0732002229/school.aspx,Richland School District,https://www.schooldigger.com/go/WA/district/07320/search.aspx,975 Gillespie,Richland,https://www.schooldigger.com/go/WA/city/Richland/search.aspx,99352,Benton County,(509) 967-6450,Yes,No,No,No,235,11,21.3,16.2,1.7,0,0,22.1,0,6.8,68.9,2.3
