School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White, Standard Score
Eatonville Middle School,https://www.schooldigger.com/go/WA/schools/0237001899/school.aspx,Eatonville School District,https://www.schooldigger.com/go/WA/district/02370/search.aspx,207 Carter St E,Eatonville,https://www.schooldigger.com/go/WA/city/Eatonville/search.aspx,98328,Pierce County,(360) 879-1400,Yes,No,No,No,395,22.9,17.2,40.8,0,1,0,8.9,0.5,6.1,83,33.6
Chief Moses Middle School,https://www.schooldigger.com/go/WA/schools/0522000785/school.aspx,Moses Lake School District,https://www.schooldigger.com/go/WA/district/05220/search.aspx,1111 E Nelson Road,Moses Lake,https://www.schooldigger.com/go/WA/city/Moses+Lake/search.aspx,98837,Grant County,(509) 766-2661,No,No,No,No,934,45.7,20.4,65.7,0.7,0.4,1.1,50.9,0,2.2,44.6,33.6
South Bend High School,https://www.schooldigger.com/go/WA/schools/0810001337/school.aspx,South Bend School District,https://www.schooldigger.com/go/WA/district/08100/search.aspx,400 E. 1st,South Bend,https://www.schooldigger.com/go/WA/city/South+Bend/search.aspx,98586,Pacific County,(360) 875-5707,Yes,No,No,No,261,16.2,16,70.1,0.4,2.3,4.2,39.5,0,11.1,42.5,33.5
Thomas Middle School,https://www.schooldigger.com/go/WA/schools/0141000272/school.aspx,Clover Park School District,https://www.schooldigger.com/go/WA/district/01410/search.aspx,14920 Spring ST,Lakewood,https://www.schooldigger.com/go/WA/city/Lakewood/search.aspx,98439,Pierce County,(253) 583-5460,Yes,No,No,No,974,57,17,58,10.9,0.9,2.7,31.3,5.6,14.5,33.9,33.4
East Valley Middle School,https://www.schooldigger.com/go/WA/schools/0228003494/school.aspx,East Valley School District (Spokane),https://www.schooldigger.com/go/WA/district/02280/search.aspx,4920 N Progress Rd,Spokane Valley,https://www.schooldigger.com/go/WA/city/Spokane+Valley/search.aspx,99216,Spokane County,(509) 924-9383,No,No,No,No,442,27.4,16,59,1.6,1.6,0.9,13.3,1.1,6.8,74.7,33.3
Evergreen Middle School,https://www.schooldigger.com/go/WA/schools/0267000397/school.aspx,Everett School District,https://www.schooldigger.com/go/WA/district/02670/search.aspx,7621 Beverly Ln.,Everett,https://www.schooldigger.com/go/WA/city/Everett/search.aspx,98203,Snohomish County,(425) 385-5700,No,No,No,No,1031,53.7,19.1,60.7,6.5,0.5,10,31.2,1.6,8.4,41.7,33.2
John Sager Middle School,https://www.schooldigger.com/go/WA/schools/0147000276/school.aspx,College Place School District,https://www.schooldigger.com/go/WA/district/01470/search.aspx,1775 South College Avenue,College Place,https://www.schooldigger.com/go/WA/city/College+Place/search.aspx,99324,Walla Walla County,(509) 525-5300,No,No,No,No,373,20.4,18.2,57.1,1.1,0.3,1.1,45.8,0.3,3.5,48,33.1
Horse Heaven Hills Middle School,https://www.schooldigger.com/go/WA/schools/0393000750/school.aspx,Kennewick School District,https://www.schooldigger.com/go/WA/district/03930/search.aspx,3500 South Vancouver Street,Kennewick,https://www.schooldigger.com/go/WA/city/Kennewick/search.aspx,99337,Benton County,(509) 585-3260,No,No,No,No,882,42.5,20.7,59,0.9,0,0.2,36.5,0.2,4.5,57.6,33
Lakota Middle School,https://www.schooldigger.com/go/WA/schools/0282000442/school.aspx,Federal Way School District,https://www.schooldigger.com/go/WA/district/02820/search.aspx,1415 SW 314th St,Federal Way,https://www.schooldigger.com/go/WA/city/Federal+Way/search.aspx,98023,King County,(253) 945-4800,No,No,No,No,731,38.7,18.8,63.3,13.3,0.7,9,31.9,8.9,12.3,23.9,33
Columbia Middle School,https://www.schooldigger.com/go/WA/schools/0159000280/school.aspx,Columbia (Walla Walla) School District,https://www.schooldigger.com/go/WA/district/01590/search.aspx,835 Maple Street,Burbank,https://www.schooldigger.com/go/WA/city/Burbank/search.aspx,99323,Walla Walla County,(509) 545-8571,Yes,No,No,No,180,9,20,58.9,0.6,1.7,0,44.4,0,1.7,51.7,32.9
Oroville Middle-High School,https://www.schooldigger.com/go/WA/schools/0642000951/school.aspx,Oroville School District,https://www.schooldigger.com/go/WA/district/06420/search.aspx,1016 Ironwood,Oroville,https://www.schooldigger.com/go/WA/city/Oroville/search.aspx,98844,Okanogan County,(509) 476-3612,No,No,No,No,262,17.8,14.7,71.4,0.4,1.1,1.1,36.6,0,3.1,57.6,32.9
Tonasket Outreach School,https://www.schooldigger.com/go/WA/schools/0894003673/school.aspx,Tonasket School District,https://www.schooldigger.com/go/WA/district/08940/search.aspx,35 HS Hwy 20,Tonasket,https://www.schooldigger.com/go/WA/city/Tonasket/search.aspx,98855,Okanogan County,(509) 486-1428,Yes,No,No,No,84,,,69,0,2.4,0,9.5,0,11.9,76.2,32.4
H.O.M.E. Program,https://www.schooldigger.com/go/WA/schools/0723002721/school.aspx,Renton School District,https://www.schooldigger.com/go/WA/district/07230/search.aspx,2607 Jones Ave S,Renton,https://www.schooldigger.com/go/WA/city/Renton/search.aspx,98055,King County,(425) 204-2520,No,No,No,No,120,4.5,26.6,12.5,4.2,0,0.8,4.2,0,6.7,84.2,32.4
Eastmont Junior High,https://www.schooldigger.com/go/WA/schools/0231000323/school.aspx,Eastmont School District,https://www.schooldigger.com/go/WA/district/02310/search.aspx,905 NE 8th Street,East Wenatchee,https://www.schooldigger.com/go/WA/city/East+Wenatchee/search.aspx,98802,Douglas County,(509) 884-2407,No,No,No,No,1014,50.1,20.2,57.2,0.2,0.4,0.6,49.8,0.1,2.9,46,32.3
Daybreak Middle,https://www.schooldigger.com/go/WA/schools/0038003176/school.aspx,Battle Ground School District,https://www.schooldigger.com/go/WA/district/00380/search.aspx,1900 NW 20th Ave,Battle Ground,https://www.schooldigger.com/go/WA/city/Battle+Ground/search.aspx,98604,Clark County,(360) 885-6900,No,No,No,No,455,32.5,14,41.5,1.5,0.2,1.8,14.1,0.4,7.3,74.7,32.1
Huntington Middle School,https://www.schooldigger.com/go/WA/schools/0000300592/school.aspx,Kelso School District,https://www.schooldigger.com/go/WA/district/00003/search.aspx,500 Redpath,Kelso,https://www.schooldigger.com/go/WA/city/Kelso/search.aspx,98626,Cowlitz County,(360) 501-1700,No,No,No,No,442,30.3,14.5,64.9,0.2,0.9,0.9,19.7,1.8,7.2,69.2,31.8
Thorp Elementary & Junior Senior High,https://www.schooldigger.com/go/WA/schools/0885001525/school.aspx,Thorp School District,https://www.schooldigger.com/go/WA/district/08850/search.aspx,10831 N Thorp Hwy,Thorp,https://www.schooldigger.com/go/WA/city/Thorp/search.aspx,98946,Kittitas County,(509) 964-2107,Yes,No,No,No,225,20.5,10.9,33.8,0.9,0,1.8,10.2,0,2.2,84.4,31.4
Jason Lee,https://www.schooldigger.com/go/WA/schools/0870001473/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,602 N Sprague Ave,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98403,Pierce County,(253) 571-7700,Yes,No,No,No,604,32,18.8,62.9,20.9,0.8,3.3,14.6,2.6,16.7,40.9,30.6
Sultan Middle School,https://www.schooldigger.com/go/WA/schools/0855001439/school.aspx,Sultan School District,https://www.schooldigger.com/go/WA/district/08550/search.aspx,301 High Ave.,Sultan,https://www.schooldigger.com/go/WA/city/Sultan/search.aspx,98294,Snohomish County,(360) 793-9850,No,No,No,No,431,24.4,17.6,48.3,2.3,0.2,2.8,24.1,0.7,4.9,65,30.4
Mossyrock Junior/Senior High School,https://www.schooldigger.com/go/WA/schools/0525000796/school.aspx,Mossyrock School District,https://www.schooldigger.com/go/WA/district/05250/search.aspx,295 Williams St,Mossyrock,https://www.schooldigger.com/go/WA/city/Mossyrock/search.aspx,98564,Lewis County,(360) 983-3183,No,No,No,No,243,15.6,15.5,53.9,0.4,1.2,0.4,30.5,1.2,1.2,64.6,30.3
Kelso Virtual Academy,https://www.schooldigger.com/go/WA/schools/0000303314/school.aspx,Kelso School District,https://www.schooldigger.com/go/WA/district/00003/search.aspx,2001 Allen St,Kelso,https://www.schooldigger.com/go/WA/city/Kelso/search.aspx,98626,Cowlitz County,(360) 501-1959,No,No,No,Yes,873,,,49.5,0.8,0.9,0.7,10.4,0.2,5.5,81.4,30.1
Curlew Elementary & High School,https://www.schooldigger.com/go/WA/schools/0189000295/school.aspx,Curlew School District,https://www.schooldigger.com/go/WA/district/01890/search.aspx,47 Curlew School Rd,Curlew,https://www.schooldigger.com/go/WA/city/Curlew/search.aspx,99118,Ferry County,(509) 779-4931,Yes,No,No,No,288,17,16.8,58.3,0.7,1.4,1,10.8,2.1,9.4,74.3,30
Surprise Lake Middle School,https://www.schooldigger.com/go/WA/schools/0288000467/school.aspx,Fife School District,https://www.schooldigger.com/go/WA/district/02880/search.aspx,2001 Milton Way,Milton,https://www.schooldigger.com/go/WA/city/Milton/search.aspx,98354,Pierce County,(253) 517-1300,No,No,No,No,586,28.5,20.5,45.6,5.1,0.9,9.9,23.7,6.3,14,40.1,29.9
Bethel Virtual Academy,https://www.schooldigger.com/go/WA/schools/0048003762/school.aspx,Bethel School District,https://www.schooldigger.com/go/WA/district/00480/search.aspx,516 176th st E,Spanaway,https://www.schooldigger.com/go/WA/city/Spanaway/search.aspx,98387,Pierce County,(253) 800-2034,No,No,No,Yes,1099,39.5,27.8,50.5,7,0.5,3.5,18.1,5.7,14.9,50.2,29.9
Rainier Middle School,https://www.schooldigger.com/go/WA/schools/0030002434/school.aspx,Auburn School District,https://www.schooldigger.com/go/WA/district/00300/search.aspx,30620 116th Ave SE,Auburn,https://www.schooldigger.com/go/WA/city/Auburn/search.aspx,98092,King County,(253) 931-4843,Yes,No,No,No,1003,54.3,18.4,55.7,10.7,0.5,15.1,25.6,2.1,8,38.1,29.9
Frontier Middle School,https://www.schooldigger.com/go/WA/schools/0270002510/school.aspx,Evergreen School District (Clark),https://www.schooldigger.com/go/WA/district/02700/search.aspx,7600 NE 166th Avenue,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98682,Clark County,(360) 604-3200,No,No,No,No,808,42.5,18.9,49,2.8,0.2,4.7,29.1,1.4,8.2,53.6,29.8
Independent Scholar,https://www.schooldigger.com/go/WA/schools/0744002908/school.aspx,Riverside School District,https://www.schooldigger.com/go/WA/district/07440/search.aspx,34515 N. Newport Highway,Chattaroy,https://www.schooldigger.com/go/WA/city/Chattaroy/search.aspx,99003,Spokane County,(509) 464-8381,No,No,No,No,165,3.3,49.5,38.2,0.6,3,0,2.4,0,3,89.7,29.7
South Shore Pk-8 School,https://www.schooldigger.com/go/WA/schools/0771002933/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,4800 S Henderson St,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98118,King County,(206) 252-7600,Yes,No,No,No,602,42.7,14,61.5,48.8,0.3,17.9,9.8,0.7,11.1,11.3,29.6
Nelsen Middle School,https://www.schooldigger.com/go/WA/schools/0723001070/school.aspx,Renton School District,https://www.schooldigger.com/go/WA/district/07230/search.aspx,2403 Jones Ave S,Renton,https://www.schooldigger.com/go/WA/city/Renton/search.aspx,98055,King County,(425) 204-3000,No,No,No,No,1029,50.4,20.4,56.2,16.8,0.3,23.6,23,2,11,23,29.6
Spanaway Middle School,https://www.schooldigger.com/go/WA/schools/0048000128/school.aspx,Bethel School District,https://www.schooldigger.com/go/WA/district/00480/search.aspx,15701 B Street East,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98445,Pierce County,(253) 800-5400,No,No,No,No,701,36,19.4,66.3,8.7,2.1,3.6,26.5,6.4,18.4,34.1,29.2
Edmonds Heights K-12,https://www.schooldigger.com/go/WA/schools/0240003139/school.aspx,Edmonds School District,https://www.schooldigger.com/go/WA/district/02400/search.aspx,23200 100th Ave W,Edmonds,https://www.schooldigger.com/go/WA/city/Edmonds/search.aspx,98020,Snohomish County,(425) 431-7840,No,No,No,No,663,17.5,37.8,17,0.9,0.8,5.9,11.3,0,13.1,67.7,29.2
Pacific Northwest Connections Academy,https://www.schooldigger.com/go/WA/schools/0816003672/school.aspx,South Kitsap School District,https://www.schooldigger.com/go/WA/district/08160/search.aspx,111 Tumwater Blvd SE Ste B203,Tumwater,https://www.schooldigger.com/go/WA/city/Tumwater/search.aspx,98501,Kitsap County,(360) 338-6340,No,No,No,Yes,1195,,,0.8,3.7,1.4,2.8,10.7,0.6,9.5,71.4,28.9
Coweeman Middle School,https://www.schooldigger.com/go/WA/schools/0000300591/school.aspx,Kelso School District,https://www.schooldigger.com/go/WA/district/00003/search.aspx,2000 Allen St,Kelso,https://www.schooldigger.com/go/WA/city/Kelso/search.aspx,98626,Cowlitz County,(360) 501-1750,No,No,No,No,436,28.6,15.2,59.9,0.2,1.1,0.7,18.8,1.6,6.2,71.3,28.8
Nisqually Middle School,https://www.schooldigger.com/go/WA/schools/0585000868/school.aspx,North Thurston Public Schools,https://www.schooldigger.com/go/WA/district/05850/search.aspx,8100 Steilacoom Rd SE,Lacey,https://www.schooldigger.com/go/WA/city/Lacey/search.aspx,98503,Thurston County,(360) 412-4770,No,No,No,No,912,49.2,18.5,50.5,5.7,2.4,5.3,22.7,3.3,18.8,41.9,28.7
Wainwright,https://www.schooldigger.com/go/WA/schools/0870001508/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,130 Alameda Ave,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98466,Pierce County,(253) 571-2152,No,No,No,No,456,25.1,18.1,56.1,15.8,1.3,5.9,14.9,0,22.8,39.3,28.4
Explorer Middle School,https://www.schooldigger.com/go/WA/schools/0543001910/school.aspx,Mukilteo School District,https://www.schooldigger.com/go/WA/district/05430/search.aspx,9600 Sharon Drive,Everett,https://www.schooldigger.com/go/WA/city/Everett/search.aspx,98204,Snohomish County,(425) 366-5000,Yes,No,No,No,895,52.3,17.1,63.2,8.2,0.4,12.4,39.1,1.8,11.2,26.9,28.2
Cedarcrest Middle School,https://www.schooldigger.com/go/WA/schools/0048001819/school.aspx,Bethel School District,https://www.schooldigger.com/go/WA/district/00480/search.aspx,191201 13th Avenue Crt. E.,Spanaway,https://www.schooldigger.com/go/WA/city/Spanaway/search.aspx,98387,Pierce County,(253) 800-7500,No,No,No,No,756,38.2,19.7,58.6,15.1,0.8,7.3,20.6,8.6,15.6,32,28.2
Cascade Middle School,https://www.schooldigger.com/go/WA/schools/0774001273/school.aspx,Sedro-Woolley School District,https://www.schooldigger.com/go/WA/district/07740/search.aspx,905 McGarigle Rd,Sedro Woolley,https://www.schooldigger.com/go/WA/city/Sedro+Woolley/search.aspx,98284,Skagit County,(360) 855-3520,No,No,No,No,688,33.4,20.5,53.3,0.1,2.3,1.2,25.4,0.3,6.5,64.1,28.2
La Venture Middle School,https://www.schooldigger.com/go/WA/schools/0540000810/school.aspx,Mount Vernon School District,https://www.schooldigger.com/go/WA/district/05400/search.aspx,1200 LaVenture Rd,Mount Vernon,https://www.schooldigger.com/go/WA/city/Mount+Vernon/search.aspx,98273,Skagit County,(360) 428-6116,Yes,No,No,No,775,44.5,17.4,70.6,0.5,0.3,1.3,68.4,0.4,1.5,27.6,28.1
Wishkah Valley Elementary/High School,https://www.schooldigger.com/go/WA/schools/0999001679/school.aspx,Wishkah Valley School District,https://www.schooldigger.com/go/WA/district/09990/search.aspx,4640 Wishkah Rd.,Aberdeen,https://www.schooldigger.com/go/WA/city/Aberdeen/search.aspx,98520,Grays Harbor County,(360) 532-3128,Yes,No,No,No,146,15.1,9.6,61.6,0,0,0,3.4,2.1,0.7,93.8,28
Manson Middle School,https://www.schooldigger.com/go/WA/schools/0474003427/school.aspx,Manson School District,https://www.schooldigger.com/go/WA/district/04740/search.aspx,1000 Totem Pole Rd,Manson,https://www.schooldigger.com/go/WA/city/Manson/search.aspx,98831,Chelan County,(509) 687-9585,Yes,No,No,No,167,10.2,16.3,65.3,0.6,1.8,0,65.3,0,0,32.3,27.6
Wilson Middle School,https://www.schooldigger.com/go/WA/schools/1011001710/school.aspx,Yakima School District,https://www.schooldigger.com/go/WA/district/10110/search.aspx,902 S 44th Ave,Yakima,https://www.schooldigger.com/go/WA/city/Yakima/search.aspx,98908,Yakima County,(509) 573-2400,Yes,No,No,No,918,44.9,20.4,69.3,1,1.1,0.4,70.9,0.4,3.8,22.1,27.3
Orca K-8 School,https://www.schooldigger.com/go/WA/schools/0771002231/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,5215 46 Ave S,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98118,King County,(206) 252-6900,No,No,No,No,422,26.7,15.8,32.7,27.7,0,5.9,10.4,0.5,12.1,42.9,27
Pioneer Middle School,https://www.schooldigger.com/go/WA/schools/0966001635/school.aspx,Wenatchee School District,https://www.schooldigger.com/go/WA/district/09660/search.aspx,1620 Russell St,Wenatchee,https://www.schooldigger.com/go/WA/city/Wenatchee/search.aspx,98801,Chelan County,(509) 663-7171,Yes,No,No,No,607,36.5,16.6,55.8,0,0.2,0.5,61.1,0,1.3,36.9,26.9
Walla Walla Online,https://www.schooldigger.com/go/WA/schools/0945003774/school.aspx,Walla Walla Public Schools,https://www.schooldigger.com/go/WA/district/09450/search.aspx,1917 E Isaacs Ave.,Walla Walla,https://www.schooldigger.com/go/WA/city/Walla+Walla/search.aspx,99362,Walla Walla County,(509) 526-2050,No,No,No,Yes,390,14.1,27.6,42.6,0.8,0.8,1.5,27.9,0,4.6,63.6,26.8
Explorer Academy,https://www.schooldigger.com/go/WA/schools/0816002575/school.aspx,South Kitsap School District,https://www.schooldigger.com/go/WA/district/08160/search.aspx,1723 Wolves Dr,Port Orchard,https://www.schooldigger.com/go/WA/city/Port+Orchard/search.aspx,98366,Kitsap County,(360) 443-3605,No,No,No,No,273,9,30.2,24.5,0.4,1.8,1.1,10.6,2.2,12.1,71.4,26.6
Chelan Middle School,https://www.schooldigger.com/go/WA/schools/0120000218/school.aspx,Lake Chelan School District,https://www.schooldigger.com/go/WA/district/01200/search.aspx,215 Webster,Chelan,https://www.schooldigger.com/go/WA/city/Chelan/search.aspx,98816,Chelan County,(509) 682-4073,Yes,No,No,No,294,18.1,16.2,65,0,0,1,60.5,0,0,38.4,26.5
Cascade Middle School,https://www.schooldigger.com/go/WA/schools/0447000699/school.aspx,Longview School District,https://www.schooldigger.com/go/WA/district/04470/search.aspx,2821 Parkview Drive,Longview,https://www.schooldigger.com/go/WA/city/Longview/search.aspx,98632,Cowlitz County,(360) 575-7772,No,No,No,No,507,27.9,18.1,62.3,0.8,1.2,1.6,27.4,0.6,7.5,60.9,26.5
Aki Kurose Middle School,https://www.schooldigger.com/go/WA/schools/0771001249/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,3928 S Graham St,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98118,King County,(206) 252-7700,Yes,No,No,No,719,45.4,15.8,69.5,31.8,0.4,31.2,17.5,1.8,9,8.2,26.4
Stewart,https://www.schooldigger.com/go/WA/schools/0870001504/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,6501 S 10th St,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98465,Pierce County,(253) 571-4200,Yes,No,No,No,731,36.4,20,72.9,13,1.6,10,29.1,4.9,15.3,26,26.2
Lyle Middle School,https://www.schooldigger.com/go/WA/schools/0459002931/school.aspx,Lyle School District,https://www.schooldigger.com/go/WA/district/04590/search.aspx,625 Keasey Avenue,Lyle,https://www.schooldigger.com/go/WA/city/Lyle/search.aspx,98635,Klickitat County,(509) 365-2211,Yes,No,No,No,45,,,68.9,0,6.7,0,8.9,0,6.7,77.8,25.9
Lakewood Middle School,https://www.schooldigger.com/go/WA/schools/0426000686/school.aspx,Lakewood School District,https://www.schooldigger.com/go/WA/district/04260/search.aspx,16800 16th Dr N.E.,Marysville,https://www.schooldigger.com/go/WA/city/Marysville/search.aspx,98271,Snohomish County,(360) 652-4510,No,No,No,No,624,32.8,19,41.5,2.4,0.8,1.6,21.8,1.3,13.1,59,25.7
Okanogan Middle School,https://www.schooldigger.com/go/WA/schools/0615003144/school.aspx,Okanogan School District,https://www.schooldigger.com/go/WA/district/06150/search.aspx,244 South 5th Street,Okanogan,https://www.schooldigger.com/go/WA/city/Okanogan/search.aspx,98840,Okanogan County,(509) 422-2680,No,No,No,No,263,14.5,18,62,0,10.6,0,28.9,0,6.8,53.6,25.4
