 Number of team members, Deadline in Days, Task complexity, Project type, Skill level, Communication frequency, Number of tasks, Team motivation, Number of stakeholders, Number of meetings, Decision making, Team experience in years, Number of changes, Project duration  in days, Project complexity,Project Completion Time
10,60, High, Mobile app, Advanced, Daily,11, Medium,3,0, Slow,7,1,39, High,51
12,73, Low, Web development, Expert, Weekly,6, High,2,2, Fast,8,0,51, Low,45
6,69, Medium, Desktop app, Beginner, Daily,13, Low,5,1, Moderate,9,1,34, Medium,61
10,76, Low, Mobile app, Expert, Weekly,8, High,4,2, Fast,7,3,52, Low,43
7,36, High, Web development, Advanced, Daily,10, Medium,4,1, Slow,10,1,46, High,63
11,33, Medium, Mobile app, Beginner, Weekly,6, Low,2,0, Moderate,8,2,34, Medium,47
12,33, High, Desktop app, Expert, Daily,4, High,2,2, Fast,5,1,45, High,35
10,58, Low, Web development, Advanced, Weekly,5, Medium,4,2, Slow,9,3,38, Low,49
13,75, Medium, Desktop app, Beginner, Daily,14, Low,4,0, Moderate,6,2,30, Medium,64
12,77, High, Web development, Expert, Weekly,14, High,2,1, Fast,8,1,43, High,51
10,80, Low, Web development, Expert, Daily,12, High,4,2, Fast,6,3,56, Low,51
5,35, High, Mobile app, Advanced, Weekly,8, Medium,2,0, Slow,8,2,36, High,41
13,43, Medium, Desktop app, Beginner, Daily,12, Low,3,1, Moderate,8,1,33, Medium,63
6,46, High, Web development, Expert, Weekly,8, High,2,2, Fast,5,1,35, High,61
12,78, Low, Mobile app, Advanced, Daily,13, Medium,3,2, Slow,8,2,53, Low,57
10,69, High, Desktop app, Beginner, Weekly,10, Low,3,0, Moderate,5,0,32, High,34
4,55, Low, Web development, Expert, Daily,6, High,2,2, Fast,8,2,44, Low,69
9,42, Medium, Mobile app, Advanced, Weekly,14, Medium,5,1, Slow,7,2,51, Medium,71
12,38, Low, Web development, Expert, Daily,13, High,2,1, Fast,5,2,57, Low,34
11,78, High, Mobile app, Advanced, Weekly,11, Medium,3,2, Slow,7,3,57, High,67
8,40, Medium, Desktop app, Beginner, Daily,14, Low,3,2, Moderate,6,2,48, Medium,68
12,68, High, Web development, Expert, Weekly,10, High,5,1, Fast,7,3,52, High,41
4,37, Low, Mobile app, Advanced, Daily,4, Medium,4,1, Slow,7,2,45, Low,41
9,41, High, Desktop app, Beginner, Weekly,8, Low,3,1, Moderate,8,0,33, High,40
10,31, Low, Web development, Expert, Daily,12, High,2,0, Fast,10,0,39, Low,59
13,65, Medium, Mobile app, Advanced, Weekly,14, Medium,5,1, Slow,5,3,52, Medium,51
9,80, Low, Web development, Expert, Daily,6, High,5,0, Fast,9,2,31, Low,64
9,31, Medium, Desktop app, Beginner, Weekly,8, Low,3,0, Moderate,10,3,34, Medium,36
9,55, High, Mobile app, Advanced, Daily,5, Medium,2,1, Slow,9,2,37, High,43
5,36, Low, Web development, Expert, Weekly,6, High,4,0, Fast,5,1,38, Low,50
13,76, Medium, Desktop app, Beginner, Daily,6, Low,3,2, Moderate,6,1,47, Medium,51
8,79, Low, Mobile app, Expert, Weekly,10, High,5,0, Fast,10,3,57, Low,56
10,33, High, Web development, Advanced, Daily,10, Medium,5,1, Slow,10,3,41, High,38
13,42, Medium, Mobile app, Beginner, Weekly,13, Low,2,0, Moderate,10,2,57, Medium,48
14,37, High, Desktop app, Expert, Daily,12, High,2,1, Fast,5,2,40, High,49
10,63, Low, Web development, Advanced, Weekly,14, Medium,3,1, Slow,6,1,38, Low,44
5,70, Medium, Desktop app, Beginner, Daily,14, Low,3,1, Moderate,9,3,38, Medium,35
6,72, High, Web development, Expert, Weekly,9, High,3,0, Fast,5,2,60, High,36
8,71, Low, Web development, Expert, Daily,11, High,4,0, Fast,10,1,37, Low,39
6,80, High, Mobile app, Advanced, Weekly,13, Medium,5,1, Slow,6,2,59, High,50
14,60, Medium, Desktop app, Beginner, Daily,7, Low,4,2, Moderate,5,2,60, Medium,62
7,46, High, Web development, Expert, Weekly,7, High,2,1, Fast,6,1,58, High,49
8,55, Low, Mobile app, Advanced, Daily,4, Medium,3,0, Slow,6,0,30, Low,74
7,55, High, Desktop app, Beginner, Weekly,8, Low,5,2, Moderate,9,0,51, High,39
4,76, Low, Web development, Expert, Daily,9, High,4,2, Fast,5,2,43, Low,67
5,41, Medium, Mobile app, Advanced, Weekly,12, Medium,2,1, Slow,8,3,40, Medium,65
5,77, Low, Web development, Expert, Daily,4, High,5,1, Fast,9,3,54, Low,58
12,33, Medium, Desktop app, Beginner, Weekly,7, Low,5,1, Moderate,7,2,37, Medium,49
10,43, High, Mobile app, Advanced, Daily,9, Medium,2,0, Slow,9,1,53, High,57
5,69, Low, Web development, Expert, Weekly,11, High,4,0, Fast,8,0,36, Low,72
13,30, Medium, Desktop app, Beginner, Daily,8, Low,5,1, Moderate,7,3,37, Medium,69
6,47, Low, Mobile app, Expert, Weekly,11, High,4,1, Fast,5,0,50, Low,70
12,80, High, Web development, Advanced, Daily,11, Medium,5,2, Slow,8,2,35, High,42
9,55, Medium, Mobile app, Beginner, Weekly,5, Low,5,0, Moderate,10,3,39, Medium,57
13,52, High, Desktop app, Expert, Daily,12, High,2,2, Fast,8,0,35, High,50
6,69, Low, Web development, Advanced, Weekly,14, Medium,2,2, Slow,7,3,48, Low,52
11,78, Medium, Desktop app, Beginner, Daily,9, Low,4,0, Moderate,6,2,49, Medium,71
12,40, High, Web development, Expert, Weekly,8, High,5,0, Fast,10,3,36, High,64
5,58, Low, Web development, Expert, Daily,10, High,2,1, Fast,6,2,31, Low,48
14,43, High, Mobile app, Advanced, Weekly,6, Medium,2,2, Slow,8,2,45, High,37
7,66, Medium, Desktop app, Beginner, Daily,5, Low,5,2, Moderate,5,3,33, Medium,55
14,77, High, Web development, Expert, Weekly,13, High,5,0, Fast,10,1,39, High,38
8,51, Low, Mobile app, Advanced, Daily,8, Medium,4,1, Slow,9,0,50, Low,73
4,41, High, Desktop app, Beginner, Weekly,9, Low,5,2, Moderate,5,1,57, High,32
11,52, Low, Web development, Expert, Daily,13, High,5,1, Fast,7,3,41, Low,44
11,65, Medium, Mobile app, Advanced, Weekly,5, Medium,3,0, Slow,6,3,41, Medium,74
5,74, Low, Web development, Expert, Daily,5, High,4,2, Fast,10,0,52, Low,54
10,74, Medium, Desktop app, Beginner, Weekly,14, Low,5,2, Moderate,7,2,40, Medium,66
9,57, High, Mobile app, Advanced, Daily,7, Medium,4,1, Slow,5,2,53, High,54
13,36, Low, Web development, Expert, Weekly,4, High,2,0, Fast,8,1,55, Low,36
12,41, Medium, Desktop app, Beginner, Daily,9, Low,5,1, Moderate,10,1,35, Medium,53
4,30, Low, Mobile app, Expert, Weekly,4, High,3,0, Fast,7,0,53, Low,35
7,57, High, Web development, Advanced, Daily,8, Medium,2,1, Slow,9,0,45, High,62
12,48, Medium, Mobile app, Beginner, Weekly,4, Low,4,0, Moderate,6,2,54, Medium,46
13,71, High, Desktop app, Expert, Daily,14, High,2,2, Fast,6,1,59, High,67
9,57, Low, Web development, Advanced, Weekly,13, Medium,4,2, Slow,5,1,55, Low,55
12,49, Medium, Desktop app, Beginner, Daily,11, Low,3,0, Moderate,6,3,35, Medium,34
11,77, High, Web development, Expert, Weekly,11, High,4,1, Fast,9,2,33, High,44
6,70, Low, Web development, Expert, Daily,8, High,5,1, Fast,7,1,48, Low,65
9,79, High, Mobile app, Advanced, Weekly,11, Medium,2,2, Slow,6,1,51, High,67
6,51, Medium, Desktop app, Beginner, Daily,12, Low,4,2, Moderate,9,3,54, Medium,39
4,80, High, Web development, Expert, Weekly,12, High,4,2, Fast,8,3,54, High,63
11,38, Low, Mobile app, Advanced, Daily,10, Medium,3,1, Slow,7,2,39, Low,59
7,45, High, Desktop app, Beginner, Weekly,8, Low,3,0, Moderate,9,0,51, High,72
13,45, Low, Web development, Expert, Daily,13, High,4,2, Fast,5,3,43, Low,52
6,51, Medium, Mobile app, Advanced, Weekly,10, Medium,4,1, Slow,7,2,34, Medium,36
4,79, Low, Web development, Expert, Daily,14, High,2,1, Fast,8,3,38, Low,35
8,58, Medium, Desktop app, Beginner, Weekly,10, Low,3,0, Moderate,9,1,38, Medium,49
6,47, High, Mobile app, Advanced, Daily,11, Medium,3,1, Slow,8,3,54, High,32
8,69, Low, Web development, Expert, Weekly,10, High,2,1, Fast,6,0,58, Low,39
12,43, Medium, Desktop app, Beginner, Daily,8, Low,5,2, Moderate,10,2,56, Medium,38
10,76, Low, Mobile app, Expert, Weekly,12, High,5,2, Fast,10,3,42, Low,72
14,33, High, Web development, Advanced, Daily,13, Medium,5,2, Slow,10,2,34, High,70
13,30, Medium, Mobile app, Beginner, Weekly,13, Low,4,0, Moderate,10,3,60, Medium,35
9,67, High, Desktop app, Expert, Daily,9, High,2,2, Fast,9,3,44, High,39
4,70, Low, Web development, Advanced, Weekly,8, Medium,5,0, Slow,6,2,37, Low,44
4,69, Medium, Desktop app, Beginner, Daily,11, Low,3,0, Moderate,6,0,57, Medium,46
11,75, High, Web development, Expert, Weekly,8, High,4,0, Fast,6,2,53, High,74
14,41, Low, Web development, Expert, Daily,14, High,2,2, Fast,6,0,34, Low,67
6,52, High, Mobile app, Advanced, Weekly,4, Medium,4,2, Slow,8,2,45, High,44
14,54, Medium, Desktop app, Beginner, Daily,11, Low,4,0, Moderate,9,1,32, Medium,57
11,76, High, Web development, Expert, Weekly,10, High,5,1, Fast,5,0,43, High,35
12,79, Low, Mobile app, Advanced, Daily,7, Medium,3,1, Slow,7,3,52, Low,40
5,71, High, Desktop app, Beginner, Weekly,6, Low,4,2, Moderate,5,0,50, High,56
4,59, Low, Web development, Expert, Daily,5, High,3,2, Fast,8,3,37, Low,43
5,57, Medium, Mobile app, Advanced, Weekly,8, Medium,4,1, Slow,8,1,51, Medium,68
7,58, Low, Web development, Expert, Daily,5, High,5,0, Fast,5,2,60, Low,56
8,32, Medium, Desktop app, Beginner, Weekly,12, Low,3,2, Moderate,5,2,47, Medium,65
12,40, High, Mobile app, Advanced, Daily,14, Medium,4,1, Slow,10,1,38, High,59
13,42, Low, Web development, Expert, Weekly,6, High,4,2, Fast,6,0,52, Low,74
11,33, Medium, Desktop app, Beginner, Daily,4, Low,2,2, Moderate,9,1,32, Medium,53
7,39, Low, Mobile app, Expert, Weekly,13, High,3,2, Fast,10,0,36, Low,74
10,33, High, Web development, Advanced, Daily,4, Medium,5,2, Slow,10,3,46, High,41
13,50, Medium, Mobile app, Beginner, Weekly,13, Low,4,2, Moderate,8,0,33, Medium,44
5,41, High, Desktop app, Expert, Daily,12, High,2,2, Fast,6,3,59, High,35
7,44, Low, Web development, Advanced, Weekly,6, Medium,5,2, Slow,8,0,54, Low,70
14,49, Medium, Desktop app, Beginner, Daily,6, Low,5,2, Moderate,8,3,42, Medium,44
7,44, High, Web development, Expert, Weekly,14, High,3,2, Fast,7,2,30, High,54
5,39, Low, Web development, Expert, Daily,11, High,2,0, Fast,9,2,47, Low,68
8,72, High, Mobile app, Advanced, Weekly,14, Medium,3,0, Slow,6,1,48, High,45
13,43, Medium, Desktop app, Beginner, Daily,6, Low,5,2, Moderate,9,0,39, Medium,56
12,36, High, Web development, Expert, Weekly,4, High,4,2, Fast,8,1,59, High,34
4,60, Low, Mobile app, Advanced, Daily,7, Medium,2,0, Slow,9,3,36, Low,32
11,65, High, Desktop app, Beginner, Weekly,9, Low,4,0, Moderate,5,1,44, High,48
14,36, Low, Web development, Expert, Daily,7, High,4,2, Fast,9,3,43, Low,66
13,54, Medium, Mobile app, Advanced, Weekly,14, Medium,5,2, Slow,5,1,46, Medium,44
14,33, Low, Web development, Expert, Daily,13, High,4,0, Fast,5,1,49, Low,42
12,58, Medium, Desktop app, Beginner, Weekly,4, Low,5,0, Moderate,5,1,56, Medium,47
5,68, High, Mobile app, Advanced, Daily,12, Medium,3,2, Slow,10,2,37, High,68
7,33, Low, Web development, Expert, Weekly,5, High,2,0, Fast,5,3,38, Low,35
9,68, Medium, Desktop app, Beginner, Daily,11, Low,3,1, Moderate,10,3,32, Medium,73
11,72, Low, Mobile app, Expert, Weekly,4, High,4,1, Fast,6,2,54, Low,69
10,35, High, Web development, Advanced, Daily,8, Medium,5,1, Slow,10,2,51, High,55
5,55, Medium, Mobile app, Beginner, Weekly,8, Low,4,0, Moderate,8,1,60, Medium,67
10,35, High, Desktop app, Expert, Daily,9, High,5,0, Fast,9,2,50, High,61
13,63, Low, Web development, Advanced, Weekly,11, Medium,4,0, Slow,10,2,37, Low,53
11,39, Medium, Desktop app, Beginner, Daily,6, Low,3,0, Moderate,8,3,37, Medium,44
8,35, High, Web development, Expert, Weekly,10, High,3,0, Fast,10,1,39, High,61
9,57, Low, Web development, Expert, Daily,14, High,3,2, Fast,10,1,50, Low,67
8,65, High, Mobile app, Advanced, Weekly,7, Medium,4,0, Slow,7,0,42, High,71
14,79, Medium, Desktop app, Beginner, Daily,12, Low,4,2, Moderate,7,3,59, Medium,51
4,67, High, Web development, Expert, Weekly,13, High,4,1, Fast,9,3,41, High,54
8,35, Low, Mobile app, Advanced, Daily,12, Medium,3,1, Slow,10,0,44, Low,69
5,78, High, Desktop app, Beginner, Weekly,7, Low,2,1, Moderate,9,1,31, High,72
5,52, Low, Web development, Expert, Daily,5, High,5,2, Fast,5,2,40, Low,55
11,76, Medium, Mobile app, Advanced, Weekly,14, Medium,3,1, Slow,6,3,45, Medium,45
10,47, Low, Web development, Expert, Daily,5, High,5,1, Fast,5,3,32, Low,45
8,59, Medium, Desktop app, Beginner, Weekly,14, Low,4,1, Moderate,9,1,59, Medium,73
4,76, High, Mobile app, Advanced, Daily,9, Medium,5,0, Slow,5,3,56, High,59
4,73, Low, Web development, Expert, Weekly,6, High,5,1, Fast,7,2,46, Low,55
8,68, Medium, Desktop app, Beginner, Daily,4, Low,3,2, Moderate,10,1,48, Medium,37
8,47, Low, Mobile app, Expert, Weekly,4, High,5,2, Fast,7,1,36, Low,50
6,63, High, Web development, Advanced, Daily,7, Medium,4,0, Slow,10,1,44, High,72
11,56, Medium, Mobile app, Beginner, Weekly,9, Low,4,2, Moderate,9,1,33, Medium,64
8,37, High, Desktop app, Expert, Daily,8, High,2,1, Fast,7,1,38, High,51
5,52, Low, Web development, Advanced, Weekly,7, Medium,2,1, Slow,7,0,51, Low,67
6,38, Medium, Desktop app, Beginner, Daily,13, Low,3,0, Moderate,10,0,45, Medium,43
10,72, High, Web development, Expert, Weekly,7, High,3,2, Fast,5,1,59, High,69
10,48, Low, Web development, Expert, Daily,10, High,3,1, Fast,6,1,40, Low,48
4,55, High, Mobile app, Advanced, Weekly,14, Medium,2,2, Slow,8,3,31, High,49
11,40, Medium, Desktop app, Beginner, Daily,7, Low,5,2, Moderate,9,3,40, Medium,47
7,61, High, Web development, Expert, Weekly,14, High,5,2, Fast,9,3,56, High,38
14,47, Low, Mobile app, Advanced, Daily,14, Medium,3,1, Slow,7,0,48, Low,48
13,74, High, Desktop app, Beginner, Weekly,6, Low,3,1, Moderate,10,0,53, High,46
4,30, Low, Web development, Expert, Daily,6, High,5,1, Fast,10,0,39, Low,37
11,70, Medium, Mobile app, Advanced, Weekly,10, Medium,2,0, Slow,8,1,54, Medium,50
7,39, Low, Web development, Expert, Daily,13, High,2,2, Fast,10,1,33, Low,74
5,75, Medium, Desktop app, Beginner, Weekly,13, Low,2,2, Moderate,10,2,40, Medium,44
12,56, High, Mobile app, Advanced, Daily,6, Medium,5,1, Slow,7,0,55, High,35
6,44, Low, Web development, Expert, Weekly,7, High,4,0, Fast,7,0,50, Low,52
6,40, Medium, Desktop app, Beginner, Daily,9, Low,2,0, Moderate,7,3,53, Medium,33
11,73, Low, Mobile app, Expert, Weekly,8, High,5,2, Fast,6,3,60, Low,50
7,31, High, Web development, Advanced, Daily,9, Medium,5,1, Slow,6,3,37, High,48
6,42, Medium, Mobile app, Beginner, Weekly,5, Low,5,1, Moderate,9,3,30, Medium,54
6,32, High, Desktop app, Expert, Daily,5, High,5,0, Fast,10,3,35, High,38
13,44, Low, Web development, Advanced, Weekly,12, Medium,2,0, Slow,7,2,30, Low,68
7,72, Medium, Desktop app, Beginner, Daily,9, Low,4,2, Moderate,9,1,42, Medium,74
12,31, High, Web development, Expert, Weekly,9, High,4,0, Fast,5,3,52, High,34
10,68, Low, Web development, Expert, Daily,8, High,3,0, Fast,8,0,38, Low,65
4,69, High, Mobile app, Advanced, Weekly,9, Medium,2,0, Slow,6,0,51, High,41
9,34, Medium, Desktop app, Beginner, Daily,4, Low,2,0, Moderate,10,1,51, Medium,64
11,53, High, Web development, Expert, Weekly,13, High,4,2, Fast,10,2,35, High,68
5,48, Low, Mobile app, Advanced, Daily,11, Medium,4,2, Slow,10,1,52, Low,72
8,59, High, Desktop app, Beginner, Weekly,12, Low,5,1, Moderate,10,0,41, High,36
11,53, Low, Web development, Expert, Daily,8, High,5,1, Fast,5,3,30, Low,70
8,50, Medium, Mobile app, Advanced, Weekly,11, Medium,4,0, Slow,9,0,45, Medium,32
5,75, Low, Web development, Expert, Daily,8, High,4,2, Fast,6,3,37, Low,54
10,42, Medium, Desktop app, Beginner, Weekly,6, Low,5,2, Moderate,8,2,35, Medium,63
11,41, High, Mobile app, Advanced, Daily,13, Medium,3,0, Slow,5,0,46, High,53
10,74, Low, Web development, Expert, Weekly,13, High,4,0, Fast,5,0,55, Low,58
12,67, Medium, Desktop app, Beginner, Daily,14, Low,2,1, Moderate,10,2,53, Medium,52
7,34, Low, Mobile app, Expert, Weekly,11, High,2,0, Fast,5,2,36, Low,32
4,58, High, Web development, Advanced, Daily,9, Medium,2,0, Slow,9,0,50, High,34
11,53, Medium, Mobile app, Beginner, Weekly,14, Low,3,2, Moderate,5,1,34, Medium,48
10,69, High, Desktop app, Expert, Daily,9, High,4,0, Fast,9,3,44, High,65
5,34, Low, Web development, Advanced, Weekly,5, Medium,5,1, Slow,5,2,50, Low,40
4,56, Medium, Desktop app, Beginner, Daily,11, Low,5,0, Moderate,8,3,30, Medium,62
7,45, High, Web development, Expert, Weekly,10, High,3,2, Fast,5,0,37, High,57
7,43, Low, Web development, Expert, Daily,14, High,5,2, Fast,7,0,60, Low,60
10,60, High, Mobile app, Advanced, Weekly,13, Medium,2,1, Slow,6,1,36, High,51
8,53, Medium, Desktop app, Beginner, Daily,7, Low,2,0, Moderate,5,2,56, Medium,34
5,74, High, Web development, Expert, Weekly,12, High,4,0, Fast,8,1,55, High,49
10,52, Low, Mobile app, Advanced, Daily,7, Medium,3,0, Slow,10,0,48, Low,38
11,52, High, Desktop app, Beginner, Weekly,11, Low,4,0, Moderate,9,3,56, High,59
11,35, Low, Web development, Expert, Daily,11, High,2,1, Fast,9,1,58, Low,56
13,79, Medium, Mobile app, Advanced, Weekly,14, Medium,2,1, Slow,8,0,44, Medium,38
14,37, Low, Web development, Expert, Daily,4, High,2,0, Fast,9,3,49, Low,39
11,72, Medium, Desktop app, Beginner, Weekly,9, Low,2,2, Moderate,8,2,49, Medium,55
8,55, High, Mobile app, Advanced, Daily,9, Medium,4,0, Slow,7,3,31, High,43
4,48, Low, Web development, Expert, Weekly,12, High,4,1, Fast,8,3,48, Low,37
14,75, Medium, Desktop app, Beginner, Daily,12, Low,2,0, Moderate,6,0,55, Medium,38
10,61, Low, Mobile app, Expert, Weekly,11, High,5,2, Fast,9,0,50, Low,67
10,71, High, Web development, Advanced, Daily,6, Medium,2,1, Slow,5,3,52, High,32
7,51, Medium, Mobile app, Beginner, Weekly,9, Low,5,2, Moderate,7,0,35, Medium,36
9,60, High, Desktop app, Expert, Daily,9, High,3,0, Fast,10,1,60, High,59
5,72, Low, Web development, Advanced, Weekly,10, Medium,3,1, Slow,9,1,48, Low,61
12,51, Medium, Desktop app, Beginner, Daily,8, Low,4,1, Moderate,6,0,41, Medium,55
7,74, High, Web development, Expert, Weekly,4, High,4,0, Fast,8,2,33, High,40
6,70, Medium, Desktop app, Beginner, Weekly,4, Low,5,0, Moderate,8,2,52, Medium,34
12,74, High, Mobile app, Advanced, Daily,10, Medium,4,2, Slow,5,1,37, High,55
8,35, Low, Web development, Expert, Weekly,6, High,3,1, Fast,5,3,60, Low,49
14,38, Medium, Desktop app, Beginner, Daily,12, Low,5,1, Moderate,9,3,31, Medium,42
11,79, Low, Mobile app, Expert, Weekly,13, High,5,2, Fast,8,3,41, Low,59
4,58, High, Web development, Advanced, Daily,10, Medium,4,1, Slow,10,2,35, High,58
12,32, Medium, Mobile app, Beginner, Weekly,10, Low,2,1, Moderate,10,3,35, Medium,38
4,39, High, Desktop app, Expert, Daily,12, High,3,0, Fast,6,1,48, High,66
14,51, Low, Web development, Advanced, Weekly,10, Medium,4,2, Slow,7,0,34, Low,64
4,37, Medium, Desktop app, Beginner, Daily,11, Low,5,2, Moderate,7,2,57, Medium,32
13,76, High, Web development, Expert, Weekly,6, High,3,1, Fast,9,0,39, High,71
12,46, Low, Web development, Expert, Daily,8, High,2,0, Fast,5,0,56, Low,43
8,66, High, Mobile app, Advanced, Weekly,9, Medium,5,2, Slow,9,0,43, High,62
6,60, Medium, Desktop app, Beginner, Daily,7, Low,2,1, Moderate,10,0,45, Medium,71
12,39, High, Web development, Expert, Weekly,5, High,5,1, Fast,9,0,48, High,44
9,67, Low, Mobile app, Advanced, Daily,9, Medium,2,2, Slow,10,0,59, Low,54
8,76, High, Desktop app, Beginner, Weekly,10, Low,2,2, Moderate,10,1,54, High,47
7,73, Low, Web development, Expert, Daily,10, High,5,2, Fast,8,2,59, Low,59
11,33, Medium, Mobile app, Advanced, Weekly,13, Medium,5,1, Slow,9,3,51, Medium,59
12,76, High, Desktop app, Beginner, Weekly,4, Low,2,0, Moderate,7,3,52, High,50
7,64, Low, Web development, Expert, Daily,10, High,4,1, Fast,8,3,57, Low,56
10,59, Medium, Mobile app, Advanced, Weekly,6, Medium,4,0, Slow,8,0,43, Medium,34
8,39, Low, Web development, Expert, Daily,12, High,4,0, Fast,10,1,38, Low,52
11,44, Medium, Desktop app, Beginner, Weekly,11, Low,3,0, Moderate,10,2,35, Medium,55
6,40, High, Mobile app, Advanced, Daily,4, Medium,2,2, Slow,6,1,49, High,49
8,52, Low, Web development, Expert, Weekly,9, High,4,2, Fast,7,3,30, Low,51
5,77, Medium, Desktop app, Beginner, Daily,14, Low,5,0, Moderate,9,2,54, Medium,71
6,54, Low, Mobile app, Expert, Weekly,14, High,2,1, Fast,10,0,33, Low,42
8,72, High, Web development, Advanced, Daily,13, Medium,3,0, Slow,5,2,58, High,73
14,64, Medium, Mobile app, Beginner, Weekly,14, Low,4,1, Moderate,10,1,59, Medium,49
5,37, High, Desktop app, Expert, Daily,14, High,2,1, Fast,9,3,36, High,74
10,50, Low, Web development, Advanced, Weekly,13, Medium,2,1, Slow,10,2,41, Low,67
13,59, Medium, Desktop app, Beginner, Daily,11, Low,4,0, Moderate,8,3,49, Medium,66
14,67, High, Web development, Expert, Weekly,13, High,2,2, Fast,8,3,60, High,56
5,69, Medium, Desktop app, Beginner, Weekly,7, Low,3,2, Moderate,8,3,55, Medium,44
4,67, High, Mobile app, Advanced, Daily,10, Medium,5,1, Slow,7,0,34, High,67
5,59, Low, Web development, Expert, Weekly,10, High,5,2, Fast,5,3,40, Low,38
4,79, Medium, Desktop app, Beginner, Daily,5, Low,4,1, Moderate,5,0,34, Medium,46
14,58, Low, Mobile app, Expert, Weekly,13, High,3,0, Fast,5,2,36, Low,50
