Rank,School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Standard Score
389,J. Christian Bollwage Finance Academy,https://www.schooldigger.com/go/NJ/schools/0459003389/school.aspx,Elizabeth Public Schools,https://www.schooldigger.com/go/NJ/district/04590/search.aspx,447 Richmond Street,Elizabeth,https://www.schooldigger.com/go/NJ/city/Elizabeth/search.aspx,7202,Union County,(908) 436-6500,9,12,Yes,No,(n/a),No,420,29,14.4,0.81,0.20,0.00,0.01,0.73,0.00,0.00,0.06,9.7
390,Admiral William F. Halsey Junior Health & Public Safety Academy,https://www.schooldigger.com/go/NJ/schools/0459003039/school.aspx,Elizabeth Public Schools,https://www.schooldigger.com/go/NJ/district/04590/search.aspx,641 South Street,Elizabeth,https://www.schooldigger.com/go/NJ/city/Elizabeth/search.aspx,7202,Union County,(908) 436-6600,9,12,Yes,No,(n/a),No,1111,87,12.7,0.83,0.17,0.00,0.00,0.78,0.00,0.00,0.05,9.7
391,East Orange Campus High School,https://www.schooldigger.com/go/NJ/schools/0423000494/school.aspx,East Orange School District,https://www.schooldigger.com/go/NJ/district/04230/search.aspx,344 Prospect Street,East Orange,https://www.schooldigger.com/go/NJ/city/East+Orange/search.aspx,7017,Essex County,(973) 266-7300,9,12,Yes,No,(n/a),No,1651,113,14.6,0.53,0.89,0.00,0.00,0.10,0.00,0.00,0.00,9.3
392,Irvington High School,https://www.schooldigger.com/go/NJ/schools/0768002104/school.aspx,Irvington Public School District,https://www.schooldigger.com/go/NJ/district/07680/search.aspx,1253      Clinton Ave,Irvington,https://www.schooldigger.com/go/NJ/city/Irvington/search.aspx,7111,Essex County,(973) 399-6897,9,12,Yes,No,(n/a),No,1482,104,14.2,0.72,0.83,0.00,0.00,0.17,0.00,0.00,0.00,9.1
393,Bridgeton High School,https://www.schooldigger.com/go/NJ/schools/0225001784/school.aspx,Bridgeton City School District,https://www.schooldigger.com/go/NJ/district/02250/search.aspx,111 N West Avenue,Bridgeton,https://www.schooldigger.com/go/NJ/city/Bridgeton/search.aspx,8302,Cumberland County,(856) 455-8030,9,12,Yes,No,(n/a),No,1404,112,12.5,0.81,0.23,0.00,0.00,0.71,0.00,0.01,0.05,9.1
394,Woodrow Wilson High School,https://www.schooldigger.com/go/NJ/schools/0264001348/school.aspx,Camden City School District,https://www.schooldigger.com/go/NJ/district/02640/search.aspx,3100 Federal Street,Camden,https://www.schooldigger.com/go/NJ/city/Camden/search.aspx,8105,Camden County,(856) 966-5300,9,12,Yes,No,(n/a),No,747,60,12.4,0.45,0.29,0.00,0.01,0.69,0.00,0.00,0.01,9
395,Camden Big Picture Learning Academy,https://www.schooldigger.com/go/NJ/schools/0264000579/school.aspx,Camden City School District,https://www.schooldigger.com/go/NJ/district/02640/search.aspx,1725 Park Boulevard,Camden,https://www.schooldigger.com/go/NJ/city/Camden/search.aspx,8103,Camden County,(856) 966-5122,6,12,Yes,No,(n/a),No,191,30,6.3,0.67,0.68,0.00,0.00,0.33,0.00,0.00,0.00,8.8
396,Middlesex County Vocational School East Bruns. School of Career Develop,https://www.schooldigger.com/go/NJ/schools/1008003176/school.aspx,Middlesex County Vocational and Technical School District,https://www.schooldigger.com/go/NJ/district/10080/search.aspx,112 Rues Lane,East Brunswick,https://www.schooldigger.com/go/NJ/city/East+Brunswick/search.aspx,8816,Middlesex County,(732) 257-7715,9,12,No,No,(n/a),No,294,26,11.3,0.35,0.07,0.00,0.01,0.18,0.00,0.00,0.75,8.7
397,LEAD Charter School,https://www.schooldigger.com/go/NJ/schools/0078803423/school.aspx,LEAD Charter School,https://www.schooldigger.com/go/NJ/district/00788/search.aspx,201 Bergen Street,Newark,https://www.schooldigger.com/go/NJ/city/Newark/search.aspx,7103,Essex County,(862) 772-1724,9,12,Yes,Yes,(n/a),No,219,11,19.9,0.51,0.88,0.00,0.00,0.12,0.00,0.00,0.00,8.7
398,School of Business Technology Marketing and Finance,https://www.schooldigger.com/go/NJ/schools/1269003170/school.aspx,Paterson Public School District,https://www.schooldigger.com/go/NJ/district/12690/search.aspx,61-127 Preakness Avenue,Paterson,https://www.schooldigger.com/go/NJ/city/Paterson/search.aspx,7502,Passaic County,(973) 321-0500,9,12,Yes,No,(n/a),No,667,52,12.8,0.61,0.29,0.00,0.05,0.65,0.00,0.00,0.02,8.6
399,Willingboro High School,https://www.schooldigger.com/go/NJ/schools/1800001264/school.aspx,Willingboro Public School District,https://www.schooldigger.com/go/NJ/district/18000/search.aspx,20 Jfk Way,Willingboro,https://www.schooldigger.com/go/NJ/city/Willingboro/search.aspx,8046,Burlington County,(609) 835-8800,9,12,Yes,No,(n/a),No,652,49,13.3,0.64,0.88,0.01,0.02,0.07,0.00,0.01,0.01,8.6
400,Paulsboro High School,https://www.schooldigger.com/go/NJ/schools/1272002608/school.aspx,Paulsboro School District,https://www.schooldigger.com/go/NJ/district/12720/search.aspx,670 N Delaware St,Paulsboro,https://www.schooldigger.com/go/NJ/city/Paulsboro/search.aspx,8066,Gloucester County,(856) 423-2222,9,12,Yes,No,(n/a),No,322,31,10.3,0.80,0.48,0.00,0.01,0.12,0.00,0.03,0.36,8.5
401,Weequahic High School,https://www.schooldigger.com/go/NJ/schools/1134002206/school.aspx,Newark Public School District,https://www.schooldigger.com/go/NJ/district/11340/search.aspx,279 Chancellor Ave,Newark,https://www.schooldigger.com/go/NJ/city/Newark/search.aspx,7112,Essex County,(973) 705-3923,9,12,Yes,No,(n/a),No,406,32,12.6,0.55,0.90,0.00,0.00,0.09,0.00,0.00,0.00,8.5
402,Alternative High School,https://www.schooldigger.com/go/NJ/schools/1269003111/school.aspx,Paterson Public School District,https://www.schooldigger.com/go/NJ/district/12690/search.aspx,350 Market Street,Paterson,https://www.schooldigger.com/go/NJ/city/Paterson/search.aspx,7501,Passaic County,(973) 321-0570,6,12,No,No,(n/a),No,145,36,4,0.61,0.59,0.00,0.01,0.38,0.00,0.00,0.03,8.5
403,School Of Information Technology,https://www.schooldigger.com/go/NJ/schools/1269003101/school.aspx,Paterson Public School District,https://www.schooldigger.com/go/NJ/district/12690/search.aspx,150 Park Avenue,Paterson,https://www.schooldigger.com/go/NJ/city/Paterson/search.aspx,7501,Passaic County,(973) 321-2490,9,12,Yes,No,(n/a),No,774,57,13.5,0.51,0.14,0.00,0.00,0.85,0.00,0.00,0.00,8.2
404,Central High School,https://www.schooldigger.com/go/NJ/schools/1134002192/school.aspx,Newark Public School District,https://www.schooldigger.com/go/NJ/district/11340/search.aspx,250 18th Avenue,Newark,https://www.schooldigger.com/go/NJ/city/Newark/search.aspx,7103,Essex County,(973) 733-6378,9,12,Yes,No,(n/a),No,766,79,9.6,0.73,0.88,0.00,0.00,0.12,0.00,0.00,0.00,8.2
405,Daylight/Twilight High School,https://www.schooldigger.com/go/NJ/schools/1629000449/school.aspx,Trenton Public School District,https://www.schooldigger.com/go/NJ/district/16290/search.aspx,501 Edgewood Avenue,Trenton,https://www.schooldigger.com/go/NJ/city/Trenton/search.aspx,8618,Mercer County,(609) 656-4850,6,12,Yes,No,(n/a),No,443,23,19.2,0.57,0.44,0.00,0.00,0.55,0.00,0.00,0.01,8
406,School Of Culinary Arts Hospitality And Tourism,https://www.schooldigger.com/go/NJ/schools/1269003103/school.aspx,Paterson Public School District,https://www.schooldigger.com/go/NJ/district/12690/search.aspx,150 Park Avenue,Paterson,https://www.schooldigger.com/go/NJ/city/Paterson/search.aspx,7501,Passaic County,(973) 321-2489,9,12,Yes,No,(n/a),No,709,51,13.9,0.58,0.30,0.00,0.00,0.70,0.00,0.00,0.01,7.9
407,Passaic High School No. 12,https://www.schooldigger.com/go/NJ/schools/1254004836/school.aspx,Passaic City School District,https://www.schooldigger.com/go/NJ/district/12540/search.aspx,170 Paulison Ave.,Passaic,https://www.schooldigger.com/go/NJ/city/Passaic/search.aspx,7055,Passaic County,(973) 470-5600,9,12,Yes,No,(n/a),No,2618,141.7,18.4,0.99,0.04,0.00,0.01,0.94,0.00,0.00,0.01,7.9
408,School Of Education And Training,https://www.schooldigger.com/go/NJ/schools/1269003168/school.aspx,Paterson Public School District,https://www.schooldigger.com/go/NJ/district/12690/search.aspx,61-127 Preakness Avenue,Paterson,https://www.schooldigger.com/go/NJ/city/Paterson/search.aspx,7502,Passaic County,(973) 321-0500,9,12,Yes,No,(n/a),No,541,38,14.2,0.63,0.22,0.00,0.14,0.56,0.00,0.00,0.09,7.9
409,School Of Architecture And Construction Trades,https://www.schooldigger.com/go/NJ/schools/1269003171/school.aspx,Paterson Public School District,https://www.schooldigger.com/go/NJ/district/12690/search.aspx,61-127 Preakness Avenue,Paterson,https://www.schooldigger.com/go/NJ/city/Paterson/search.aspx,7502,Passaic County,(973) 321-0500,9,12,Yes,No,(n/a),No,579,54,10.7,0.59,0.17,0.00,0.01,0.76,0.00,0.00,0.06,7.8
410,Pleasantville High School,https://www.schooldigger.com/go/NJ/schools/1320000192/school.aspx,Pleasantville Public School District,https://www.schooldigger.com/go/NJ/district/13200/search.aspx,701 Mill Road,Pleasantville,https://www.schooldigger.com/go/NJ/city/Pleasantville/search.aspx,8232,Atlantic County,(609) 383-6900,9,12,Yes,No,(n/a),No,828,67.9,12.1,0.80,0.35,0.00,0.02,0.63,0.01,0.00,0.00,7.6
411,Camden High School,https://www.schooldigger.com/go/NJ/schools/0264001346/school.aspx,Camden City School District,https://www.schooldigger.com/go/NJ/district/02640/search.aspx,1875 Park Boulevard,Camden,https://www.schooldigger.com/go/NJ/city/Camden/search.aspx,8103,Camden County,(856) 966-5100,9,12,Yes,No,(n/a),No,395,39,10.1,0.52,0.71,0.00,0.00,0.28,0.00,0.00,0.01,7.4
412,School of Government and Public Administration,https://www.schooldigger.com/go/NJ/schools/1269003105/school.aspx,Paterson Public School District,https://www.schooldigger.com/go/NJ/district/12690/search.aspx,150 Park Avenue,Paterson,https://www.schooldigger.com/go/NJ/city/Paterson/search.aspx,7501,Passaic County,(973) 321-2488,9,12,Yes,No,(n/a),No,716,54,13.2,0.60,0.14,0.00,0.00,0.86,0.00,0.00,0.01,7.4
413,Eagle Academy for Young Men of Newark,https://www.schooldigger.com/go/NJ/schools/1134003227/school.aspx,Newark Public School District,https://www.schooldigger.com/go/NJ/district/11340/search.aspx,279 Chancellor Avenue,Newark,https://www.schooldigger.com/go/NJ/city/Newark/search.aspx,7112,Essex County,(973) 733-1234,6,12,Yes,No,(n/a),No,239,25,9.5,0.54,0.92,0.00,0.00,0.06,0.00,0.00,0.01,7.3
414,Burlington County Alternative High School,https://www.schooldigger.com/go/NJ/schools/0244003303/school.aspx,Burlington County Special Services School District,https://www.schooldigger.com/go/NJ/district/02440/search.aspx,1020 Briggs Road,Mount Laurel,https://www.schooldigger.com/go/NJ/city/Mount+Laurel/search.aspx,8054,Burlington County,(609) 894-9311,6,12,No,No,(n/a),No,88,,,0.32,0.23,0.00,0.03,0.13,0.00,0.10,0.51,6.2
415,Bayonne Alternative High School,https://www.schooldigger.com/go/NJ/schools/0126003447/school.aspx,Bayonne School District,https://www.schooldigger.com/go/NJ/district/01260/search.aspx,669 Avenue A,Bayonne,https://www.schooldigger.com/go/NJ/city/Bayonne/search.aspx,7002,Hudson County,(201) 858-5895,9,12,No,No,(n/a),No,92,,,0.59,0.20,0.00,0.03,0.54,0.00,0.01,0.22,5.4
416,Marion P. Thomas Charter School,https://www.schooldigger.com/go/NJ/schools/0002200285/school.aspx,Marion P. Thomas Charter School,https://www.schooldigger.com/go/NJ/district/00022/search.aspx,88-108 Shipman Street,Newark,https://www.schooldigger.com/go/NJ/city/Newark/search.aspx,7102,Essex County,(973) 621-0060,PK,12,Yes,Yes,(n/a),No,1618,94,17.2,0.91,0.93,0.00,0.00,0.07,0.00,0.00,0.00,5.2
