Order Priority,Discount,Unit Price,Shipping Cost,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Sales
Low,0.05,424.21,110.2,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,West,Montana,Bozeman,59715,2/1/2015,2/5/2015,-213.4028,4935.22
Not Specified,0.01,6.68,4.91,Regular Air,Small Business,Office Supplies,Paper,Small Box,West,Montana,Butte,59750,1/6/2015,1/8/2015,-15.48,51.03
High,0.09,40.98,6.5,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,West,Colorado,Louisville,80027,6/19/2015,6/21/2015,-50.245,746.91
High,0.09,77.51,4,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Central,Missouri,University City,63130,4/7/2015,4/9/2015,-387.1044,77.47
Low,0.09,30.98,6.5,Express Air,Consumer,Technology,Computer Peripherals,Small Box,West,Oregon,West Linn,97068,6/18/2015,6/22/2015,-55.97,204.34
Critical,0,20.28,14.39,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,South,Florida,Miami,33916,1/22/2015,1/22/2015,-66.2473,206.04
Low,0.02,9.99,11.59,Regular Air,Home Office,Office Supplies,Paper,Small Box,South,Florida,Miami,33916,4/18/2015,4/27/2015,-171.1577,475.42
Low,0.02,48.04,5.79,Regular Air,Home Office,Office Supplies,Paper,Small Box,South,Florida,Miami,33916,4/18/2015,4/23/2015,624.239,3598.82
Low,0.04,6.68,4.91,Regular Air,Home Office,Office Supplies,Paper,Small Box,South,Florida,Miami,33916,4/18/2015,4/25/2015,-14.3241,41.22
Low,0.02,48.04,5.79,Regular Air,Home Office,Office Supplies,Paper,Small Box,Central,Michigan,Saginaw,48601,4/18/2015,4/23/2015,604.0191,875.39
Low,0.04,6.68,4.91,Regular Air,Home Office,Office Supplies,Paper,Small Box,Central,Michigan,Saginaw,48601,4/18/2015,4/25/2015,-11.6316,8.24
Medium,0.01,78.65,13.99,Express Air,Small Business,Office Supplies,Appliances,Medium Box,Central,Iowa,Clinton,52732,3/18/2015,3/19/2015,442.3659,641.11
Medium,0.02,11.58,5.72,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,South,Mississippi,Tupelo,38801,1/18/2015,1/19/2015,-259.756,35.48
Medium,0.05,350.99,39,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,East,Pennsylvania,Willow Grove,19090,1/18/2015,1/20/2015,1469.7276,2130.04
Medium,0.04,15.99,9.4,Express Air,Corporate,Technology,Office Machines,Small Box,East,Pennsylvania,Willow Grove,19090,1/18/2015,1/20/2015,-83.55306,82.8
Medium,0.09,20.48,6.32,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Central,Michigan,Dearborn Heights,48127,5/20/2015,5/21/2015,-16.89,99.02
Medium,0.06,15.67,1.39,Regular Air,Consumer,Office Supplies,Envelopes,Small Box,Central,Michigan,Dearborn Heights,48127,5/20/2015,5/21/2015,25.51,46.4
Critical,0.05,70.98,46.74,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,Central,Michigan,East Lansing,48823,1/10/2015,1/11/2015,-850.6524,551.51
Critical,0.05,11.55,2.36,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Central,Michigan,East Lansing,48823,1/10/2015,1/12/2015,98.5251,142.79
Critical,0.06,40.99,17.48,Regular Air,Consumer,Office Supplies,Paper,Small Box,Central,Michigan,East Lansing,48823,3/23/2015,3/25/2015,214.23,585.08
Not Specified,0.05,20.99,3.3,Regular Air,Corporate,Technology,Telephones and Communication,Small Pack,West,Colorado,Littleton,80122,5/5/2015,5/6/2015,21.8834,72.75
Not Specified,0.1,7.37,5.53,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,South,South Carolina,Hilton Head Island,29915,5/16/2015,5/16/2015,290.202,269.33
Not Specified,0.01,15.31,8.78,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Central,Texas,Midland,79701,5/6/2015,5/7/2015,12.146,377
Not Specified,0.05,7.99,5.03,Express Air,Home Office,Technology,Telephones and Communication,Medium Box,Central,Texas,Midland,79701,5/6/2015,5/8/2015,5.687,42.99
High,0.05,20.98,21.2,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,West,Utah,Draper,84020,1/3/2015,1/4/2015,-181.102,65.69
Not Specified,0.04,355.98,58.92,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,West,Utah,Holladay,84117,1/21/2015,1/22/2015,882.93,2748.21
Not Specified,0.09,19.98,8.68,Regular Air,Home Office,Office Supplies,Paper,Small Box,West,Utah,Holladay,84117,1/21/2015,1/22/2015,6.6804,93.19
High,0.01,30.98,6.5,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,West,Utah,Holladay,84117,5/15/2015,5/16/2015,46.29,363.37
High,0.01,40.99,19.99,Regular Air,Corporate,Office Supplies,Paper,Small Box,West,Utah,Holladay,84117,5/15/2015,5/18/2015,177.79,480.75
Medium,0.1,1.6,1.29,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,West,Utah,Holladay,84117,4/30/2015,4/30/2015,-14.9904,16.88
Medium,0,47.9,5.86,Regular Air,Home Office,Office Supplies,Paper,Small Box,West,Utah,Kearns,84118,2/22/2015,2/24/2015,638.3811,925.19
Not Specified,0.1,125.99,8.99,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,South,South Carolina,Hilton Head Island,29915,1/25/2015,1/28/2015,17.652,408.66
Medium,0.01,16.48,1.99,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,South,South Carolina,Hilton Head Island,29915,5/7/2015,5/8/2015,739.674,122.93
Low,0,24.92,12.98,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,South,South Carolina,Hilton Head Island,29915,6/2/2015,6/2/2015,-23.156,32.66
Not Specified,0.06,4.42,4.99,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,East,New York,East Massapequa,11758,6/3/2015,6/5/2015,-10.435,14.85
Medium,0.06,4.24,5.41,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,West,Montana,Bozeman,59715,4/17/2015,4/19/2015,-78.91668,45
Medium,0.04,6783.02,24.49,Regular Air,Home Office,Technology,Office Machines,Large Box,West,Montana,Bozeman,59715,4/17/2015,4/19/2015,-13562.63741,6569.07
Not Specified,0.03,5.78,5.37,Regular Air,Home Office,Office Supplies,Paper,Small Box,West,Colorado,Durango,81301,3/5/2015,3/6/2015,-63.35,88.22
Medium,0.1,10.48,2.89,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Central,Michigan,Southgate,48195,6/18/2015,6/19/2015,-8.904,40.29
High,0.07,39.48,1.99,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,Central,Iowa,Council Bluffs,51503,3/22/2015,3/24/2015,88.72,151.27
High,0,4.91,0.5,Regular Air,Home Office,Office Supplies,Labels,Small Box,Central,Iowa,Council Bluffs,51503,3/22/2015,3/24/2015,7.2519,10.51
Critical,0.06,6.48,7.49,Regular Air,Home Office,Office Supplies,Paper,Small Box,Central,Iowa,Council Bluffs,51503,4/4/2015,4/4/2015,-191.49,74.93
Critical,0.02,120.98,58.64,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,East,Pennsylvania,Plum,15239,2/13/2015,2/15/2015,-1330.5,1370.99
Critical,0.04,120.97,7.11,Regular Air,Corporate,Technology,Office Machines,Medium Box,Central,Texas,Greenville,75401,3/17/2015,3/17/2015,1320.5496,1913.84
Critical,0,195.99,4.2,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,Central,Texas,Greenville,75401,3/17/2015,3/19/2015,1585.503,2692.12
Medium,0.03,55.98,4.86,Regular Air,Corporate,Office Supplies,Paper,Small Box,Central,Texas,Greenville,75401,3/18/2015,3/20/2015,526.0422,762.38
Critical,0.1,1.89,0.76,Regular Air,Consumer,Office Supplies,Rubber Bands,Wrap Bag,South,Florida,Palm Beach Gardens,33403,5/18/2015,5/20/2015,-40.432,36.72
Not Specified,0,73.98,14.52,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,West,Montana,Bozeman,59715,3/12/2015,3/14/2015,-88.61,305.71
High,0.06,40.99,17.48,Regular Air,Small Business,Office Supplies,Paper,Small Box,East,New York,Mount Vernon,10550,4/21/2015,4/21/2015,109.16,277.12
Low,0.09,20.99,2.5,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,South,Arkansas,Rogers,72756,6/24/2015,7/1/2015,-136.122,100.11
Critical,0.04,4.28,5.68,Regular Air,Corporate,Office Supplies,Paper,Small Box,Central,Kansas,Liberal,67901,6/12/2015,6/14/2015,-27.375,31.54
Critical,0.06,376.13,85.63,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Central,Kansas,Liberal,67901,6/12/2015,6/14/2015,-435.7575,4634.69
Critical,0.06,424.21,110.2,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Central,Kansas,Liberal,67901,6/12/2015,6/13/2015,682.53,7304.03
Critical,0.06,195.99,8.99,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,Central,Kansas,Liberal,67901,6/12/2015,6/14/2015,-277.222,632.65
High,0.03,15.28,1.99,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,South,Virginia,Harrisonburg,22801,6/21/2015,6/23/2015,-266.686,290.98
High,0.09,1.76,0.7,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,South,Virginia,Harrisonburg,22801,6/21/2015,6/24/2015,-12.278,21.77
Not Specified,0.07,31.78,1.99,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,West,New Mexico,Albuquerque,87105,2/19/2015,2/21/2015,265.1118,384.22
Not Specified,0,5.98,2.5,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,West,New Mexico,Albuquerque,87105,2/19/2015,2/20/2015,9.5608,31.64
Not Specified,0.1,35.99,1.1,Express Air,Home Office,Technology,Telephones and Communication,Small Box,West,New Mexico,Albuquerque,87105,2/19/2015,2/20/2015,390.0984,565.36
Medium,0.07,5.98,5.46,Regular Air,Corporate,Office Supplies,Paper,Small Box,South,North Carolina,Hickory,28601,2/13/2015,2/15/2015,46.65,32.76
Not Specified,0.09,28.48,1.99,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,South,North Carolina,High Point,27260,1/17/2015,1/18/2015,-1250.746,336.92
Critical,0.1,9.85,4.82,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,South,North Carolina,High Point,27260,3/27/2015,3/28/2015,374.904,114.91
Critical,0.04,125.99,7.69,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,South,North Carolina,High Point,27260,3/27/2015,3/28/2015,-528.836,934.52
Medium,0.02,240.98,60.2,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,Central,Nebraska,North Platte,69101,1/29/2015,1/31/2015,-272.7132,260.66
Medium,0.02,420.98,19.99,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,South,Virginia,Mechanicsville,23111,1/29/2015,2/1/2015,-162.694,4249.37
Low,0.04,291.73,48.8,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,South,Virginia,Mechanicsville,23111,6/26/2015,6/30/2015,-115.9039,6676.61
Low,0.06,300.97,7.18,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,South,Virginia,Newport News,23602,5/8/2015,5/8/2015,-729.988,291.4
Medium,0.09,20.89,11.52,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,South,North Carolina,Indian Trail,28079,3/26/2015,3/27/2015,-133.546,146.5
Critical,0.09,20.99,4.81,Express Air,Home Office,Technology,Telephones and Communication,Medium Box,South,North Carolina,Indian Trail,28079,3/31/2015,4/1/2015,272.694,38.98
Low,0.1,4.24,5.41,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,South,North Carolina,Indian Trail,28079,4/19/2015,4/23/2015,-61.6,34.16
Medium,0.1,40.98,6.5,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,South,Kentucky,Fort Thomas,41075,1/12/2015,1/14/2015,66.852,120.34
Low,0.07,35.99,5.99,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Central,Michigan,Eastpointe,48021,5/16/2015,5/20/2015,17.8398,153.61
Not Specified,0.03,60.98,1.99,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,Central,Michigan,Farmington Hills,48336,2/1/2015,2/1/2015,976.2672,1414.88
Not Specified,0.04,3.08,0.99,Regular Air,Corporate,Office Supplies,Labels,Small Box,Central,Michigan,Farmington Hills,48336,2/1/2015,2/2/2015,23.2047,33.63
Low,0.08,65.99,5.92,Express Air,Corporate,Technology,Telephones and Communication,Small Box,Central,Michigan,Farmington Hills,48336,5/16/2015,5/23/2015,183.843,1063.81
Not Specified,0,10.31,1.79,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,Central,Michigan,Flint,48505,2/1/2015,2/3/2015,167.463,242.7
High,0.09,260.98,41.91,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,Central,Michigan,Flint,48505,2/11/2015,2/13/2015,1307.2692,3377.06
High,0.01,10.52,7.94,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,Central,Michigan,Flint,48505,2/11/2015,2/13/2015,-15.8184,123.93
High,0.02,5.98,7.5,Express Air,Corporate,Office Supplies,Paper,Small Box,Central,Michigan,Flint,48505,2/11/2015,2/13/2015,-55.8324,93.96
Not Specified,0.05,291.73,48.8,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Central,Michigan,Garden City,48135,4/7/2015,4/9/2015,550.3808,1818.41
Low,0.09,1.48,0.7,Regular Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,East,New York,Ithaca,14853,1/3/2015,1/5/2015,1.68,8.95
Low,0.06,38.06,4.5,Regular Air,Corporate,Office Supplies,Appliances,Small Box,East,New York,New City,10956,6/30/2015,7/6/2015,450.4596,652.84
Low,0.08,599.99,24.49,Regular Air,Corporate,Technology,Copiers and Fax,Large Box,East,New York,New City,10956,6/30/2015,7/8/2015,8798.1831,12750.99
Low,0.1,3.98,2.97,Express Air,Corporate,Office Supplies,Paper,Wrap Bag,East,New York,New City,10956,6/30/2015,7/4/2015,-5.385,20.54
Medium,0.08,400.98,42.52,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,West,California,Chico,95928,2/5/2015,2/6/2015,3031.9724,7840.04
Medium,0.1,300.97,7.18,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,South,South Carolina,Hilton Head Island,29915,4/18/2015,4/19/2015,138.018,1094.33
Medium,0.06,39.89,3.04,Regular Air,Home Office,Furniture,Office Furnishings,Wrap Bag,South,South Carolina,Mount Pleasant,29464,4/18/2015,4/20/2015,38.874,389.97
Not Specified,0.07,14.56,3.5,Regular Air,Home Office,Office Supplies,Appliances,Small Box,South,South Carolina,Myrtle Beach,29577,1/8/2015,1/9/2015,-45.528,84.59
Medium,0.05,399.98,12.06,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Box,Central,Illinois,Chicago,60601,6/6/2015,6/6/2015,567.59,9666.72
Medium,0.07,6.48,5.74,Regular Air,Corporate,Office Supplies,Paper,Small Box,Central,Illinois,Chicago,60601,6/6/2015,6/6/2015,-28.45,134.58
Medium,0.07,6.48,5.74,Regular Air,Corporate,Office Supplies,Paper,Small Box,Central,Missouri,Mehlville,63129,6/6/2015,6/6/2015,-14.225,33.65
Critical,0.08,6.68,1.5,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,South,Virginia,Norfolk,23518,3/26/2015,3/28/2015,-601.804,66.12
Critical,0.08,2.89,0.49,Regular Air,Corporate,Office Supplies,Labels,Small Box,South,Virginia,Norfolk,23518,4/23/2015,4/23/2015,38.406,3.07
Critical,0.07,226.67,28.16,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,South,Virginia,Norfolk,23518,2/26/2015,2/27/2015,53.1144,255.83
Critical,0.08,20.98,53.03,Delivery Truck,Corporate,Office Supplies,Storage & Organization,Jumbo Drum,South,Virginia,Norfolk,23518,2/26/2015,2/28/2015,8.742,421.18
Medium,0.02,95.95,74.35,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,South,Virginia,Oakton,22124,4/29/2015,5/1/2015,636.522,1377.46
High,0.03,320.98,24.49,Regular Air,Home Office,Furniture,Chairs & Chairmats,Large Box,Central,Texas,Greenville,75401,4/20/2015,4/22/2015,4554.4347,6600.63
High,0.06,125.99,8.8,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,Central,Texas,Greenville,75401,4/20/2015,4/21/2015,618.19308,1811.99
Critical,0.06,80.97,33.6,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,South,Arkansas,Sherwood,72116,2/1/2015,2/3/2015,-15.1844,799.76
High,0.04,45.19,1.99,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,South,Arkansas,West Memphis,72301,1/1/2015,1/2/2015,-61.194,609.09
High,0.03,124.49,51.94,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,South,Arkansas,West Memphis,72301,3/26/2015,3/27/2015,18.174,2761.94
Critical,0.1,5.98,5.14,Regular Air,Home Office,Office Supplies,Paper,Small Box,Central,Michigan,Sterling Heights,48310,3/18/2015,3/20/2015,-49.53,33.95
High,0.09,150.98,66.27,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,Central,Missouri,Gladstone,64118,1/3/2015,1/4/2015,-407.85,302.34
Low,0.05,30.42,8.65,Express Air,Home Office,Technology,Computer Peripherals,Small Box,Central,Missouri,Hazelwood,63042,1/10/2015,1/14/2015,-191.2576,334.44
High,0.01,28.99,8.59,Regular Air,Home Office,Technology,Telephones and Communication,Medium Box,West,New Mexico,Clovis,88101,2/6/2015,2/7/2015,196.52328,556.61
Not Specified,0,6.98,1.6,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,South,Florida,West Palm Beach,33407,1/31/2015,2/2/2015,-343.868,64.48
Critical,0.05,2550.14,29.7,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Central,Wisconsin,Watertown,53094,4/16/2015,4/17/2015,-3971.0628,4845.27
High,0.01,5.44,7.46,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,West,Colorado,Durango,81301,2/18/2015,2/19/2015,-18.4782,19.68
High,0.02,549.99,49,Delivery Truck,Home Office,Technology,Copiers and Fax,Jumbo Drum,West,Colorado,Durango,81301,2/18/2015,2/20/2015,-381.8412,9798.84
High,0.03,22.01,5.53,Express Air,Home Office,Office Supplies,Pens & Art Supplies,Small Pack,West,Colorado,Durango,81301,2/18/2015,2/19/2015,12.5504,154.11
High,0.09,34.76,8.22,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,West,Colorado,Durango,81301,2/18/2015,2/20/2015,45.3324,242.97
High,0.08,17.15,4.96,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,South,Virginia,Fairfax,20151,6/13/2015,6/16/2015,33.66,200.61
Medium,0,20.28,14.39,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,South,Florida,Fort Lauderdale,33311,2/10/2015,2/12/2015,15.678,237.83
Low,0.05,20.34,35,Regular Air,Corporate,Office Supplies,Storage & Organization,Large Box,South,Virginia,Fairfax,20151,1/6/2015,1/10/2015,52.776,53.02
Not Specified,0.08,243.98,43.32,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Central,Iowa,Dubuque,52001,1/5/2015,1/6/2015,-162.8244,248.84
High,0.08,5.74,5.01,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Central,Iowa,Dubuque,52001,2/9/2015,2/11/2015,-6.93082,7.21
Low,0.05,55.5,52.2,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,Central,Michigan,Warren,48093,3/16/2015,3/16/2015,-118.54,253.87
Low,0.05,442.14,14.7,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Central,Michigan,Warren,48093,3/16/2015,3/25/2015,2963.48,5880.46
High,0.07,30.93,3.92,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,Central,Michigan,Warren,48093,5/3/2015,5/4/2015,398.3025,577.25
High,0.05,297.48,18.06,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Central,Michigan,Warren,48093,5/3/2015,5/4/2015,709.852,4075.18
High,0.07,296.18,54.12,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Central,Michigan,Warren,48093,5/3/2015,5/5/2015,80.8092,1798.23
Medium,0.08,30.98,8.74,Regular Air,Corporate,Office Supplies,Paper,Small Box,Central,Michigan,Westland,48185,5/20/2015,5/21/2015,371.272,727.2
Medium,0.09,159.31,60,Delivery Truck,Corporate,Furniture,Tables,Jumbo Drum,East,Pennsylvania,Sharon,16146,5/20/2015,5/22/2015,77.0008954,6173.42
Medium,0.06,55.99,5,Regular Air,Corporate,Technology,Telephones and Communication,Small Pack,East,Pennsylvania,Sharon,16146,5/20/2015,5/22/2015,27.9686,1553.7
Not Specified,0.01,5.38,7.57,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,West,California,Pasadena,91104,1/9/2015,1/10/2015,-66.77958,18.68
Not Specified,0.05,3.28,3.97,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,West,California,Pasadena,91104,1/9/2015,1/9/2015,-144.9188,36.3
Not Specified,0.09,2.78,0.97,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,East,Maine,Augusta,4330,1/9/2015,1/11/2015,-5.0716,16.03
Medium,0.08,2.94,0.96,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,East,Massachusetts,Worcester,1610,1/27/2015,1/29/2015,-1.18,25.35
Not Specified,0,1.48,0.7,Regular Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,South,Kentucky,Owensboro,42301,6/15/2015,6/17/2015,-203.098,19.32
