Monthly Hours,Department,Salary,Number_of_Projects,Tenure,Filed Complaint,Recently_Promoted,Last_Evaluation,Employee_Satisfaction,Status
197,It,Medium,4,7,0,0,0.57,0.62,Employed
156,Product,Medium,3,3,0,0,0.75,0.55,Employed
174,Engineering,Low,4,2,0,0,0.92,0.75,Employed
259,Sales,Medium,5,2,0,0,0.6,0.52,Employed
233,Sales,Medium,4,7,0,0,0.89,0.51,Employed
225,Marketing,Low,4,8,0,0,0.84,0.92,Employed
223,Finance,Low,3,2,1,0,0.49,0.52,Employed
253,Procurement,Medium,3,4,1,0,0.74,0.76,Employed
225,,Medium,3,3,0,0,0.66,0.53,Employed
142,Support,Low,4,10,1,0,0.38,0.48,Employed
208,Management,Medium,5,3,0,0,0.58,0.77,Employed
165,It,Medium,6,4,0,0,0.44,0.42,Employed
174,Finance,Low,4,3,0,0,0.68,0.77,Employed
257,Support,Medium,3,4,0,0,0.94,1,Employed
152,Finance,Low,4,3,1,0,0.78,0.93,Employed
242,Sales,Low,5,5,0,0,0.96,0.81,Left
133,Information_Technology,Low,2,4,0,0,0.91,0.68,Employed
132,Engineering,Medium,6,4,1,0,0.75,0.17,Employed
169,It,Medium,4,6,0,0,0.82,0.52,Employed
137,Sales,Low,6,10,0,0,0.98,1,Employed
213,Support,Medium,4,3,0,0,,0.87,Employed
248,Sales,Low,4,2,1,0,0.52,0.69,Employed
150,Product,Low,2,3,0,0,,0.48,Left
235,Engineering,Medium,2,2,0,0,0.54,0.49,Employed
238,Engineering,Low,5,6,0,0,0.9,0.79,Left
237,Engineering,Medium,3,3,0,0,0.77,0.59,Employed
232,Engineering,Medium,5,5,0,0,1,0.85,Left
236,Engineering,Low,4,3,0,0,0.96,0.65,Employed
147,Engineering,Low,4,4,0,0,0.55,0.65,Employed
236,Engineering,Medium,5,6,0,0,0.87,0.79,Left
156,It,Medium,2,3,0,0,0.53,0.46,Left
240,Engineering,Medium,4,5,1,0,0.93,0.41,Employed
66,Temp,Low,2,,1,0,,,Employed
141,Management,Low,2,3,0,0,0.48,0.47,Left
264,Support,Low,2,2,0,0,0.57,0.81,Employed
148,Sales,High,3,4,0,0,0.77,0.87,Employed
181,Procurement,Medium,4,3,0,0,0.75,0.59,Employed
98,Support,Medium,3,3,0,0,,0.81,Employed
188,Support,Medium,3,5,0,0,1,0.59,Employed
231,Engineering,Medium,3,4,0,0,0.71,0.65,Employed
267,Sales,Low,4,2,1,0,,0.7,Employed
258,Finance,Low,4,5,0,0,0.99,0.9,Left
187,Sales,Low,4,3,0,0,0.61,0.53,Employed
231,Product,Low,3,2,1,0,0.64,0.75,Employed
154,Support,Low,2,3,0,0,0.54,0.46,Left
160,Engineering,Medium,5,3,0,0,0.71,0.93,Employed
175,It,Low,3,3,0,0,,0.51,Employed
266,Engineering,Low,5,3,0,0,,0.56,Employed
104,,Medium,3,2,0,0,0.43,0.6,Employed
235,Sales,Low,5,4,0,0,0.98,0.87,Employed
160,Sales,Medium,4,3,0,0,,0.79,Employed
196,,Low,3,3,1,0,0.85,0.9,Employed
132,Management,Low,2,3,0,0,,0.39,Left
134,Sales,Medium,4,3,0,0,0.79,0.62,Employed
145,Sales,Low,2,3,0,0,0.47,0.34,Left
189,Sales,Low,3,3,0,0,1,0.57,Employed
110,Temp,Medium,2,,0,0,,,Employed
160,Support,Low,4,2,0,0,1,0.71,Employed
192,Engineering,Low,5,2,0,0,0.82,0.83,Employed
281,Marketing,Low,6,3,0,0,0.89,0.14,Employed
251,,Low,4,3,0,0,0.52,0.81,Employed
182,Sales,Medium,4,2,0,0,,0.49,Employed
173,Procurement,Low,5,2,0,0,0.87,0.82,Employed
188,Product,Medium,2,3,0,0,,0.48,Employed
154,Sales,Medium,2,3,0,0,0.53,0.33,Left
147,Engineering,Medium,4,3,0,0,0.96,0.84,Employed
251,Support,Medium,3,3,0,0,0.56,0.54,Employed
233,Support,Medium,4,2,0,0,0.57,0.69,Employed
167,Support,Medium,2,2,0,0,0.73,0.58,Employed
173,Support,High,5,2,0,0,0.88,0.58,Employed
251,Engineering,Medium,4,5,0,0,0.94,0.9,Left
157,Sales,Medium,3,4,0,0,0.58,0.68,Employed
279,Sales,Low,6,4,0,0,0.83,0.07,Left
144,Engineering,Medium,5,6,0,0,0.65,0.24,Employed
225,Information_Technology,Low,5,4,0,0,0.77,0.46,Employed
232,Support,Medium,3,2,0,0,0.96,0.54,Employed
195,Support,Low,5,6,0,0,0.65,0.92,Left
148,,Medium,4,5,0,0,0.76,0.14,Employed
275,Support,Low,6,4,0,0,0.92,0.1,Left
268,Finance,Medium,3,4,0,0,0.89,0.65,Employed
236,Marketing,Medium,5,5,0,0,0.91,0.74,Left
242,Sales,Low,3,5,1,0,0.63,0.93,Employed
161,Sales,Low,3,3,0,0,0.49,0.77,Employed
157,Sales,Low,2,3,0,0,,0.39,Left
281,It,Low,4,3,0,0,0.47,0.75,Employed
215,Admin,Medium,3,2,0,0,0.9,0.57,Employed
281,Finance,Medium,5,4,1,0,0.69,0.19,Employed
245,Product,Medium,5,3,1,0,0.84,0.95,Employed
172,Sales,Medium,5,3,0,0,0.6,0.89,Employed
127,Sales,Low,4,8,0,0,0.62,0.18,Employed
205,Product,High,3,3,0,0,0.93,0.73,Employed
196,Admin,Medium,4,2,0,0,0.68,0.82,Employed
133,Admin,Low,2,3,0,0,0.57,0.39,Left
298,It,Low,5,4,0,0,0.86,0.15,Left
161,Sales,High,4,3,0,0,0.86,0.77,Employed
145,Finance,Medium,4,3,0,0,1,0.89,Employed
267,Engineering,Low,5,5,0,0,0.99,0.69,Left
238,Product,Low,5,5,0,0,0.92,0.79,Left
187,Marketing,Low,3,3,0,0,0.82,0.85,Employed
240,Support,Medium,4,2,0,0,,0.69,Employed
149,Finance,Low,2,3,0,0,0.59,0.42,Left
147,Sales,Low,2,3,0,0,,0.41,Left
181,Marketing,Medium,4,3,0,0,,0.54,Employed
141,Engineering,Low,4,3,0,0,0.64,0.52,Employed
222,Product,Low,5,6,0,0,0.93,0.88,Left
153,Sales,Low,2,3,0,0,0.44,0.36,Left
192,Engineering,Medium,5,2,1,0,0.46,0.51,Employed
287,Support,Medium,7,4,0,0,0.97,0.08,Left
132,Support,Low,2,3,0,0,0.55,0.41,Left
245,,Low,5,4,0,0,0.93,0.26,Employed
168,Sales,High,5,6,0,0,0.44,0.71,Employed
165,Marketing,Medium,4,6,0,0,0.32,0.61,Employed
267,Product,Low,4,5,0,0,0.97,0.81,Left
237,Sales,Low,3,4,1,0,0.83,0.97,Employed
222,Engineering,Low,3,4,0,0,0.51,0.77,Employed
168,Finance,Medium,5,2,0,0,0.74,0.7,Employed
222,It,Medium,3,3,0,0,0.77,0.73,Employed
141,Sales,Low,3,2,0,0,0.55,0.65,Employed
266,Marketing,Medium,5,3,0,0,0.79,0.69,Employed
260,Finance,Medium,5,2,0,0,0.57,0.82,Employed
157,Sales,Low,3,2,0,0,0.63,0.75,Employed
210,Product,Low,5,2,0,0,0.72,0.98,Employed
168,Sales,High,4,3,0,0,0.73,0.8,Employed
143,Sales,Medium,2,6,0,0,0.77,0.58,Employed
149,Sales,Medium,5,7,1,0,0.65,0.14,Employed
198,Engineering,Low,3,2,0,0,0.81,0.81,Employed
147,Management,Low,2,3,1,0,0.57,0.44,Left
167,Sales,Low,5,2,0,0,0.71,0.68,Employed
270,Sales,Medium,3,2,0,0,0.67,0.55,Employed
209,Engineering,Low,3,3,0,0,0.58,0.77,Employed
178,Support,Medium,4,3,0,0,,0.96,Employed
282,Product,Low,6,4,0,0,1,0.16,Employed
214,Sales,Low,4,3,0,0,0.55,0.52,Employed
230,Sales,Medium,5,3,0,0,0.67,0.6,Employed
259,Sales,Low,4,5,0,0,0.97,0.8,Left
280,Engineering,Low,6,3,0,0,0.82,0.9,Employed
153,Product,Medium,2,3,0,0,0.57,0.45,Left
154,Support,Medium,4,4,0,0,0.94,0.8,Employed
173,Management,High,2,2,1,0,0.84,0.78,Employed
260,Product,High,5,2,0,0,0.65,0.55,Employed
140,Sales,Low,4,2,0,0,0.56,0.52,Employed
137,Product,Low,6,8,1,0,0.94,0.98,Employed
206,,Medium,4,4,0,0,0.87,0.73,Left
259,Product,Low,3,3,0,0,0.59,0.92,Employed
224,Sales,Low,5,5,0,0,0.96,0.94,Left
176,Management,Medium,4,8,0,0,0.53,0.97,Employed
156,Sales,Medium,2,3,0,0,,0.41,Left
269,Sales,Low,5,3,0,0,0.75,1,Employed
254,Support,Low,4,3,0,0,0.73,0.6,Employed
150,Engineering,Low,4,4,0,0,0.64,0.51,Employed
150,Engineering,Low,4,3,0,0,0.88,0.66,Employed
204,Marketing,Medium,4,4,0,0,0.64,0.54,Employed
258,Finance,Low,4,5,0,0,1,0.88,Left
264,It,Medium,2,3,0,0,0.83,1,Employed
266,Sales,Low,4,3,0,0,0.55,0.77,Employed
167,It,Medium,3,3,0,0,,0.6,Employed
247,Sales,Medium,4,3,0,0,0.74,0.13,Employed
244,Sales,Low,4,3,0,0,0.88,0.5,Employed
171,It,Low,5,3,0,0,0.73,0.94,Employed
298,Support,Medium,6,4,0,0,0.76,0.05,Left
262,Support,Low,4,6,0,0,0.91,0.87,Left
160,Engineering,Medium,5,5,0,0,0.57,0.11,Employed
200,Sales,Medium,4,3,0,0,0.93,0.78,Employed
222,Finance,High,4,2,1,0,,0.76,Employed
196,Marketing,High,4,2,1,0,0.89,1,Employed
241,It,Low,4,2,0,0,,0.78,Employed
222,Engineering,Low,5,4,0,0,0.66,0.84,Employed
211,Engineering,Low,3,4,0,0,0.57,0.48,Employed
175,It,Low,5,3,0,0,,0.8,Employed
265,Engineering,Medium,5,5,0,0,0.84,0.95,Left
270,Finance,Medium,4,10,0,0,0.92,0.84,Employed
261,Sales,Medium,5,6,0,0,0.93,0.79,Left
176,Engineering,Low,3,3,1,0,0.66,0.7,Employed
245,Engineering,Low,4,2,0,0,0.58,0.58,Employed
193,It,Low,3,3,1,0,0.36,0.29,Employed
132,It,Low,5,6,0,0,0.77,0.57,Left
129,Support,Medium,2,3,0,0,0.4,0.41,Left
196,Support,Low,5,5,1,0,0.76,0.22,Employed
151,Engineering,Low,5,4,1,0,0.59,0.24,Employed
239,Engineering,Medium,4,2,1,0,0.77,0.6,Employed
228,,Low,4,5,0,0,0.99,0.8,Left
267,Management,Medium,7,4,0,0,0.9,0.15,Left
126,Temp,Low,2,,0,0,,,Employed
285,Support,Medium,6,4,0,0,0.9,0.14,Left
229,Sales,Medium,6,8,0,0,0.85,0.26,Employed
260,Support,Medium,5,3,0,0,,0.99,Employed
156,Sales,Medium,3,7,0,0,0.79,0.49,Employed
225,Sales,High,3,2,0,0,0.82,0.99,Employed
253,Sales,Medium,6,4,0,0,0.87,0.14,Left
194,Sales,Medium,5,7,1,0,0.75,1,Employed
286,Sales,Medium,2,3,0,0,0.52,0.58,Employed
126,Engineering,Low,2,3,0,0,0.5,0.41,Left
264,It,Low,6,4,0,0,0.92,0.16,Left
274,Sales,Medium,3,2,0,0,0.78,0.85,Employed
245,It,Low,3,4,0,0,0.68,0.58,Employed
148,Marketing,Low,3,3,0,0,1,0.92,Employed
123,Finance,Medium,3,3,0,0,,0.47,Employed
128,Support,Low,5,5,0,0,0.57,1,Employed
242,Product,Low,3,3,0,0,0.55,0.62,Employed
224,It,Low,3,3,0,0,0.46,0.63,Employed
141,Engineering,Medium,2,3,0,0,0.5,0.39,Left
145,Support,Medium,4,4,0,0,0.82,0.68,Employed
206,Information_Technology,Medium,3,4,0,0,0.81,0.58,Employed
151,Management,Medium,4,2,0,0,,0.55,Employed
154,It,Low,3,3,1,0,0.84,0.9,Employed
164,It,High,3,3,0,0,0.65,0.76,Employed
232,Sales,Medium,5,4,0,0,0.44,0.66,Employed
252,Engineering,Low,6,4,0,0,0.79,0.12,Left
147,Product,Medium,4,2,0,0,0.45,0.81,Employed
197,Support,Low,4,3,0,0,,0.74,Employed
255,Engineering,Low,4,3,1,0,,0.53,Employed
135,Temp,Low,2,,0,0,,,Employed
272,It,Medium,5,5,0,0,0.88,0.77,Left
263,It,Medium,5,8,0,0,0.55,0.86,Employed
236,Sales,Medium,3,2,1,0,0.76,1,Employed
149,Marketing,Low,3,3,0,0,0.39,0.48,Employed
187,Sales,Low,5,2,0,0,0.61,0.58,Employed
244,Support,High,4,3,0,0,0.85,1,Employed
140,Admin,Low,4,3,0,0,0.82,0.62,Employed
180,Engineering,Medium,4,3,0,0,0.41,0.52,Employed
247,Engineering,Medium,5,2,0,0,0.87,0.81,Employed
190,Marketing,Medium,2,8,0,0,0.71,0.52,Employed
171,Finance,Medium,5,2,0,0,0.58,0.57,Employed
227,Sales,Medium,5,5,0,0,0.92,0.39,Employed
142,Marketing,Medium,4,2,0,0,0.78,0.79,Employed
129,Management,High,3,3,0,1,0.71,0.92,Employed
145,Engineering,Low,4,3,0,0,,0.78,Employed
244,Sales,Low,4,3,0,0,,0.48,Employed
195,Sales,Low,5,3,0,0,0.5,0.52,Employed
258,It,Low,5,2,0,0,0.79,0.51,Employed
263,Management,Medium,4,3,0,0,0.96,0.88,Employed
239,Sales,Medium,3,4,1,0,1,0.71,Employed
173,Product,Low,3,2,0,0,0.71,0.74,Employed
220,Procurement,Low,3,3,0,0,0.96,0.91,Employed
131,Engineering,Medium,5,6,0,0,0.43,0.9,Employed
287,Engineering,Medium,6,4,0,0,0.96,0.12,Left
183,Sales,Low,3,3,0,0,0.77,0.53,Employed
237,Support,Medium,4,3,0,0,0.87,0.84,Employed
247,Sales,Medium,6,4,0,0,0.81,0.16,Left
201,Support,Low,3,3,0,0,0.84,0.99,Employed
263,Sales,High,5,3,0,0,0.61,0.96,Employed
286,Product,Low,6,4,0,0,0.81,0.11,Left
211,Support,Low,2,3,0,0,0.79,0.76,Left
185,Engineering,Medium,4,3,1,0,0.54,0.96,Employed
235,Support,Low,4,2,0,0,0.69,0.96,Employed
138,Engineering,Low,2,3,0,0,0.45,0.44,Left
238,Engineering,Low,4,2,0,0,0.85,0.97,Employed
263,Finance,Medium,3,3,0,0,0.95,0.75,Employed
228,Sales,Low,5,4,1,0,1,0.93,Employed
244,Product,Low,6,4,0,0,0.77,0.08,Left
151,Sales,Medium,4,3,1,0,0.99,0.88,Employed
179,Engineering,Low,2,2,0,0,0.56,0.47,Employed
150,Sales,Low,2,3,0,0,0.57,0.43,Left
153,Management,High,3,10,0,0,0.72,0.94,Employed
257,It,Medium,5,3,0,0,0.9,0.94,Employed
205,Engineering,Medium,4,3,0,0,0.65,0.59,Employed
239,Product,Medium,4,2,0,0,0.93,0.87,Employed
177,Sales,Medium,3,3,0,0,0.81,0.82,Employed
198,Marketing,Medium,3,3,0,0,0.5,0.97,Employed
236,Engineering,Medium,4,4,1,0,0.87,0.96,Employed
270,,Medium,3,6,0,0,0.86,0.67,Employed
128,Sales,Low,2,3,0,0,0.48,0.44,Left
150,Marketing,Low,3,2,0,0,0.85,0.47,Employed
151,Engineering,Medium,2,3,0,0,0.45,0.47,Left
183,Support,Low,3,2,0,0,,0.61,Employed
173,Support,Low,5,3,0,0,0.58,0.48,Employed
249,Sales,Medium,4,3,0,0,0.98,0.5,Employed
281,Engineering,Low,7,4,0,0,0.77,0.05,Left
208,Sales,Low,4,3,0,0,0.94,0.51,Employed
172,Engineering,Medium,5,2,0,0,0.88,0.6,Employed
275,Management,Medium,4,3,0,0,0.48,0.91,Employed
190,Product,Medium,4,3,0,0,0.44,0.43,Employed
180,,Low,3,2,0,0,0.59,0.79,Employed
261,Engineering,Low,4,3,0,0,0.99,0.74,Employed
220,Finance,Low,3,3,0,0,0.99,0.93,Employed
248,Sales,Medium,2,2,0,0,0.44,0.41,Left
135,Sales,Medium,3,2,0,0,0.59,0.57,Employed
257,Product,Low,2,2,1,0,0.67,0.74,Employed
185,Management,High,6,3,0,1,0.75,0.36,Employed
145,Sales,Medium,2,3,0,0,0.57,0.47,Left
242,,Medium,6,3,1,0,1,0.9,Employed
158,Sales,Low,5,3,0,0,0.93,0.85,Employed
276,It,Medium,4,2,0,0,0.86,0.23,Employed
301,Finance,Low,6,4,0,0,0.84,0.08,Left
274,It,Low,4,5,0,0,0.91,0.86,Left
204,Support,Low,3,3,0,0,0.87,0.81,Employed
121,Temp,Medium,1,,0,0,,,Employed
105,Information_Technology,Low,2,3,0,0,,0.34,Employed
194,Sales,Low,2,4,0,0,0.5,0.63,Employed
135,Sales,Medium,5,6,0,0,0.44,0.97,Employed
151,Sales,Low,6,3,0,0,0.76,0.36,Employed
130,It,Low,5,2,0,0,0.56,0.28,Employed
294,Finance,Low,6,4,0,0,0.61,0.06,Left
105,Engineering,Medium,6,6,0,0,0.42,0.28,Employed
139,Sales,Low,4,3,0,0,0.47,0.89,Employed
218,Support,Medium,5,3,0,0,0.81,0.53,Employed
151,Product,Medium,4,3,0,0,,0.96,Employed
224,Support,Low,4,3,0,0,0.87,0.69,Employed
176,Product,Low,3,2,0,0,0.72,0.6,Employed
275,Engineering,Medium,4,5,0,0,0.95,0.84,Left
202,Marketing,Low,3,3,0,0,0.7,0.52,Employed
305,Engineering,Medium,7,4,0,0,0.9,0.06,Left
133,,High,4,4,0,0,0.81,0.72,Employed
166,Finance,Medium,3,3,1,0,1,0.87,Employed
203,It,Medium,3,2,1,0,,0.64,Employed
230,Sales,Medium,2,4,0,0,0.54,0.66,Employed
250,Information_Technology,Medium,5,4,0,0,0.83,0.09,Left
237,Support,Medium,4,2,0,0,0.6,0.94,Employed
212,,Medium,3,3,0,0,0.89,0.6,Employed
275,Sales,Low,2,2,0,0,,0.6,Employed
183,Finance,High,5,5,0,0,0.95,0.19,Employed
161,,Medium,3,3,0,0,0.95,0.84,Employed
296,Sales,Low,7,4,0,0,0.88,0.06,Left
183,Sales,Low,3,2,1,0,0.52,0.95,Employed
187,Management,High,4,4,1,0,0.59,0.95,Employed
245,Sales,Medium,4,4,0,0,0.9,0.93,Employed
232,It,Medium,5,5,1,0,0.95,0.81,Left
227,Support,Low,5,2,0,0,0.53,0.71,Employed
262,Finance,Medium,3,2,0,0,0.77,0.8,Employed
127,Finance,Low,2,3,0,0,0.46,0.37,Left
271,Marketing,Medium,3,4,0,0,0.57,0.82,Employed
263,,Medium,5,5,0,0,0.98,0.85,Left
173,Engineering,Medium,2,3,0,0,0.51,0.46,Employed
222,Sales,Medium,3,4,0,0,0.97,0.61,Employed
116,,Low,2,6,1,0,0.5,0.3,Employed
122,Sales,Low,5,4,0,0,0.42,0.6,Employed
133,Finance,Medium,5,4,0,0,0.59,0.42,Employed
143,Management,Medium,4,8,0,0,0.67,0.64,Employed
263,Admin,Low,3,2,0,0,0.48,0.86,Employed
269,Finance,High,6,2,0,0,0.57,0.19,Employed
217,Support,Medium,5,2,0,0,,0.77,Employed
225,Engineering,Low,4,3,0,0,0.56,0.83,Employed
220,Management,Medium,3,3,0,0,0.82,0.84,Employed
242,Sales,Medium,4,3,0,0,0.53,0.73,Employed
161,Admin,Medium,4,2,0,0,0.88,0.85,Employed
177,Support,Medium,3,2,1,0,0.62,0.66,Employed
178,Product,Low,4,3,0,0,,0.89,Employed
175,It,Low,5,6,1,0,0.84,0.14,Employed
260,Product,Low,4,5,0,0,0.89,0.15,Employed
233,Sales,Medium,4,5,0,0,0.62,0.24,Employed
138,Support,Low,3,10,0,0,0.92,0.63,Employed
125,Sales,Medium,3,7,0,0,0.39,0.47,Employed
254,Engineering,Low,4,5,0,0,0.97,0.79,Left
281,Sales,Low,4,2,0,0,0.46,0.79,Employed
279,It,Low,3,4,0,0,0.84,0.45,Employed
127,Sales,Medium,2,3,0,0,,0.34,Left
260,Support,Medium,3,4,1,0,0.82,0.67,Employed
259,It,Low,5,4,1,0,0.55,0.12,Employed
274,Support,High,3,2,0,0,0.92,0.74,Employed
196,Engineering,High,4,5,0,0,0.76,0.11,Employed
111,Engineering,Medium,3,3,0,0,0.59,0.34,Employed
154,Sales,Medium,6,10,1,0,0.6,0.17,Employed
209,Procurement,Medium,4,2,0,0,0.92,0.98,Employed
252,Support,Medium,4,3,1,0,0.91,0.59,Employed
266,It,Low,5,7,0,0,0.6,0.17,Employed
234,Engineering,Low,5,6,0,0,0.65,0.99,Employed
151,Procurement,Medium,5,6,0,0,0.61,0.21,Employed
151,,Medium,2,3,0,0,0.55,0.42,Left
152,Support,Medium,5,3,0,0,0.46,0.95,Employed
239,It,Low,3,3,0,0,,0.71,Employed
239,Support,Medium,5,5,0,0,0.59,0.41,Employed
211,It,High,3,3,0,0,,0.47,Employed
305,Marketing,Low,6,4,0,0,0.87,0.08,Left
158,Management,Medium,5,3,0,0,0.63,0.91,Employed
229,,Low,5,3,0,0,0.78,0.51,Employed
156,Engineering,Low,2,3,0,0,0.53,0.35,Left
211,It,Low,3,2,0,0,0.94,0.69,Employed
145,Admin,Low,4,5,0,0,0.56,0.15,Employed
232,Engineering,Low,4,4,0,0,0.61,0.8,Employed
159,Engineering,Medium,2,3,1,0,0.66,0.72,Employed
222,Marketing,High,6,5,0,0,0.69,0.61,Employed
176,It,Medium,3,2,0,0,0.7,0.81,Employed
237,,Low,3,2,0,0,0.73,0.6,Employed
121,Support,Medium,4,5,1,0,0.47,0.38,Employed
173,Product,Medium,4,3,0,0,0.7,0.59,Employed
133,Engineering,Low,4,2,0,0,0.98,0.64,Employed
287,Sales,Low,6,5,1,0,0.97,0.26,Employed
225,,Medium,3,4,0,0,0.89,0.8,Employed
271,,Medium,3,2,0,0,0.99,0.81,Employed
191,Sales,Medium,3,2,0,0,0.74,1,Employed
141,Product,Low,5,3,1,0,0.9,0.88,Employed
219,Marketing,Medium,4,2,0,0,0.8,0.88,Employed
146,,Low,3,5,0,0,0.93,0.78,Left
152,Marketing,High,4,3,0,0,0.63,0.69,Employed
269,Sales,Medium,4,3,0,0,0.58,0.86,Employed
161,Admin,Medium,2,3,0,0,0.52,0.37,Left
304,Sales,Low,6,4,0,0,0.94,0.15,Left
195,Sales,Medium,4,5,0,0,0.59,0.2,Employed
249,Support,Low,3,2,1,0,0.76,0.66,Employed
211,Marketing,Low,4,3,0,0,,0.97,Employed
237,Support,High,5,5,0,0,0.83,0.82,Left
238,,Low,3,3,0,0,0.6,0.6,Employed
251,Engineering,Medium,6,4,0,0,0.88,0.18,Left
149,Support,Low,4,4,0,0,0.45,0.63,Employed
123,Sales,Medium,6,5,0,0,0.83,0.64,Employed
215,Sales,Medium,3,2,0,0,,1,Employed
145,Marketing,Medium,4,3,0,0,0.6,0.97,Employed
236,Sales,Medium,6,3,0,0,0.59,0.65,Employed
200,,Medium,3,2,1,0,0.59,0.7,Employed
142,Sales,Low,2,3,0,0,0.51,0.4,Left
135,Marketing,Low,3,3,0,1,,0.85,Employed
270,Support,Medium,3,3,0,0,0.65,0.57,Employed
127,Support,Medium,3,4,0,0,0.58,0.78,Employed
241,Sales,Low,5,3,0,0,0.97,0.8,Employed
262,Support,Medium,5,6,0,0,0.66,0.17,Employed
239,It,Medium,3,3,0,0,0.89,0.7,Employed
266,Sales,Medium,6,4,1,0,0.76,0.15,Left
189,Support,Medium,3,2,0,0,0.88,0.97,Employed
253,It,Low,4,3,0,0,0.96,0.93,Employed
220,Product,Medium,5,2,0,0,0.93,0.66,Employed
167,It,Low,3,2,1,0,0.5,0.81,Employed
264,Information_Technology,Medium,6,5,0,0,0.95,0.1,Left
248,Finance,Low,4,6,0,0,0.87,0.72,Left
228,Engineering,Low,3,2,0,0,,0.71,Employed
221,Sales,Medium,5,6,0,0,1,0.95,Left
177,Engineering,Low,3,3,0,0,0.94,0.76,Employed
248,Engineering,Medium,3,3,0,0,1,0.91,Employed
136,Management,Low,2,3,0,0,0.46,0.36,Left
273,Support,High,3,3,0,0,1,0.74,Employed
140,Sales,Medium,2,3,0,0,0.5,0.37,Left
190,Sales,Medium,4,3,0,0,0.84,0.76,Employed
115,Sales,High,3,6,0,0,0.73,0.39,Employed
267,Engineering,Low,3,3,0,0,0.76,0.65,Employed
261,Engineering,Low,4,3,0,0,0.65,0.91,Employed
161,Engineering,High,4,3,0,0,,0.76,Employed
263,Support,High,4,3,1,0,0.8,0.61,Employed
186,Engineering,Medium,5,2,0,0,0.59,0.89,Employed
242,Engineering,Medium,3,3,0,0,0.64,0.66,Employed
180,Support,Medium,4,2,0,0,,0.67,Employed
175,,Low,3,3,1,0,0.73,0.62,Employed
152,Engineering,Medium,4,3,1,0,0.76,0.65,Employed
173,Procurement,Low,5,3,0,0,0.92,0.92,Employed
139,,Medium,2,3,0,0,0.51,0.48,Left
133,Engineering,Medium,4,4,0,0,0.63,0.96,Employed
233,Engineering,Low,2,5,1,0,0.51,1,Employed
154,It,Medium,2,3,0,0,0.74,0.84,Employed
260,Engineering,Low,3,2,0,0,0.75,0.58,Employed
158,It,Low,4,3,0,0,0.77,1,Employed
229,Support,Medium,3,3,0,0,0.64,0.79,Employed
164,Sales,Medium,4,3,0,1,0.95,0.49,Employed
216,Engineering,Low,3,4,0,0,0.89,0.69,Employed
246,Sales,Medium,4,3,0,0,1,0.85,Employed
216,It,Medium,5,4,0,0,0.79,0.78,Employed
197,Procurement,Low,5,4,1,0,0.74,0.29,Employed
268,Admin,Medium,5,3,0,0,0.79,0.51,Employed
238,Engineering,Medium,3,6,0,0,0.81,0.2,Employed
147,Sales,Low,2,3,0,0,0.52,0.48,Left
220,,Low,5,3,0,0,0.87,0.58,Employed
276,Support,Medium,5,5,0,0,0.82,0.76,Left
173,Sales,Medium,4,4,0,0,0.87,0.79,Employed
264,Support,Low,4,3,0,0,0.74,0.65,Employed
127,Finance,Medium,2,3,0,0,0.49,0.34,Left
255,Management,Low,4,5,0,0,0.83,0.84,Left
157,Management,Medium,2,3,0,0,0.54,0.45,Left
107,Admin,High,3,3,0,0,0.68,0.36,Employed
145,Support,Medium,3,2,0,0,0.48,0.48,Employed
228,Engineering,Medium,3,4,1,0,0.65,0.26,Employed
208,Marketing,Medium,4,4,0,0,0.55,0.34,Employed
203,It,Low,5,2,0,0,,0.52,Employed
171,Information_Technology,Medium,4,3,0,0,,0.67,Employed
195,Engineering,Low,4,4,0,0,0.58,0.96,Employed
228,Support,Low,4,5,0,0,0.94,0.79,Left
161,Engineering,Low,3,3,0,0,0.97,0.75,Employed
245,Engineering,Low,5,3,1,0,0.7,0.78,Employed
173,Sales,Medium,6,3,0,0,0.96,0.43,Employed
274,It,Medium,5,4,0,0,0.47,1,Employed
253,Support,Medium,4,3,0,0,0.91,0.95,Employed
137,Product,Low,4,2,0,0,,0.73,Employed
183,Engineering,Low,3,2,0,0,0.54,0.69,Employed
252,Support,Low,2,3,0,0,0.64,0.71,Employed
209,Management,Low,3,3,0,0,0.78,0.61,Employed
143,Engineering,High,2,3,0,0,0.43,0.4,Left
202,Sales,Medium,3,2,0,0,,0.88,Employed
221,Sales,Medium,3,10,1,0,0.84,0.49,Employed
271,Sales,Low,2,3,0,0,0.93,0.51,Employed
202,Sales,Medium,6,4,1,1,0.87,0.14,Employed
200,Support,Low,3,2,0,0,0.74,0.64,Employed
127,Temp,Medium,2,,0,0,,,Left
160,Support,Medium,2,3,0,0,0.61,0.64,Employed
135,Engineering,Medium,2,3,0,0,0.54,0.37,Left
231,,Medium,3,6,0,0,0.58,0.89,Employed
248,,Medium,4,5,1,0,0.48,0.85,Employed
211,Sales,High,4,7,0,0,0.88,0.42,Employed
261,It,Low,3,4,0,0,0.77,0.6,Employed
151,It,Medium,5,6,0,0,0.88,0.94,Employed
161,Support,Medium,3,3,0,0,0.54,0.82,Employed
65,Temp,High,1,,0,0,,,Left
196,,Low,3,4,0,0,0.93,0.89,Employed
163,Engineering,Medium,3,3,0,0,0.62,0.98,Employed
247,Support,Medium,3,2,0,0,0.48,0.87,Employed
134,Finance,Low,2,3,0,0,0.51,0.45,Left
