School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Standard Score
Summitview Elementary,https://www.schooldigger.com/go/WA/schools/0972001652/school.aspx,West Valley School District (Yakima),https://www.schooldigger.com/go/WA/district/09720/search.aspx,6305 W Chestnut Ave,Yakima,https://www.schooldigger.com/go/WA/city/Yakima/search.aspx,98908,Yakima County,(509) 972-5540,KG,4,No,No,No,No,287,19.1,15,56.4,1,0.3,0.3,49.8,0,2.8,45.6,42.2
Mcclure Elementary School,https://www.schooldigger.com/go/WA/schools/0315000501/school.aspx,Grandview School District,https://www.schooldigger.com/go/WA/district/03150/search.aspx,811 W 2nd ST,Grandview,https://www.schooldigger.com/go/WA/city/Grandview/search.aspx,98930,Yakima County,(509) 882-7100,PK,5,Yes,No,No,No,587,35,16.7,87.4,0,0,0,94.2,0,0.2,5.6,42
University Elementary School,https://www.schooldigger.com/go/WA/schools/0111000203/school.aspx,Central Valley School District,https://www.schooldigger.com/go/WA/district/01110/search.aspx,1613 S University Rd,Spokane Valley,https://www.schooldigger.com/go/WA/city/Spokane+Valley/search.aspx,99206,Spokane County,(509) 558-4650,PK,5,Yes,No,No,No,285,26,10.9,42.8,3.5,2.5,2.1,5.3,2.1,7,77.2,42
Graham Hill Elementary School,https://www.schooldigger.com/go/WA/schools/0771001175/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,5149 S Graham St,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98118,King County,(206) 252-7140,PK,5,Yes,No,No,No,299,27.2,10.9,50.2,33.4,0,17.7,20.4,0.3,11.4,16.7,41.9
Evergreen Elementary,https://www.schooldigger.com/go/WA/schools/0669000982/school.aspx,Peninsula School District,https://www.schooldigger.com/go/WA/district/06690/search.aspx,1820 Key Peninsula Hwy KPS,Lakebay,https://www.schooldigger.com/go/WA/city/Lakebay/search.aspx,98349,Pierce County,(253) 530-1300,PK,5,Yes,No,No,No,216,18,11.9,50,0.5,0,0,14.8,0,4.6,80.1,41.8
P C Jantz Elementary,https://www.schooldigger.com/go/WA/schools/0612000915/school.aspx,Odessa School District,https://www.schooldigger.com/go/WA/district/06120/search.aspx,311 South First Street,Odessa,https://www.schooldigger.com/go/WA/city/Odessa/search.aspx,99159,Lincoln County,(509) 982-2603,PK,6,Yes,No,No,No,120,9.3,12.8,45,1.7,0.8,0,10,0,3.3,84.2,41.8
Cascade Elementary School,https://www.schooldigger.com/go/WA/schools/0393001839/school.aspx,Kennewick School District,https://www.schooldigger.com/go/WA/district/03930/search.aspx,505 South Highland Drive,Kennewick,https://www.schooldigger.com/go/WA/city/Kennewick/search.aspx,99337,Benton County,(509) 585-3400,KG,5,No,No,No,No,554,31,17.8,55.8,2,0,0.2,34.8,0,3.6,59.4,41.7
Colton School,https://www.schooldigger.com/go/WA/schools/0150000277/school.aspx,Colton School District,https://www.schooldigger.com/go/WA/district/01500/search.aspx,706 Union,Colton,https://www.schooldigger.com/go/WA/city/Colton/search.aspx,99113,Whitman County,(509) 229-3386,PK,12,Yes,No,No,No,168,15.4,10.9,30.4,0,0,0.6,4.2,0,0.6,94,41.6
Garden Heights Elementary,https://www.schooldigger.com/go/WA/schools/0522000787/school.aspx,Moses Lake School District,https://www.schooldigger.com/go/WA/district/05220/search.aspx,707 E Nelson Road,Moses Lake,https://www.schooldigger.com/go/WA/city/Moses+Lake/search.aspx,98837,Grant County,(509) 766-2651,KG,5,Yes,No,No,No,452,29.8,15.1,56.2,1.5,0.2,1.5,48,0.2,5.1,43.4,41.5
Elger Bay Elementary,https://www.schooldigger.com/go/WA/schools/0834002825/school.aspx,Stanwood-Camano School District,https://www.schooldigger.com/go/WA/district/08340/search.aspx,1810 Elger Bay Rd,Camano Island,https://www.schooldigger.com/go/WA/city/Camano+Island/search.aspx,98282,Island County,(360) 629-1290,KG,5,Yes,No,No,No,299,21,14.2,33.8,0,1,0.7,9,0,8.7,80.6,41.5
Morton Elementary School,https://www.schooldigger.com/go/WA/schools/0519000783/school.aspx,Morton School District,https://www.schooldigger.com/go/WA/district/05190/search.aspx,400 W Main Ave,Morton,https://www.schooldigger.com/go/WA/city/Morton/search.aspx,98356,Lewis County,(360) 496-5143,PK,6,Yes,No,No,No,170,11.1,15.2,58.2,1.8,0,0.6,9.4,0,10,78.2,41.5
Toutle Lake Elementary,https://www.schooldigger.com/go/WA/schools/0903002069/school.aspx,Toutle Lake School District,https://www.schooldigger.com/go/WA/district/09030/search.aspx,5050 Spirit Lake Hwy,Toutle,https://www.schooldigger.com/go/WA/city/Toutle/search.aspx,98649,Cowlitz County,(360) 274-6142,KG,6,Yes,No,No,No,358,21,17,39.9,0.3,0.3,0,4.7,0,6.4,88.3,41.4
Lynnwood Elementary,https://www.schooldigger.com/go/WA/schools/0240000344/school.aspx,Edmonds School District,https://www.schooldigger.com/go/WA/district/02400/search.aspx,18638 44th Ave W,Lynnwood,https://www.schooldigger.com/go/WA/city/Lynnwood/search.aspx,98037,Snohomish County,(425) 431-7615,KG,6,Yes,No,No,No,552,32.2,17.1,35.9,7.8,0.5,21,25.9,0.7,11.1,33,41.4
Jackson Elementary School,https://www.schooldigger.com/go/WA/schools/0267000401/school.aspx,Everett School District,https://www.schooldigger.com/go/WA/district/02670/search.aspx,3700 Federal Ave.,Everett,https://www.schooldigger.com/go/WA/city/Everett/search.aspx,98201,Snohomish County,(425) 385-5600,PK,5,Yes,No,No,No,289,23.4,12.3,62.6,4.5,1.4,3.1,23.2,5.5,12.8,49.5,41.3
Snoqualmie Parent Partnership Program,https://www.schooldigger.com/go/WA/schools/0804003394/school.aspx,Snoqualmie Valley School District,https://www.schooldigger.com/go/WA/district/08040/search.aspx,9200 Railroad Ave SE,Snoqualmie,https://www.schooldigger.com/go/WA/city/Snoqualmie/search.aspx,98065,King County,(425) 831-8440,KG,10,No,No,No,No,117,,,5.1,0,0,2.6,6,1.7,11.1,78.6,41.2
Parkway Elementary,https://www.schooldigger.com/go/WA/schools/0132000238/school.aspx,Clarkston School District,https://www.schooldigger.com/go/WA/district/01320/search.aspx,1103 4th St,Clarkston,https://www.schooldigger.com/go/WA/city/Clarkston/search.aspx,99403,Asotin County,(509) 758-2553,KG,6,Yes,No,No,No,293,16.1,18.1,62.1,0.7,1.7,0.3,9.2,0,7.8,79.9,41
Columbia Heights Elementary,https://www.schooldigger.com/go/WA/schools/0447000700/school.aspx,Longview School District,https://www.schooldigger.com/go/WA/district/04470/search.aspx,2820 Parkview Drive,Longview,https://www.schooldigger.com/go/WA/city/Longview/search.aspx,98632,Cowlitz County,(360) 575-7461,KG,5,No,No,No,No,337,21.5,15.6,49.6,0.3,2.1,1.8,16.3,0,10.1,69.4,40.8
Oroville Elementary,https://www.schooldigger.com/go/WA/schools/0642000950/school.aspx,Oroville School District,https://www.schooldigger.com/go/WA/district/06420/search.aspx,808 Main,Oroville,https://www.schooldigger.com/go/WA/city/Oroville/search.aspx,98844,Okanogan County,(509) 476-3332,PK,6,Yes,No,No,No,274,20.3,13.4,79.6,0,0.4,0.4,39.4,0,2.9,56.2,40.6
Hathaway Elementary,https://www.schooldigger.com/go/WA/schools/0954001622/school.aspx,Washougal School District,https://www.schooldigger.com/go/WA/district/09540/search.aspx,630 24th St,Washougal,https://www.schooldigger.com/go/WA/city/Washougal/search.aspx,98671,Clark County,(360) 954-3800,PK,5,Yes,No,No,No,232,18.1,12.7,44.4,0.4,0.4,0,16.4,0,6.5,76.3,40.6
Riverview Elementary School,https://www.schooldigger.com/go/WA/schools/0270000424/school.aspx,Evergreen School District (Clark),https://www.schooldigger.com/go/WA/district/02700/search.aspx,12601 SE Riverridge Drive,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98684,Clark County,(360) 604-6625,PK,5,No,No,No,No,387,30.2,12.8,43.7,3.4,1,4.7,27.1,1.8,10.3,51.7,40.6
Grant Elementary School,https://www.schooldigger.com/go/WA/schools/0231000319/school.aspx,Eastmont School District,https://www.schooldigger.com/go/WA/district/02310/search.aspx,1430 SE 1st Street,East Wenatchee,https://www.schooldigger.com/go/WA/city/East+Wenatchee/search.aspx,98802,Douglas County,(509) 884-0557,KG,4,Yes,No,No,No,436,29,15,48.9,0,0,0.7,51.6,0,2.5,45.2,40.6
Kenroy Elementary,https://www.schooldigger.com/go/WA/schools/0231000320/school.aspx,Eastmont School District,https://www.schooldigger.com/go/WA/district/02310/search.aspx,601 N. Jonathan Ave.,East Wenatchee,https://www.schooldigger.com/go/WA/city/East+Wenatchee/search.aspx,98802,Douglas County,(509) 884-1443,KG,4,Yes,No,No,No,432,30,14.4,63.2,0.5,0.7,1.2,50.9,0,2.3,44.4,40.5
Hazel Dell Elementary School,https://www.schooldigger.com/go/WA/schools/0927001566/school.aspx,Vancouver School District,https://www.schooldigger.com/go/WA/district/09270/search.aspx,511 NE Anderson Rd,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98665,Clark County,(360) 313-2050,KG,5,Yes,No,No,No,342,24,14.2,55.3,2.9,0.3,2.6,34.5,0.9,10.2,48.5,40.2
Stewart Elementary,https://www.schooldigger.com/go/WA/schools/0696001031/school.aspx,Puyallup School District,https://www.schooldigger.com/go/WA/district/06960/search.aspx,426 4th Ave NE,Puyallup,https://www.schooldigger.com/go/WA/city/Puyallup/search.aspx,98372,Pierce County,(253) 841-8743,PK,6,Yes,No,No,No,329,24.5,13.3,51.7,9.7,1.8,2.4,23.7,4,10.6,47.7,40.2
Adams Elementary,https://www.schooldigger.com/go/WA/schools/0111000187/school.aspx,Central Valley School District,https://www.schooldigger.com/go/WA/district/01110/search.aspx,14707 E 8th Ave,Spokane Valley,https://www.schooldigger.com/go/WA/city/Spokane+Valley/search.aspx,99037,Spokane County,(509) 558-4000,PK,5,Yes,No,No,No,397,28,14.1,43.6,4.3,1.3,2.8,6,0.8,8.1,76.8,40.1
Fort Stevens Elementary,https://www.schooldigger.com/go/WA/schools/1014002393/school.aspx,Yelm School District,https://www.schooldigger.com/go/WA/district/10140/search.aspx,16525 100th Way SE,Yelm,https://www.schooldigger.com/go/WA/city/Yelm/search.aspx,98597,Thurston County,(360) 458-4800,PK,5,Yes,No,No,No,486,32.1,15.1,62.3,1.6,1,1.6,19.1,2.3,9.9,64.4,40.1
Zillah Intermediate School,https://www.schooldigger.com/go/WA/schools/1017001896/school.aspx,Zillah School District,https://www.schooldigger.com/go/WA/district/10170/search.aspx,303 Second Avenue,Zillah,https://www.schooldigger.com/go/WA/city/Zillah/search.aspx,98953,Yakima County,(509) 829-5555,4,6,Yes,No,No,No,288,14.9,19.3,60.8,0,3.5,0,56.3,0,4.2,36.1,40.1
Cougar Creek Elementary School,https://www.schooldigger.com/go/WA/schools/0426003156/school.aspx,Lakewood School District,https://www.schooldigger.com/go/WA/district/04260/search.aspx,16216 11th Ave N.E.,Arlington,https://www.schooldigger.com/go/WA/city/Arlington/search.aspx,98223,Snohomish County,(360) 652-4517,KG,5,No,No,No,No,365,25.4,14.3,37.5,1.4,0,3.3,17.8,0.5,13.4,63.6,40.1
Lacey Elementary,https://www.schooldigger.com/go/WA/schools/0585000864/school.aspx,North Thurston Public Schools,https://www.schooldigger.com/go/WA/district/05850/search.aspx,1800 Homann Dr SE,Lacey,https://www.schooldigger.com/go/WA/city/Lacey/search.aspx,98503,Thurston County,(360) 412-4650,KG,5,Yes,No,No,No,391,34.9,11.1,54.7,2.6,0.5,3.8,24.3,3.8,14.8,50.1,40
Shorewood Elementary,https://www.schooldigger.com/go/WA/schools/0354000550/school.aspx,Highline School District,https://www.schooldigger.com/go/WA/district/03540/search.aspx,2725 SW 116th St,Burien,https://www.schooldigger.com/go/WA/city/Burien/search.aspx,98146,King County,(206) 631-4900,PK,5,Yes,No,No,No,521,32.4,16,53.2,14,0.6,15.9,26.5,1.3,10.9,30.7,39.9
Evergreen Heights Elementary,https://www.schooldigger.com/go/WA/schools/0030000035/school.aspx,Auburn School District,https://www.schooldigger.com/go/WA/district/00300/search.aspx,5602 S 316th St,Auburn,https://www.schooldigger.com/go/WA/city/Auburn/search.aspx,98001,King County,(253) 931-4974,PK,5,No,No,No,No,518,31.5,16.4,43.4,10.6,0.2,24.9,23.9,4.6,10.2,25.5,39.6
East Port Orchard Elementary,https://www.schooldigger.com/go/WA/schools/0816001347/school.aspx,South Kitsap School District,https://www.schooldigger.com/go/WA/district/08160/search.aspx,2649 Hoover Ave SE,Port Orchard,https://www.schooldigger.com/go/WA/city/Port+Orchard/search.aspx,98366,Kitsap County,(360) 443-3170,PK,5,Yes,No,No,No,424,33.1,12.8,50.9,3.3,2.1,0.9,19.6,2.1,9.4,62.5,39.6
McDermoth Elementary,https://www.schooldigger.com/go/WA/schools/0003000008/school.aspx,Aberdeen School District,https://www.schooldigger.com/go/WA/district/00030/search.aspx,409 North K St,Aberdeen,https://www.schooldigger.com/go/WA/city/Aberdeen/search.aspx,98520,Grays Harbor County,(360) 538-2121,KG,5,Yes,No,No,No,293,17.1,17,68.3,1,3.4,2,26.6,0,10.2,56.7,39.6
Bremerton Homelink Program,https://www.schooldigger.com/go/WA/schools/0066002652/school.aspx,Bremerton School District,https://www.schooldigger.com/go/WA/district/00660/search.aspx,1500 Rocky Point Rd,Bremerton,https://www.schooldigger.com/go/WA/city/Bremerton/search.aspx,98312,Kitsap County,(360) 473-4200,KG,8,No,No,No,No,134,3.9,33.8,44,3,0,3,20.1,0.7,11.9,61.2,39.5
East Farms STEAM School,https://www.schooldigger.com/go/WA/schools/0228001760/school.aspx,East Valley School District (Spokane),https://www.schooldigger.com/go/WA/district/02280/search.aspx,26203 E Rowan,Newman Lake,https://www.schooldigger.com/go/WA/city/Newman+Lake/search.aspx,99025,Spokane County,(509) 226-3039,PK,6,Yes,No,No,No,398,27.2,14.6,58,1,0.5,0.5,10.1,0.8,8,78.4,39.4
Ptarmigan Ridge Elementary School,https://www.schooldigger.com/go/WA/schools/0645002813/school.aspx,Orting School District,https://www.schooldigger.com/go/WA/district/06450/search.aspx,805 Old Pioneer Way NW,Orting,https://www.schooldigger.com/go/WA/city/Orting/search.aspx,98360,Pierce County,(360) 893-0595,KG,5,Yes,No,No,No,513,32.9,15.5,32.2,1.9,0.8,0.8,16.2,0.8,9,70.6,39.4
Homelink River,https://www.schooldigger.com/go/WA/schools/0038002857/school.aspx,Battle Ground School District,https://www.schooldigger.com/go/WA/district/00380/search.aspx,610a SW Eaton Blvd.,Battle Ground,https://www.schooldigger.com/go/WA/city/Battle+Ground/search.aspx,98604,Clark County,(360) 334-8200,KG,12,No,No,No,No,1289,60.9,21.1,25.3,0.3,0.9,1.2,7.7,0.1,6.8,82.9,39.4
Orchard Center Elementary,https://www.schooldigger.com/go/WA/schools/0969001644/school.aspx,West Valley School District (Spokane),https://www.schooldigger.com/go/WA/district/09690/search.aspx,7519 E Buckeye,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99212,Spokane County,(509) 922-5473,1,5,Yes,No,No,No,226,17.7,12.7,54.9,0.9,2.2,0,8.4,0.4,11.1,77,39.4
Edward Zeiger Elementary,https://www.schooldigger.com/go/WA/schools/0696002530/school.aspx,Puyallup School District,https://www.schooldigger.com/go/WA/district/06960/search.aspx,13008 94th Ave E,Puyallup,https://www.schooldigger.com/go/WA/city/Puyallup/search.aspx,98373,Pierce County,(253) 841-8663,PK,6,No,No,No,No,514,34.4,14.9,44.7,5.8,0.8,7.4,21.2,2.1,14.2,48.4,39.2
Ocosta Elementary School,https://www.schooldigger.com/go/WA/schools/0609000913/school.aspx,Ocosta School District,https://www.schooldigger.com/go/WA/district/06090/search.aspx,2580 S Montesano St,Westport,https://www.schooldigger.com/go/WA/city/Westport/search.aspx,98595,Grays Harbor County,(360) 268-9125,PK,6,Yes,No,No,No,335,22.4,14.9,77,0,2.4,0,23,0.3,8.7,65.7,39.1
Nob Hill Elementary School,https://www.schooldigger.com/go/WA/schools/1011001701/school.aspx,Yakima School District,https://www.schooldigger.com/go/WA/district/10110/search.aspx,801 S 34th Ave,Yakima,https://www.schooldigger.com/go/WA/city/Yakima/search.aspx,98902,Yakima County,(509) 573-1500,KG,5,Yes,No,No,No,458,26.8,17,59,0.2,0.4,0.2,64.6,0,3.7,30.8,39.1
Marcus Whitman Elementary,https://www.schooldigger.com/go/WA/schools/0732001099/school.aspx,Richland School District,https://www.schooldigger.com/go/WA/district/07320/search.aspx,1704 Gray St.,Richland,https://www.schooldigger.com/go/WA/city/Richland/search.aspx,99352,Benton County,(509) 967-6300,KG,5,Yes,No,No,No,477,31.4,15.1,8.4,0.6,1.5,1,27.7,0.2,6.3,62.7,39.1
Broadview-Thomson K-8 School,https://www.schooldigger.com/go/WA/schools/0771001145/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,13052 Greenwood Av N,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98133,King County,(206) 252-4080,PK,8,Yes,No,No,No,632,47.5,13.2,56,27.2,0.8,9.2,22.9,0.2,12.7,26.4,38.8
Lincoln Elementary School,https://www.schooldigger.com/go/WA/schools/0393001903/school.aspx,Kennewick School District,https://www.schooldigger.com/go/WA/district/03930/search.aspx,4901 West 21st Avenue,Kennewick,https://www.schooldigger.com/go/WA/city/Kennewick/search.aspx,99338,Benton County,(509) 222-5700,KG,5,No,No,No,No,443,33,13.3,56.9,2.7,0.9,0.7,39.5,0,6.8,49.4,38.5
Fisher Elementary School,https://www.schooldigger.com/go/WA/schools/0462000720/school.aspx,Lynden School District,https://www.schooldigger.com/go/WA/district/04620/search.aspx,501 N 14th St,Lynden,https://www.schooldigger.com/go/WA/city/Lynden/search.aspx,98264,Whatcom County,(360) 354-4291,KG,5,Yes,No,No,No,343,27,12.7,40.2,0,0.3,3.2,32.1,0,6.4,58,38.4
Mike Morris Elementary,https://www.schooldigger.com/go/WA/schools/0810001336/school.aspx,South Bend School District,https://www.schooldigger.com/go/WA/district/08100/search.aspx,500 E. 1st,South Bend,https://www.schooldigger.com/go/WA/city/South+Bend/search.aspx,98586,Pacific County,(360) 875-5615,PK,6,No,No,No,No,326,16.7,19.5,73,0,2.5,1.5,47.2,0.3,8.6,39.9,38.3
H.O.M.E. Program,https://www.schooldigger.com/go/WA/schools/0723002721/school.aspx,Renton School District,https://www.schooldigger.com/go/WA/district/07230/search.aspx,2607 Jones Ave S,Renton,https://www.schooldigger.com/go/WA/city/Renton/search.aspx,98055,King County,(425) 204-2520,KG,12,No,No,No,No,120,4.5,26.6,12.5,4.2,0,0.8,4.2,0,6.7,84.2,38.2
Loon Lake Elementary School,https://www.schooldigger.com/go/WA/schools/0450000712/school.aspx,Loon Lake School District,https://www.schooldigger.com/go/WA/district/04500/search.aspx,4001 Maple Street,Loon Lake,https://www.schooldigger.com/go/WA/city/Loon+Lake/search.aspx,99148,Stevens County,(509) 233-2212,PK,6,Yes,No,No,No,104,9,11.5,77.9,0,2.9,0,18.3,0,5.8,73.1,38.2
Tapteal Elementary School,https://www.schooldigger.com/go/WA/schools/0732001103/school.aspx,Richland School District,https://www.schooldigger.com/go/WA/district/07320/search.aspx,2100 Sunshine Ave,West Richland,https://www.schooldigger.com/go/WA/city/West+Richland/search.aspx,99353,Benton County,(509) 967-6350,PK,5,Yes,No,No,No,565,34.5,16.3,9.7,1.6,0.9,1.2,25.1,0.2,6.9,64.1,38.2
Shiloh Hills Elementary,https://www.schooldigger.com/go/WA/schools/0492001789/school.aspx,Mead School District,https://www.schooldigger.com/go/WA/district/04920/search.aspx,13120 N Pittsburg St,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99208,Spokane County,(509) 465-6800,KG,5,Yes,No,No,No,389,25.2,15.3,55.5,3.6,1.3,1.5,11.3,4.6,19.3,58.1,38.1
Curlew Elementary & High School,https://www.schooldigger.com/go/WA/schools/0189000295/school.aspx,Curlew School District,https://www.schooldigger.com/go/WA/district/01890/search.aspx,47 Curlew School Rd,Curlew,https://www.schooldigger.com/go/WA/city/Curlew/search.aspx,99118,Ferry County,(509) 779-4931,PK,12,Yes,No,No,No,288,17,16.8,58.3,0.7,1.4,1,10.8,2.1,9.4,74.3,38
Chimacum Elementary School,https://www.schooldigger.com/go/WA/schools/0129000232/school.aspx,Chimacum School District,https://www.schooldigger.com/go/WA/district/01290/search.aspx,91 West Valley Rd,Chimacum,https://www.schooldigger.com/go/WA/city/Chimacum/search.aspx,98325,Jefferson County,(360) 302-5855,3,6,Yes,No,No,No,199,15.2,13,55.8,0,1,0.5,8.5,0,4.5,84.9,37.9
Ilalko Elementary School,https://www.schooldigger.com/go/WA/schools/0030000698/school.aspx,Auburn School District,https://www.schooldigger.com/go/WA/district/00300/search.aspx,301 Oravetz Pl SE,Auburn,https://www.schooldigger.com/go/WA/city/Auburn/search.aspx,98092,King County,(253) 931-4748,PK,5,No,No,No,No,505,32.3,15.6,54.1,5.7,0.8,9.7,33.5,5.1,11.3,33.9,37.8
