School,School URL,District,District URL,City,City URL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Fulltime Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Average Standard Score (2016-17)
Highlands Elementary,https://www.schooldigger.com/go/TX/schools/2115002112/school.aspx,Goose Creek Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/21150/search.aspx,Highlands,https://www.schooldigger.com/go/TX/city/Highlands/search.aspx,77562,Harris,(281) 420-4900,Yes,No,No,(n/a),668,42,15.9,58,5,0,0,51,0,3,41,35.1
Schuster Elementary,https://www.schooldigger.com/go/TX/schools/1830001714/school.aspx,El Paso Independent School District,https://www.schooldigger.com/go/TX/district/18300/search.aspx,El Paso,https://www.schooldigger.com/go/TX/city/El+Paso/search.aspx,79924,El Paso,(915) 231-2760,Yes,No,No,(n/a),276,19,14.5,78,4,1,1,84,0,0,9,35.1
Carl C Waitz Elementary,https://www.schooldigger.com/go/TX/schools/3104001509/school.aspx,Mission Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/31040/search.aspx,Brownsville,https://www.schooldigger.com/go/TX/city/Brownsville/search.aspx,78573,Hidalgo,(956) 323-6600,Yes,No,No,(n/a),578,37,15.6,91,0,0,0,100,0,0,0,35.1
Wynn Seale Metropolitan School Of Design,https://www.schooldigger.com/go/TX/schools/1527001047/school.aspx,Corpus Christi Independent School District,https://www.schooldigger.com/go/TX/district/15270/search.aspx,Corpus Christi,https://www.schooldigger.com/go/TX/city/Corpus+Christi/search.aspx,78404,Nueces,(361) 878-2780,Yes,No,No,(n/a),632,34,18.5,62,5,0,0,80,0,1,15,35.1
Gilbert F M Elementary,https://www.schooldigger.com/go/TX/schools/2442007260/school.aspx,Irving Independent School District,https://www.schooldigger.com/go/TX/district/24420/search.aspx,Irving,https://www.schooldigger.com/go/TX/city/Irving/search.aspx,75061,Dallas,(972) 600-0400,Yes,No,No,(n/a),811,57,14.2,89,5,1,1,89,0,0,4,35.1
Spicewood Park Elementary,https://www.schooldigger.com/go/TX/schools/4095011523/school.aspx,Southwest Independent School District,https://www.schooldigger.com/go/TX/district/40950/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78224,Bexar,(210) 622-4999,Yes,No,No,(n/a),515,39,13.2,86,1,0,0,93,0,1,5,35
Passmore Elementary,https://www.schooldigger.com/go/TX/schools/3312003705/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78227,Bexar,(210) 397-0500,Yes,No,No,(n/a),590,42,14,92,4,0,0,93,0,0,3,35
Van Zandt-Guinn Elementary,https://www.schooldigger.com/go/TX/schools/1970001866/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76104,Tarrant,(817) 815-2000,Yes,No,No,(n/a),345,24,14.3,93,47,0,0,52,0,0,1,35
Burnet/Ecu,https://www.schooldigger.com/go/TX/schools/2028012555/school.aspx,Galveston Independent School District,https://www.schooldigger.com/go/TX/district/20280/search.aspx,Galveston,https://www.schooldigger.com/go/TX/city/Galveston/search.aspx,77550,Galveston,(409) 761-6470,Yes,Yes,No,(n/a),521,26,20,93,27,0,1,56,0,1,16,35
Maxdale Elementary,https://www.schooldigger.com/go/TX/schools/2566008428/school.aspx,Killeen Independent School District,https://www.schooldigger.com/go/TX/district/25660/search.aspx,Killeen,https://www.schooldigger.com/go/TX/city/Killeen/search.aspx,76549,Bell,(254) 336-2460,Yes,No,No,(n/a),753,48,15.6,66,39,0,3,27,3,7,21,34.9
Smithville Elementary,https://www.schooldigger.com/go/TX/schools/4055004589/school.aspx,Smithville Independent School District,https://www.schooldigger.com/go/TX/district/40550/search.aspx,Smithville,https://www.schooldigger.com/go/TX/city/Smithville/search.aspx,78957,Bastrop,(512) 237-2406,Yes,No,No,(n/a),386,28,13.7,60,8,0,1,29,0,4,59,34.9
Aikin Elementary,https://www.schooldigger.com/go/TX/schools/3702005581/school.aspx,Richardson Independent School District,https://www.schooldigger.com/go/TX/district/37020/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75243,Dallas,(469) 593-1820,Yes,No,No,(n/a),742,45,16.4,90,29,1,8,50,0,1,11,34.9
McNamara Elementary,https://www.schooldigger.com/go/TX/schools/2364002566/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77074,Harris,(713) 778-3460,Yes,No,No,(n/a),864,45,19.2,87,17,0,1,79,0,0,3,34.9
Loraine School,https://www.schooldigger.com/go/TX/schools/2817003156/school.aspx,Loraine Independent School District,https://www.schooldigger.com/go/TX/district/28170/search.aspx,Loraine,https://www.schooldigger.com/go/TX/city/Loraine/search.aspx,79532,Mitchell,(325) 737-2225,Yes,No,No,(n/a),168,18,9.3,63,7,1,0,52,0,1,39,34.9
Farias Elementary,https://www.schooldigger.com/go/TX/schools/2679003015/school.aspx,Laredo Independent School District,https://www.schooldigger.com/go/TX/district/26790/search.aspx,Laredo,https://www.schooldigger.com/go/TX/city/Laredo/search.aspx,78041,Webb,(956) 273-3400,Yes,No,No,(n/a),767,42,18.2,94,0,0,0,100,0,0,0,34.8
Washington Math/Science Institute,https://www.schooldigger.com/go/TX/schools/3057008988/school.aspx,Midland Independent School District,https://www.schooldigger.com/go/TX/district/30570/search.aspx,Midland,https://www.schooldigger.com/go/TX/city/Midland/search.aspx,79701,Midland,(432) 240-8300,Yes,No,Yes,(n/a),468,29,16.1,26,14,0,0,50,0,2,34,34.8
Bess Race Elementary,https://www.schooldigger.com/go/TX/schools/1591001154/school.aspx,Crowley Independent School District,https://www.schooldigger.com/go/TX/district/15910/search.aspx,Crowley,https://www.schooldigger.com/go/TX/city/Crowley/search.aspx,76036,Tarrant,(817) 297-5080,Yes,No,No,(n/a),673,38,17.7,52,20,0,2,25,0,6,47,34.8
Major Cheney El At South Birdville,https://www.schooldigger.com/go/TX/schools/1023000500/school.aspx,Birdville Independent School District,https://www.schooldigger.com/go/TX/district/10230/search.aspx,Haltom City,https://www.schooldigger.com/go/TX/city/Haltom+City/search.aspx,76117,Tarrant,(817) 547-2300,Yes,No,No,(n/a),464,29,16,89,6,1,3,72,0,1,18,34.8
Baskin Elementary,https://www.schooldigger.com/go/TX/schools/3873004324/school.aspx,San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/38730/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78201,Bexar,(210) 735-5921,Yes,No,No,(n/a),554,31,17.8,88,5,0,0,87,0,1,7,34.8
Starrett Elementary,https://www.schooldigger.com/go/TX/schools/0870006353/school.aspx,Arlington Independent School District,https://www.schooldigger.com/go/TX/district/08700/search.aspx,Grand Prairie,https://www.schooldigger.com/go/TX/city/Grand+Prairie/search.aspx,75052,Tarrant,(682) 867-0400,Yes,No,No,(n/a),676,36,18.7,69,36,1,3,44,0,3,14,34.7
Harmony Science Academy - Dallas,https://www.schooldigger.com/go/TX/schools/0029212542/school.aspx,Harmony Science Academy (Waco),https://www.schooldigger.com/go/TX/district/00292/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75243,Dallas,(972) 234-7878,Yes,Yes,No,(n/a),1233,82,15,81,14,0,3,75,0,1,7,34.7
Belt Line Elementary,https://www.schooldigger.com/go/TX/schools/2667011199/school.aspx,Lancaster Independent School District,https://www.schooldigger.com/go/TX/district/26670/search.aspx,Lancaster,https://www.schooldigger.com/go/TX/city/Lancaster/search.aspx,75146,Dallas,(972) 218-1608,Yes,No,No,(n/a),572,36,15.8,90,89,1,0,8,0,1,2,34.7
William Wood Elementary,https://www.schooldigger.com/go/TX/schools/4415002698/school.aspx,Victoria Independent School District,https://www.schooldigger.com/go/TX/district/44150/search.aspx,Victoria,https://www.schooldigger.com/go/TX/city/Victoria/search.aspx,77905,Victoria,(361) 788-9533,Yes,No,No,(n/a),107,8,13.3,59,1,0,0,38,0,1,60,34.7
Tlc Academy,https://www.schooldigger.com/go/TX/schools/0140912357/school.aspx,Texas Leadership,https://www.schooldigger.com/go/TX/district/01409/search.aspx,San Angelo,https://www.schooldigger.com/go/TX/city/San+Angelo/search.aspx,76901,Tom Green,(325) 653-3200,Yes,Yes,No,(n/a),1198,76,15.7,47,2,0,1,54,0,2,40,34.7
Charles Acton Elementary,https://www.schooldigger.com/go/TX/schools/1764001521/school.aspx,Duncanville Independent School District,https://www.schooldigger.com/go/TX/district/17640/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75249,Dallas,(972) 708-2400,Yes,No,No,(n/a),511,29,17.6,87,49,1,0,45,0,0,5,34.6
Wright Elementary,https://www.schooldigger.com/go/TX/schools/4480005098/school.aspx,Weatherford Independent School District,https://www.schooldigger.com/go/TX/district/44800/search.aspx,Weatherford,https://www.schooldigger.com/go/TX/city/Weatherford/search.aspx,76086,Parker,(817) 598-2828,Yes,No,No,(n/a),663,46,14.4,58,1,1,1,37,0,1,59,34.6
Highland Lakes Elementary,https://www.schooldigger.com/go/TX/schools/2901007819/school.aspx,Marble Falls Independent School District,https://www.schooldigger.com/go/TX/district/29010/search.aspx,Granite Shls,https://www.schooldigger.com/go/TX/city/Granite+Shls/search.aspx,78654,Burnet,(830) 798-3650,Yes,No,No,(n/a),587,42,13.9,76,2,0,0,72,0,1,26,34.6
Sheldon Elementary,https://www.schooldigger.com/go/TX/schools/3999010799/school.aspx,Sheldon Independent School District,https://www.schooldigger.com/go/TX/district/39990/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77049,Harris,(281) 456-6700,Yes,No,No,(n/a),719,46,15.6,75,7,0,1,76,0,2,14,34.6
Hidden Cove Elementary,https://www.schooldigger.com/go/TX/schools/4095006327/school.aspx,Southwest Independent School District,https://www.schooldigger.com/go/TX/district/40950/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78242,Bexar,(210) 623-6220,Yes,No,No,(n/a),539,41,13.1,94,1,0,0,98,0,0,1,34.6
Oveta Culp Hobby Elementary,https://www.schooldigger.com/go/TX/schools/2566010404/school.aspx,Killeen Independent School District,https://www.schooldigger.com/go/TX/district/25660/search.aspx,Fort Hood,https://www.schooldigger.com/go/TX/city/Fort+Hood/search.aspx,76544,Coryell,(254) 336-6500,Yes,No,No,(n/a),627,46,13.6,68,17,1,3,27,2,9,42,34.6
Tosch Elementary,https://www.schooldigger.com/go/TX/schools/3039003420/school.aspx,Mesquite Independent School District,https://www.schooldigger.com/go/TX/district/30390/search.aspx,Mesquite,https://www.schooldigger.com/go/TX/city/Mesquite/search.aspx,75150,Dallas,(972) 882-5000,Yes,No,No,(n/a),833,52,16,82,18,0,0,68,1,1,12,34.5
Muriel Forbes Elementary,https://www.schooldigger.com/go/TX/schools/3873004377/school.aspx,San Antonio Independent School District,https://www.schooldigger.com/go/TX/district/38730/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78223,Bexar,(210) 534-2651,Yes,No,No,(n/a),386,24,16,89,7,0,0,91,0,0,2,34.5
Glenoaks Elementary,https://www.schooldigger.com/go/TX/schools/3312003698/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78229,Bexar,(210) 397-2300,Yes,No,No,(n/a),671,49,13.6,70,11,0,23,56,0,1,9,34.5
Alexander Elementary,https://www.schooldigger.com/go/TX/schools/0783005944/school.aspx,Alief Independent School District,https://www.schooldigger.com/go/TX/district/07830/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77099,Harris,(281) 983-8300,Yes,No,No,(n/a),842,64,13.1,80,37,1,11,49,1,1,2,34.5
Selman Intermediate,https://www.schooldigger.com/go/TX/schools/3963005672/school.aspx,Sealy Independent School District,https://www.schooldigger.com/go/TX/district/39630/search.aspx,Sealy,https://www.schooldigger.com/go/TX/city/Sealy/search.aspx,77474,Austin,(979) 885-3852,Yes,No,No,(n/a),382,33,11.5,53,8,0,0,47,0,3,42,34.5
Hicks Elementary,https://www.schooldigger.com/go/TX/schools/1527001046/school.aspx,Corpus Christi Independent School District,https://www.schooldigger.com/go/TX/district/15270/search.aspx,Corpus Christi,https://www.schooldigger.com/go/TX/city/Corpus+Christi/search.aspx,78415,Nueces,(361) 878-2200,Yes,No,No,(n/a),736,42,17.5,88,2,0,0,84,0,0,14,34.5
H M Carroll Elementary,https://www.schooldigger.com/go/TX/schools/3999011827/school.aspx,Sheldon Independent School District,https://www.schooldigger.com/go/TX/district/39990/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77044,Harris,(281) 727-4100,Yes,No,No,(n/a),768,50,15.3,83,13,0,0,82,0,0,5,34.5
Noonan Elementary,https://www.schooldigger.com/go/TX/schools/0780000098/school.aspx,Alice Independent School District,https://www.schooldigger.com/go/TX/district/07800/search.aspx,Alice,https://www.schooldigger.com/go/TX/city/Alice/search.aspx,78332,Jim Wells,(361) 664-7591,Yes,No,No,(n/a),454,28,16.2,91,1,0,0,96,0,0,3,34.5
L B J Elementary,https://www.schooldigger.com/go/TX/schools/1806006690/school.aspx,Edcouch-Elsa Independent School District,https://www.schooldigger.com/go/TX/district/18060/search.aspx,Elsa,https://www.schooldigger.com/go/TX/city/Elsa/search.aspx,78543,Hidalgo,(956) 262-6010,Yes,No,No,(n/a),498,28,17.7,99,0,0,0,100,0,0,0,34.4
Sulphur Springs Elementary,https://www.schooldigger.com/go/TX/schools/4182012791/school.aspx,Sulphur Springs Independent School District,https://www.schooldigger.com/go/TX/district/41820/search.aspx,Sulphur Springs,https://www.schooldigger.com/go/TX/city/Sulphur+Springs/search.aspx,75482,Hopkins,(903) 885-8466,Yes,No,No,(n/a),619,43,14.3,65,11,1,1,28,0,2,59,34.4
Evans Elementary,https://www.schooldigger.com/go/TX/schools/1080000546/school.aspx,Bonham Independent School District,https://www.schooldigger.com/go/TX/district/10800/search.aspx,Bonham,https://www.schooldigger.com/go/TX/city/Bonham/search.aspx,75418,Fannin,(903) 583-2914,Yes,No,No,(n/a),394,30,13.1,67,9,1,0,25,0,3,62,34.4
Cumberland Academy,https://www.schooldigger.com/go/TX/schools/0003408020/school.aspx,Cumberland Academy,https://www.schooldigger.com/go/TX/district/00034/search.aspx,Tyler,https://www.schooldigger.com/go/TX/city/Tyler/search.aspx,75703,Smith,(903) 581-2890,Yes,Yes,No,(n/a),502,36,13.9,41,14,0,3,20,0,3,60,34.4
Crane Elementary,https://www.schooldigger.com/go/TX/schools/1554001125/school.aspx,Crane Independent School District,https://www.schooldigger.com/go/TX/district/15540/search.aspx,Crane,https://www.schooldigger.com/go/TX/city/Crane/search.aspx,79731,Crane,(432) 558-1050,Yes,No,No,(n/a),608,40,15.2,45,3,0,0,77,0,1,20,34.4
Blair Elementary,https://www.schooldigger.com/go/TX/schools/1305009191/school.aspx,Carrollton-Farmers Branch Independent School District,https://www.schooldigger.com/go/TX/district/13050/search.aspx,Farmers Branch,https://www.schooldigger.com/go/TX/city/Farmers+Branch/search.aspx,75234,Dallas,(972) 968-1000,Yes,No,No,(n/a),691,40,17.2,89,4,0,1,89,0,1,5,34.4
Mission Glen Elementary,https://www.schooldigger.com/go/TX/schools/1965006256/school.aspx,Fort Bend Independent School District,https://www.schooldigger.com/go/TX/district/19650/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77083,Fort Bend,(281) 634-4280,Yes,No,No,(n/a),493,39,12.6,64,41,2,15,36,0,2,3,34.4
Carlisle School,https://www.schooldigger.com/go/TX/schools/1287000783/school.aspx,Carlisle Independent School District,https://www.schooldigger.com/go/TX/district/12870/search.aspx,Price,https://www.schooldigger.com/go/TX/city/Price/search.aspx,75687,Rusk,(903) 861-3811,Yes,No,No,(n/a),661,58,11.3,79,2,1,0,53,0,2,42,34.3
Royal Ridge Elementary,https://www.schooldigger.com/go/TX/schools/3294009130/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78239,Bexar,(210) 407-7000,Yes,No,No,(n/a),629,42,14.9,53,16,1,3,55,1,6,19,34.3
Seabourn Elementary,https://www.schooldigger.com/go/TX/schools/3039003417/school.aspx,Mesquite Independent School District,https://www.schooldigger.com/go/TX/district/30390/search.aspx,Mesquite,https://www.schooldigger.com/go/TX/city/Mesquite/search.aspx,75149,Dallas,(972) 882-7040,Yes,No,No,(n/a),561,38,14.7,92,18,0,1,67,0,1,12,34.3
Wortham Elementary,https://www.schooldigger.com/go/TX/schools/4647005289/school.aspx,Wortham Independent School District,https://www.schooldigger.com/go/TX/district/46470/search.aspx,Wortham,https://www.schooldigger.com/go/TX/city/Wortham/search.aspx,76693,Freestone,(254) 765-3080,Yes,No,No,(n/a),252,21,12,56,18,0,0,17,0,2,63,34.3
William Paschall Elementary,https://www.schooldigger.com/go/TX/schools/2499008451/school.aspx,Judson Independent School District,https://www.schooldigger.com/go/TX/district/24990/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78244,Bexar,(210) 666-4113,Yes,No,No,(n/a),775,54,14.3,82,23,1,4,62,0,2,7,34.3
Hill Country Elementary,https://www.schooldigger.com/go/TX/schools/0936005863/school.aspx,Bandera Independent School District,https://www.schooldigger.com/go/TX/district/09360/search.aspx,Pipe Creek,https://www.schooldigger.com/go/TX/city/Pipe+Creek/search.aspx,78063,Bandera,(830) 535-6151,Yes,No,No,(n/a),521,32,16.2,48,0,0,0,32,0,1,66,34.3
Lost Pines Elementary,https://www.schooldigger.com/go/TX/schools/0957010391/school.aspx,Bastrop Independent School District,https://www.schooldigger.com/go/TX/district/09570/search.aspx,Bastrop,https://www.schooldigger.com/go/TX/city/Bastrop/search.aspx,78602,Bastrop,(512) 772-7000,Yes,No,No,(n/a),662,48,13.7,87,3,0,0,78,0,2,17,34.3
Center Intermediate,https://www.schooldigger.com/go/TX/schools/1332000835/school.aspx,Center Independent School District,https://www.schooldigger.com/go/TX/district/13320/search.aspx,Center,https://www.schooldigger.com/go/TX/city/Center/search.aspx,75935,Shelby,(936) 598-6148,Yes,No,No,(n/a),368,26,14.1,78,22,0,5,39,0,0,35,34.3
M L Phillips Elementary,https://www.schooldigger.com/go/TX/schools/1970001900/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76116,Tarrant,(817) 815-1600,Yes,No,No,(n/a),554,33,16.7,75,13,0,1,59,0,5,22,34.3
