School,School_URL,District,District_URL,Address,City,City_URL,Zip,County,Phone,Is_Title_I,Is_Charter,Is_Magnet,Is_Virtual,Number_Students,Number_Full-time_Teachers,Student_Teacher_Ratio,Percent_Free_Disc_Lunch,Percent_African_American,Percent_American_Indian,Percent_Asian,Percent_Hispanic,Percent_Pacific_Islander,Percent_Two_or_More_Races,Percent_White,Standard_Score
Monroe High School,https://www.schooldigger.com/go/MI/schools/2415006099/school.aspx,Monroe Public Schools,https://www.schooldigger.com/go/MI/district/24150/search.aspx,901 Herr Rd,Monroe,https://www.schooldigger.com/go/MI/city/Monroe/search.aspx,48161,Monroe County,(734) 265-3400,No,No,No,No,1325,74.4,17.7,51.2,11.5,0.2,0.8,7.7,0,2,77.8,36.3
Farwell High School,https://www.schooldigger.com/go/MI/schools/1410005058/school.aspx,Farwell Area Schools,https://www.schooldigger.com/go/MI/district/14100/search.aspx,399 East Michigan St,Farwell,https://www.schooldigger.com/go/MI/city/Farwell/search.aspx,48622,Clare County,(989) 588-9913,No,No,Yes,No,347,16.5,20.9,47.8,1.2,0.6,0,2.9,0,2.9,92.5,35.9
Coldwater High School,https://www.schooldigger.com/go/MI/schools/1014004502/school.aspx,Coldwater Community Schools,https://www.schooldigger.com/go/MI/district/10140/search.aspx,275 North Fremont St,Coldwater,https://www.schooldigger.com/go/MI/city/Coldwater/search.aspx,49036,Branch County,(517) 279-5930,No,No,Yes,No,947,38.7,24.4,51.2,1,0.1,0.7,10.3,0,2.5,85.3,35.9
Watervliet Senior High School,https://www.schooldigger.com/go/MI/schools/3546007156/school.aspx,Watervliet School District,https://www.schooldigger.com/go/MI/district/35460/search.aspx,450 East Saint Joseph St,Watervliet,https://www.schooldigger.com/go/MI/city/Watervliet/search.aspx,49098,Berrien County,(269) 463-0734,No,No,No,No,432,18.6,23.2,60,4.2,0.5,0,14.4,0,4.4,76.6,35.4
Buckley Community Schools,https://www.schooldigger.com/go/MI/schools/0717004313/school.aspx,Buckley Community Schools,https://www.schooldigger.com/go/MI/district/07170/search.aspx,305 South 1st St,Buckley,https://www.schooldigger.com/go/MI/city/Buckley/search.aspx,49620,Wexford County,(231) 269-3325,Yes,No,No,No,433,24.8,17.4,50.3,0,0,0,1.2,0,0.9,97.9,35.4
Oakland FlexTech High School,https://www.schooldigger.com/go/MI/schools/0104308495/school.aspx,Oakland FlexTech High School,https://www.schooldigger.com/go/MI/district/01043/search.aspx,23801 Industrial Park Drive,Farmington Hills,https://www.schooldigger.com/go/MI/city/Farmington+Hills/search.aspx,48335,Oakland County,(248) 426-8530,Yes,Yes,No,No,205,10.8,18.9,34.6,22,0,1.5,5.4,1,2.9,67.3,35.2
Montague High School,https://www.schooldigger.com/go/MI/schools/2418006100/school.aspx,Montague Area Public Schools,https://www.schooldigger.com/go/MI/district/24180/search.aspx,4900 Stanton Blvd,Montague,https://www.schooldigger.com/go/MI/city/Montague/search.aspx,49437,Muskegon County,(231) 894-2661,No,No,No,No,463,23.1,20,48.6,0.4,1.1,1.3,10.2,0,3.2,83.8,35.2
Jonesville High School,https://www.schooldigger.com/go/MI/schools/1992005650/school.aspx,Jonesville Community Schools,https://www.schooldigger.com/go/MI/district/19920/search.aspx,460 Adrian Rd,Jonesville,https://www.schooldigger.com/go/MI/city/Jonesville/search.aspx,49250,Hillsdale County,(517) 849-9934,No,No,No,No,419,24,17.4,37.7,0.2,0,0.7,3.8,0,1.2,94,35
Cousino Senior High School,https://www.schooldigger.com/go/MI/schools/3519007089/school.aspx,Warren Consolidated Schools,https://www.schooldigger.com/go/MI/district/35190/search.aspx,30333 Hoover Rd,Warren,https://www.schooldigger.com/go/MI/city/Warren/search.aspx,48093,Macomb County,(586) 698-4201,No,No,No,No,1298,55.4,23.4,50.5,17.3,0.4,9.5,1.3,0.2,3.6,67.8,35
Ubly Community JrSr High School,https://www.schooldigger.com/go/MI/schools/3438006981/school.aspx,Ubly Community Schools,https://www.schooldigger.com/go/MI/district/34380/search.aspx,2020 Union St,Ubly,https://www.schooldigger.com/go/MI/city/Ubly/search.aspx,48475,Huron County,(989) 658-8554,No,No,No,No,305,17.1,17.7,35.4,1,0,0.3,1,0,1,96.7,34.5
Gwinn MiddleHigh School,https://www.schooldigger.com/go/MI/schools/1469005162/school.aspx,Gwinn Area Community Schools,https://www.schooldigger.com/go/MI/district/14690/search.aspx,50 West State Highway M35,Gwinn,https://www.schooldigger.com/go/MI/city/Gwinn/search.aspx,49841,Marquette County,(906) 346-9247,No,No,No,No,505,29.4,17.1,55.8,1.2,1,0,5.1,0,6.7,85.9,34.4
Baraga School,https://www.schooldigger.com/go/MI/schools/0399004084/school.aspx,Baraga Area Schools,https://www.schooldigger.com/go/MI/district/03990/search.aspx,210 Lyons St,Baraga,https://www.schooldigger.com/go/MI/city/Baraga/search.aspx,49908,Baraga County,(906) 353-6661,Yes,No,No,No,340,25.1,13.5,62.9,0.6,47.6,0.3,0.9,0.3,3.5,46.8,34.3
Kearsley High School,https://www.schooldigger.com/go/MI/schools/2007005692/school.aspx,Kearsley Community School District,https://www.schooldigger.com/go/MI/district/20070/search.aspx,4302 Underhill Dr  G,Flint,https://www.schooldigger.com/go/MI/city/Flint/search.aspx,48506,Genesee County,(810) 591-5313,No,No,No,No,953,44.4,21.4,86.9,9,0.8,0.7,6.7,0.2,4.3,78.2,34.1
Kingston High School,https://www.schooldigger.com/go/MI/schools/2040005724/school.aspx,Kingston Community School District,https://www.schooldigger.com/go/MI/district/20400/search.aspx,5790 State St,Kingston,https://www.schooldigger.com/go/MI/city/Kingston/search.aspx,48741,Tuscola County,(989) 683-2294,Yes,No,No,No,325,13.3,24.4,50.5,0,0.9,0,0.9,0,0.6,97.5,34.1
Ionia High School,https://www.schooldigger.com/go/MI/schools/1925005601/school.aspx,Ionia Public Schools,https://www.schooldigger.com/go/MI/district/19250/search.aspx,250 East Tuttle Rd,Ionia,https://www.schooldigger.com/go/MI/city/Ionia/search.aspx,48846,Ionia County,(616) 527-0600,No,No,No,No,853,38.3,22.2,44,0.7,0,0,11.7,0,2.5,85.1,34
Grand Rapids Montessori MiddleHigh,https://www.schooldigger.com/go/MI/schools/1644008881/school.aspx,Grand Rapids Public Schools,https://www.schooldigger.com/go/MI/district/16440/search.aspx,421 Fountain St NE,Grand Rapids,https://www.schooldigger.com/go/MI/city/Grand+Rapids/search.aspx,49503,Kent County,(616) 819-2405,Yes,No,No,No,189,10.6,17.8,77.8,31.7,0,0,21.7,0.5,9.5,36.5,33.7
Menominee High School,https://www.schooldigger.com/go/MI/schools/2355006032/school.aspx,Menominee Area Public Schools,https://www.schooldigger.com/go/MI/district/23550/search.aspx,2101 18th St,Menominee,https://www.schooldigger.com/go/MI/city/Menominee/search.aspx,49858,Menominee County,(906) 863-7814,No,No,No,No,380,23.8,15.9,41.1,1.3,0,0.5,3.2,0,1.8,93.2,33.7
Stockbridge JrSr High School,https://www.schooldigger.com/go/MI/schools/3303006858/school.aspx,Stockbridge Community Schools,https://www.schooldigger.com/go/MI/district/33030/search.aspx,416 North Clinton St,Stockbridge,https://www.schooldigger.com/go/MI/city/Stockbridge/search.aspx,49285,Ingham County,(517) 851-7770,Yes,No,Yes,No,612,32.1,19,32.8,1.1,0,0.2,4.9,0,0.7,93.1,33.5
Cass City Junior and Senior High School,https://www.schooldigger.com/go/MI/schools/0840004391/school.aspx,Cass City Public Schools,https://www.schooldigger.com/go/MI/district/08400/search.aspx,4868 Seeger St,Cass City,https://www.schooldigger.com/go/MI/city/Cass+City/search.aspx,48726,Tuscola County,(989) 872-2148,Yes,No,No,No,436,21.2,20.4,50.7,0.7,0,0.7,5.7,0,1.1,91.7,33.3
Evart High School,https://www.schooldigger.com/go/MI/schools/1356005030/school.aspx,Evart Public Schools,https://www.schooldigger.com/go/MI/district/13560/search.aspx,6221 95th Ave,Evart,https://www.schooldigger.com/go/MI/city/Evart/search.aspx,49631,Osceola County,(231) 734-5551,No,No,No,No,283,12.6,22.3,71.7,2.5,0.4,0.7,1.8,0,0.7,94,33.2
Kenowa Hills High School,https://www.schooldigger.com/go/MI/schools/2028005702/school.aspx,Kenowa Hills Public Schools,https://www.schooldigger.com/go/MI/district/20280/search.aspx,3825 Hendershot Ave NW,Grand Rapids,https://www.schooldigger.com/go/MI/city/Grand+Rapids/search.aspx,49544,Kent County,(616) 784-2400,No,No,No,No,973,48.1,20.2,44.3,4.2,0.2,2.1,16,0.1,3.8,73.6,33.2
River Valley MiddleHigh School,https://www.schooldigger.com/go/MI/schools/2979006559/school.aspx,River Valley School District,https://www.schooldigger.com/go/MI/district/29790/search.aspx,15480 Three Oaks Rd,Three Oaks,https://www.schooldigger.com/go/MI/city/Three+Oaks/search.aspx,49128,Berrien County,(269) 756-9541,Yes,No,No,No,310,19.6,15.8,53.9,1,1.3,1,8.4,0,4.5,83.9,33.1
Edsel Ford High School,https://www.schooldigger.com/go/MI/schools/1160004590/school.aspx,Dearborn City School District,https://www.schooldigger.com/go/MI/district/11600/search.aspx,20601 Rotunda Dr,Dearborn,https://www.schooldigger.com/go/MI/city/Dearborn/search.aspx,48124,Wayne County,(313) 827-1500,Yes,No,No,No,1583,85.3,18.5,61.7,5.9,0.2,1.4,3,0.1,0.6,88.7,33
Union High School,https://www.schooldigger.com/go/MI/schools/1215004924/school.aspx,Dowagiac Union School District,https://www.schooldigger.com/go/MI/district/12150/search.aspx,701 West Prairie Ronde St,Dowagiac,https://www.schooldigger.com/go/MI/city/Dowagiac/search.aspx,49047,Cass County,(269) 782-4420,No,No,No,No,579,27.4,21.1,79.8,9.2,0.7,0,15.9,0,12.3,62,32.9
Mesick Consolidated JrSr High School,https://www.schooldigger.com/go/MI/schools/2367006044/school.aspx,Mesick Consolidated Schools,https://www.schooldigger.com/go/MI/district/23670/search.aspx,581 South Clark St,Mesick,https://www.schooldigger.com/go/MI/city/Mesick/search.aspx,49668,Wexford County,(231) 885-1201,No,No,No,No,348,16.2,21.4,69.8,1.1,1.7,0,1.4,0,2.3,93.4,32.8
Westwood High School,https://www.schooldigger.com/go/MI/schools/2540006202/school.aspx,NICE Community School District,https://www.schooldigger.com/go/MI/district/25400/search.aspx,300 South Westwood Dr,Ishpeming,https://www.schooldigger.com/go/MI/city/Ishpeming/search.aspx,49849,Marquette County,(906) 485-1023,No,No,No,No,337,21.7,15.4,28.8,0.9,0.6,0,1.2,0.3,3.9,93.2,32.8
Trillium Academy,https://www.schooldigger.com/go/MI/schools/0027701477/school.aspx,Trillium Academy,https://www.schooldigger.com/go/MI/district/00277/search.aspx,15740 Racho Blvd,Taylor,https://www.schooldigger.com/go/MI/city/Taylor/search.aspx,48180,Wayne County,(734) 374-8222,Yes,Yes,No,No,605,38.7,15.6,72.7,33.9,0.2,3.1,11.6,0.3,2.6,48.3,32.8
Carrollton High School,https://www.schooldigger.com/go/MI/schools/0807004379/school.aspx,Carrollton Public Schools,https://www.schooldigger.com/go/MI/district/08070/search.aspx,1235 Mapleridge Rd,Saginaw,https://www.schooldigger.com/go/MI/city/Saginaw/search.aspx,48604,Saginaw County,(989) 753-3433,No,No,No,No,510,27.2,18.6,90.8,32.5,0,0.4,22.7,0,3.9,40.4,32.8
Jackson High School,https://www.schooldigger.com/go/MI/schools/1962005629/school.aspx,Jackson Public Schools,https://www.schooldigger.com/go/MI/district/19620/search.aspx,544 Wildwood Ave,Jackson,https://www.schooldigger.com/go/MI/city/Jackson/search.aspx,49201,Jackson County,(517) 841-3700,No,No,No,No,1128,50.7,22.2,59.7,31.4,0.3,2.5,7.4,0.1,10.8,47.6,32.7
Houghton Lake JrSr High School,https://www.schooldigger.com/go/MI/schools/1860005545/school.aspx,Houghton Lake Community Schools,https://www.schooldigger.com/go/MI/district/18600/search.aspx,4433 West Houghton Lake Dr,Houghton Lake,https://www.schooldigger.com/go/MI/city/Houghton+Lake/search.aspx,48629,Roscommon County,(989) 366-2005,No,No,No,No,532,24.4,21.7,68.6,1.1,0.4,0.8,1.9,0,0.6,95.3,32.6
Memphis JuniorSenior High School,https://www.schooldigger.com/go/MI/schools/2349006025/school.aspx,Memphis Community Schools,https://www.schooldigger.com/go/MI/district/23490/search.aspx,34130 Bordman Rd,Memphis,https://www.schooldigger.com/go/MI/city/Memphis/search.aspx,48041,Macomb County,(810) 392-2186,No,No,No,No,434,27.9,15.5,31.8,0.7,0,0.5,1.4,0,0.2,97.2,32.5
Hesperia High School,https://www.schooldigger.com/go/MI/schools/1827005491/school.aspx,Hesperia Community Schools,https://www.schooldigger.com/go/MI/district/18270/search.aspx,96 South Division St,Hesperia,https://www.schooldigger.com/go/MI/city/Hesperia/search.aspx,49421,Newaygo County,(231) 854-6385,No,No,No,No,292,13.7,21.2,66.4,0.3,0,0,4.8,0,0.3,94.5,32.5
East Kentwood High School,https://www.schooldigger.com/go/MI/schools/2034005721/school.aspx,Kentwood Public Schools,https://www.schooldigger.com/go/MI/district/20340/search.aspx,6230 Kalamazoo Ave SE,Grand Rapids,https://www.schooldigger.com/go/MI/city/Grand+Rapids/search.aspx,49508,Kent County,(616) 698-6700,No,No,No,No,1986,98.5,20.1,65.5,33.8,0.2,15.3,14.7,0.2,6,29.9,32.4
Central Montcalm High School,https://www.schooldigger.com/go/MI/schools/0864004412/school.aspx,Central Montcalm Public Schools,https://www.schooldigger.com/go/MI/district/08640/search.aspx,1480 South Sheridan Rd,Stanton,https://www.schooldigger.com/go/MI/city/Stanton/search.aspx,48888,Montcalm County,(989) 831-2100,No,No,No,No,450,19.7,22.7,67.6,0.7,0,0,4.4,0,2,92.9,32.3
Durand Area High School,https://www.schooldigger.com/go/MI/schools/1233004934/school.aspx,Durand Area Schools,https://www.schooldigger.com/go/MI/district/12330/search.aspx,9575 East Monroe Rd,Durand,https://www.schooldigger.com/go/MI/city/Durand/search.aspx,48429,Shiawassee County,(989) 288-2684,No,No,No,No,449,25.7,17.4,43.9,0.2,0.4,0.2,3.6,0.4,1.6,93.5,32.2
Crossroads Charter Academy 712,https://www.schooldigger.com/go/MI/schools/0018601543/school.aspx,Crossroads Charter Academy,https://www.schooldigger.com/go/MI/district/00186/search.aspx,215 Spruce St W,Big Rapids,https://www.schooldigger.com/go/MI/city/Big+Rapids/search.aspx,49307,Mecosta County,(231) 796-9041,No,Yes,No,No,193,13.8,13.9,64.8,5.2,1,1,2.1,0,2.1,88.6,31.9
North Branch High School,https://www.schooldigger.com/go/MI/schools/2568006213/school.aspx,North Branch Area Schools,https://www.schooldigger.com/go/MI/district/25680/search.aspx,6598 Brush St,North Branch,https://www.schooldigger.com/go/MI/city/North+Branch/search.aspx,48461,Lapeer County,(810) 688-3001,No,No,No,No,681,31.1,21.8,42,0.7,0.6,0.3,6.3,0,0.7,91.3,31.7
Jeffers High School,https://www.schooldigger.com/go/MI/schools/0189003921/school.aspx,Adams Township School District,https://www.schooldigger.com/go/MI/district/01890/search.aspx,43084 Goodell St,Painesdale,https://www.schooldigger.com/go/MI/city/Painesdale/search.aspx,49955,Houghton County,(906) 482-0580,No,No,No,No,263,14.5,18,31.2,0,0.4,0,0,0,0,99.6,31.7
Waverly Senior High School,https://www.schooldigger.com/go/MI/schools/3552007160/school.aspx,Waverly Community Schools,https://www.schooldigger.com/go/MI/district/35520/search.aspx,160 Snow Rd,Lansing,https://www.schooldigger.com/go/MI/city/Lansing/search.aspx,48917,Eaton County,(517) 323-3831,No,No,No,No,1017,53.1,19.1,58.6,32.2,0.7,4.4,15.8,0.2,11.2,35.5,31.7
Springport High School,https://www.schooldigger.com/go/MI/schools/3261006808/school.aspx,Springport Public Schools,https://www.schooldigger.com/go/MI/district/32610/search.aspx,300 West Main St,Springport,https://www.schooldigger.com/go/MI/city/Springport/search.aspx,49284,Jackson County,(517) 857-3475,No,No,No,No,303,15.3,19.8,54.5,1,1.3,0,2.6,0.7,4,90.4,31.6
Flushing High School,https://www.schooldigger.com/go/MI/schools/1455005145/school.aspx,Flushing Community Schools,https://www.schooldigger.com/go/MI/district/14550/search.aspx,5039 Deland Rd,Flushing,https://www.schooldigger.com/go/MI/city/Flushing/search.aspx,48433,Genesee County,(810) 591-3770,No,No,No,No,1321,66.8,19.7,42,10,0.5,1.4,5.1,0.2,3.9,79,31.4
Waterford Kettering High School,https://www.schooldigger.com/go/MI/schools/3531007143/school.aspx,Waterford School District,https://www.schooldigger.com/go/MI/district/35310/search.aspx,2800 Kettering Dr,Waterford,https://www.schooldigger.com/go/MI/city/Waterford/search.aspx,48329,Oakland County,(248) 673-1261,No,No,No,No,1164,52.1,22.3,41,6.4,0.3,2.7,10.3,0,2.7,77.4,31.2
Suttons Bay Senior High School,https://www.schooldigger.com/go/MI/schools/3336006871/school.aspx,Suttons Bay Public Schools,https://www.schooldigger.com/go/MI/district/33360/search.aspx,500 South Elm St,Suttons Bay,https://www.schooldigger.com/go/MI/city/Suttons+Bay/search.aspx,49682,Leelanau County,(231) 271-8604,No,No,No,No,190,12.4,15.2,54.7,0,14.7,2.6,23.2,0,8.9,50.5,30.9
New Buffalo Senior High School,https://www.schooldigger.com/go/MI/schools/2514006181/school.aspx,New Buffalo Area Schools,https://www.schooldigger.com/go/MI/district/25140/search.aspx,1112 East Clay St,New Buffalo,https://www.schooldigger.com/go/MI/city/New+Buffalo/search.aspx,49117,Berrien County,(269) 469-6001,No,No,No,No,190,18.5,10.2,37.4,2.6,0,0.5,8.9,0,2.1,85.8,30.9
Arbor Preparatory High School,https://www.schooldigger.com/go/MI/schools/0098908273/school.aspx,Arbor Preparatory High School,https://www.schooldigger.com/go/MI/district/00989/search.aspx,6800 Hitchingham Road,Ypsilanti,https://www.schooldigger.com/go/MI/city/Ypsilanti/search.aspx,48197,Washtenaw County,(734) 961-9700,Yes,Yes,No,No,332,13.4,24.6,54.2,54.8,0.9,2.4,9.3,0,7.2,25.3,30.8
Link Learning Kenowa Hills,https://www.schooldigger.com/go/MI/schools/0543008753/school.aspx,Berrien Springs Public Schools,https://www.schooldigger.com/go/MI/district/05430/search.aspx,3233 Alpine Avenue NW,Grand Rapids,https://www.schooldigger.com/go/MI/city/Grand+Rapids/search.aspx,49544,Kent County,(616) 244-3547,No,No,No,Yes,189,4,47.2,67.7,9,2.1,0,26.5,0,9.5,52.9,30.8
Breckenridge High School,https://www.schooldigger.com/go/MI/schools/0663004263/school.aspx,Breckenridge Community Schools,https://www.schooldigger.com/go/MI/district/06630/search.aspx,700 Wright St,Breckenridge,https://www.schooldigger.com/go/MI/city/Breckenridge/search.aspx,48615,Gratiot County,(989) 842-3182,No,No,No,No,335,19.7,16.9,49,1.2,0,0.3,7.8,0,2.1,88.7,30.7
Lake Shore High School,https://www.schooldigger.com/go/MI/schools/3267006815/school.aspx,Lake Shore Public Schools (Macomb),https://www.schooldigger.com/go/MI/district/32670/search.aspx,22980 East 13 Mile Rd,Saint Clair Shores,https://www.schooldigger.com/go/MI/city/Saint+Clair+Shores/search.aspx,48082,Macomb County,(586) 285-8900,No,No,No,No,1057,60.3,17.5,50.4,18.4,1,0.9,3,0.1,5,71.6,30.4
Colon High School,https://www.schooldigger.com/go/MI/schools/1041004521/school.aspx,Colon Community School District,https://www.schooldigger.com/go/MI/district/10410/search.aspx,400 Dallas St,Colon,https://www.schooldigger.com/go/MI/city/Colon/search.aspx,49040,St. Joseph County,(269) 432-3231,No,No,No,No,264,13,20.2,54.9,0.8,0.8,0.4,1.5,0,1.5,95.1,30.3
Star International Academy,https://www.schooldigger.com/go/MI/schools/0022801198/school.aspx,Star International Academy,https://www.schooldigger.com/go/MI/district/00228/search.aspx,24425 Hass St,Dearborn Heights,https://www.schooldigger.com/go/MI/city/Dearborn+Heights/search.aspx,48127,Wayne County,(313) 724-8990,Yes,Yes,No,No,1723,90,19.1,93.3,5.6,0,2.4,0.6,0,0.3,91.1,30
Addison High School,https://www.schooldigger.com/go/MI/schools/0192003923/school.aspx,Addison Community Schools,https://www.schooldigger.com/go/MI/district/01920/search.aspx,219 North Comstock St,Addison,https://www.schooldigger.com/go/MI/city/Addison/search.aspx,49220,Lenawee County,(517) 547-6900,No,No,No,No,250,12.7,19.6,41.2,0.8,0,0.4,7.2,0,5.2,86.4,30
Gladwin High School,https://www.schooldigger.com/go/MI/schools/1599007485/school.aspx,Gladwin Community Schools,https://www.schooldigger.com/go/MI/district/15990/search.aspx,1400 North Spring St,Gladwin,https://www.schooldigger.com/go/MI/city/Gladwin/search.aspx,48624,Gladwin County,(989) 426-7341,No,No,No,No,486,22,22,49.8,0.2,0.2,1,1.9,0,1.4,95.3,29.9
